Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Pearl Lake,Waushara,195400,NE,70,,703014,CE,SEEPAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
1,03/02/1976,,,,,19,,51,,,,,,
1,05/13/1976,19.7,,6,,,34,,,,,,,
1,08/12/1976,,,,,,,,,,,,,
1,11/16/1976,,,,,60,,60,,,,,,
08/20/2013,40,FEET,52,DEGREES F,,
08/20/2013,45,FEET,52,DEGREES F,,
05/22/2014,3,FEET,59.7,DEGREES F,108,MG/L
05/22/2014,5,FEET,59.5,DEGREES F,103,MG/L
05/22/2014,10,FEET,58.6,DEGREES F,108,MG/L
05/22/2014,15,FEET,57.4,DEGREES F,112,MG/L
05/22/2014,20,FEET,56.7,DEGREES F,102,MG/L
05/22/2014,25,FEET,50.5,DEGREES F,103,MG/L
05/22/2014,30,FEET,48.7,DEGREES F,84,MG/L
05/22/2014,35,FEET,46.8,DEGREES F,66,MG/L
05/22/2014,40,FEET,44.2,DEGREES F,20,MG/L
05/22/2014,45,FEET,43.3,DEGREES F,14,MG/L
06/24/2014,3,FEET,74.5,DEGREES F,10.23,MG/L
06/24/2014,5,FEET,73.8,DEGREES F,11.2,MG/L
06/24/2014,10,FEET,73.2,DEGREES F,8.42,MG/L
06/24/2014,15,FEET,70.7,DEGREES F,8.32,MG/L
06/24/2014,20,FEET,57.7,DEGREES F,11.8,MG/L
06/24/2014,25,FEET,53.4,DEGREES F,10.5,MG/L
06/24/2014,30,FEET,53.4,DEGREES F,9.5,MG/L
06/24/2014,35,FEET,49.3,DEGREES F,6.9,MG/L
06/24/2014,40,FEET,45.9,DEGREES F,2.4,MG/L
06/24/2014,45,FEET,44.6,DEGREES F,1.76,MG/L
07/18/2014,3,FEET,75.2,DEGREES F,9.7,MG/L
07/18/2014,5,FEET,75,DEGREES F,10.36,MG/L
07/18/2014,10,FEET,74.5,DEGREES F,10.1,MG/L
07/18/2014,15,FEET,72.9,DEGREES F,10.9,MG/L
07/18/2014,20,FEET,71.4,DEGREES F,11.7,MG/L
07/18/2014,25,FEET,61.9,DEGREES F,12.2,MG/L
07/18/2014,30,FEET,55,DEGREES F,11.9,MG/L
07/18/2014,35,FEET,49.2,DEGREES F,5.1,MG/L
07/18/2014,40,FEET,46.6,DEGREES F,2.3,MG/L
07/18/2014,45,FEET,45,DEGREES F,1.6,MG/L
08/20/2014,3,FEET,74.8,DEGREES F,9.63,MG/L
08/20/2014,5,FEET,74.7,DEGREES F,9.7,MG/L
08/20/2014,10,FEET,74.5,DEGREES F,9.9,MG/L
08/20/2014,15,FEET,74.3,DEGREES F,9.9,MG/L
08/20/2014,20,FEET,74.3,DEGREES F,10.2,MG/L
08/20/2014,25,FEET,63.3,DEGREES F,10.9,MG/L
08/20/2014,30,FEET,57,DEGREES F,5.6,MG/L
08/20/2014,35,FEET,51.3,DEGREES F,5.6,MG/L
08/20/2014,40,FEET,48,DEGREES F,.62,MG/L
08/20/2014,45,FEET,45.5,DEGREES F,.56,MG/L
05/02/2015,3,FEET,57.4,DEGREES F,13.01,MG/L
05/02/2015,5,FEET,57.2,DEGREES F,12.82,MG/L
05/02/2015,10,FEET,54.9,DEGREES F,14.08,MG/L
05/02/2015,15,FEET,51.6,DEGREES F,14.9,MG/L
05/02/2015,20,FEET,50.7,DEGREES F,14.8,MG/L
05/02/2015,25,FEET,49.6,DEGREES F,14.3,MG/L
05/02/2015,30,FEET,47.6,DEGREES F,12.6,MG/L
05/02/2015,35,FEET,46.1,DEGREES F,11.5,MG/L
05/02/2015,40,FEET,44.1,DEGREES F,11.4,MG/L
05/02/2015,45,FEET,44.1,DEGREES F,4.4,MG/L
06/16/2015,3,FEET,73.6,DEGREES F,10.2,MG/L
06/16/2015,5,FEET,73.2,DEGREES F,12,MG/L
06/16/2015,10,FEET,71.4,DEGREES F,13.5,MG/L
06/16/2015,15,FEET,70.2,DEGREES F,12.85,MG/L
06/16/2015,20,FEET,63.7,DEGREES F,15.9,MG/L
06/16/2015,25,FEET,57.2,DEGREES F,13.6,MG/L
06/16/2015,30,FEET,52.7,DEGREES F,11.25,MG/L
06/16/2015,35,FEET,48.9,DEGREES F,8.2,MG/L
06/16/2015,40,FEET,47.1,DEGREES F,3.2,MG/L
06/16/2015,45,FEET,46.4,DEGREES F,2.1,MG/L
07/21/2015,3,FEET,77,DEGREES F,10.6,MG/L
07/21/2015,5,FEET,77,DEGREES F,10.4,MG/L
07/21/2015,10,FEET,77,DEGREES F,10.9,MG/L
07/21/2015,15,FEET,77,DEGREES F,10.4,MG/L
07/21/2015,20,FEET,71,DEGREES F,14.1,MG/L
07/21/2015,25,FEET,61,DEGREES F,10.6,MG/L
07/21/2015,30,FEET,55,DEGREES F,4.7,MG/L
07/21/2015,35,FEET,51,DEGREES F,1.8,MG/L
07/21/2015,40,FEET,50,DEGREES F,.61,MG/L
07/21/2015,45,FEET,50,DEGREES F,.44,MG/L
08/25/2015,3,FEET,71.6,DEGREES F,16.5,MG/L
08/25/2015,5,FEET,71.6,DEGREES F,9.2,MG/L
08/25/2015,10,FEET,71.4,DEGREES F,9.3,MG/L
08/25/2015,15,FEET,71.4,DEGREES F,9.2,MG/L
08/25/2015,20,FEET,71.4,DEGREES F,9,MG/L
08/25/2015,25,FEET,69.3,DEGREES F,6.9,MG/L
08/25/2015,30,FEET,57.9,DEGREES F,1.95,MG/L
08/25/2015,35,FEET,52.3,DEGREES F,.27,MG/L
08/25/2015,40,FEET,48.4,DEGREES F,.26,MG/L
05/21/2016,3,FEET,61,DEGREES F,4.2,MG/L
05/21/2016,5,FEET,61,DEGREES F,6.08,MG/L
05/21/2016,10,FEET,59,DEGREES F,9.65,MG/L
05/21/2016,15,FEET,57,DEGREES F,12.8,MG/L
05/21/2016,20,FEET,55,DEGREES F,17.81,MG/L
05/21/2016,25,FEET,50,DEGREES F,17.74,MG/L
05/21/2016,30,FEET,49,DEGREES F,16.2,MG/L
05/21/2016,35,FEET,46,DEGREES F,15.4,MG/L
05/21/2016,40,FEET,45,DEGREES F,9.8,MG/L
05/21/2016,45,FEET,45,DEGREES F,7.52,MG/L
06/26/2016,3,FEET,77.18,DEGREES F,2.5,MG/L
06/26/2016,5,FEET,77.18,DEGREES F,2.25,MG/L
06/26/2016,10,FEET,77.18,DEGREES F,8.1,MG/L
06/26/2016,15,FEET,74.7,DEGREES F,10.04,MG/L
06/26/2016,20,FEET,61.7,DEGREES F,11.4,MG/L
06/26/2016,25,FEET,56.5,DEGREES F,14.2,MG/L
06/26/2016,30,FEET,51.4,DEGREES F,12.1,MG/L
06/26/2016,35,FEET,49.1,DEGREES F,9.8,MG/L
06/26/2016,40,FEET,46.6,DEGREES F,7.5,MG/L
06/26/2016,45,FEET,46.6,DEGREES F,4.9,MG/L
07/25/2016,3,FEET,79.3,DEGREES F,3.94,MG/L
07/25/2016,5,FEET,79.9,DEGREES F,4,MG/L
07/25/2016,10,FEET,79.9,DEGREES F,5.54,MG/L
07/25/2016,15,FEET,72.9,DEGREES F,6.12,MG/L
07/25/2016,20,FEET,71.9,DEGREES F,6.96,MG/L
07/25/2016,25,FEET,61.5,DEGREES F,8.8,MG/L
07/25/2016,30,FEET,54.7,DEGREES F,5.86,MG/L
07/25/2016,35,FEET,50.5,DEGREES F,2.72,MG/L
07/25/2016,40,FEET,48,DEGREES F,2.12,MG/L
07/25/2016,45,FEET,46.9,DEGREES F,1.12,MG/L
09/02/2016,3,FEET,76.3,DEGREES F,2.4,MG/L
09/02/2016,5,FEET,76.3,DEGREES F,4.5,MG/L
09/02/2016,10,FEET,76.3,DEGREES F,4.1,MG/L
09/02/2016,15,FEET,76.3,DEGREES F,5.21,MG/L
09/02/2016,20,FEET,76.2,DEGREES F,4.61,MG/L
09/02/2016,25,FEET,68.5,DEGREES F,4.35,MG/L
09/02/2016,30,FEET,57.9,DEGREES F,3.32,MG/L
09/02/2016,35,FEET,52.3,DEGREES F,2.62,MG/L
09/02/2016,40,FEET,49.5,DEGREES F,2.08,MG/L
09/02/2016,45,FEET,47.7,DEGREES F,1.83,MG/L
05/25/2017,3,FEET,59,DEGREES F,10.3,MG/L
05/25/2017,5,FEET,59,DEGREES F,9.6,MG/L
05/25/2017,10,FEET,55,DEGREES F,10.5,MG/L
05/25/2017,15,FEET,55,DEGREES F,10.6,MG/L
05/25/2017,20,FEET,55,DEGREES F,11.3,MG/L
05/25/2017,25,FEET,53,DEGREES F,11.6,MG/L
05/25/2017,30,FEET,49,DEGREES F,9.9,MG/L
05/25/2017,35,FEET,46,DEGREES F,3.9,MG/L
05/25/2017,40,FEET,45,DEGREES F,2.4,MG/L
05/25/2017,45,FEET,44,DEGREES F,2,MG/L
06/26/2017,3,FEET,71,DEGREES F,9,MG/L
06/26/2017,5,FEET,71.2,DEGREES F,9.2,MG/L
06/26/2017,10,FEET,71.2,DEGREES F,9.1,MG/L
06/26/2017,15,FEET,71.2,DEGREES F,9.25,MG/L
06/26/2017,20,FEET,65.3,DEGREES F,12.5,MG/L
06/26/2017,25,FEET,58.3,DEGREES F,10.2,MG/L
06/26/2017,30,FEET,54,DEGREES F,8.5,MG/L
06/26/2017,35,FEET,49.1,DEGREES F,.5,MG/L
06/26/2017,40,FEET,47.1,DEGREES F,.4,MG/L
07/29/2017,3,FEET,78.3,DEGREES F,7.64,MG/L
07/29/2017,5,FEET,78.3,DEGREES F,7.77,MG/L
07/29/2017,10,FEET,78.3,DEGREES F,7.52,MG/L
07/29/2017,15,FEET,78.3,DEGREES F,7.81,MG/L
07/29/2017,20,FEET,73.7,DEGREES F,10.41,MG/L
07/29/2017,25,FEET,63.3,DEGREES F,7.25,MG/L
07/29/2017,30,FEET,55.4,DEGREES F,3.32,MG/L
07/29/2017,35,FEET,51.1,DEGREES F,1.5,MG/L
07/29/2017,40,FEET,47.3,DEGREES F,.7,MG/L



Start Date,Fieldwork Comment
03/02/1976,Migrated from EPA STORET Legacy Database- originally reported by Wisconsin DNR    
05/13/1976,Migrated from EPA STORET Legacy Database- originally reported by Wisconsin DNR    
08/12/1976,Migrated from EPA STORET Legacy Database- originally reported by Wisconsin DNR    
11/16/1976,Migrated from EPA STORET Legacy Database- originally reported by Wisconsin DNR    
07/07/1996,Reading time late in afternoon due to amount of boat traffic safety. reading sent to the great 1996 secchi dip-in Ohio. lake restricted to no wake between 4 p.m. and 11 a.m.  Lake level: very high    
08/13/1996,Beautiful day- air temp is 89 degrees- slight wind- not too much traffic.    
10/15/1996,Perfect fall day- no ice- 70 degrees air temp- very slight wind.    
04/25/1997,Weather was excellent.  Slight wind and 62 degrees.  Ice off for two weeks.  Eurasian milfoil still present with no regression.    
06/17/1997,Greenish blue.  Quiet- beautiful day with little blooms on the lake.  Air temperature around 70 degrees.  The dnr's control of Eurasian milfoil seems to working or just wishful thinking.    
07/11/1997,Water blue green.  Another beautiful week day.  Some erosion along some shores most likely due to boats coming too close when starting to accelerate.    
08/18/1997,LAKE SAMPLE    
10/15/1997,LAKE SAMPLE    
04/18/1998,LAKE SAMPLE    
06/16/1998,LAKE SAMPLE    
07/15/1998,LAKE SAMPLE    
08/18/1998,LAKE SAMPLE    
10/10/1998,LAKE SAMPLE    
04/14/1999,Sunny- 70 deg- light wind- no loons today.    
06/17/1999,Sunny- 66 deg.- light N wind- bobcat machine noise in background.    
07/22/1999,Sunny- 84 deg.- very light wind- lots of rain this week.    
08/20/1999,Sunny- 76 deg.- light wind- 2.5" rain on 8/19.    
10/18/1999,Partly sunny- 52 F- no wind- air temp 35 F this morning- beautiful fall colors.    
03/27/2000,Mostly cloudy- 58 deg. F- moderate wind    
06/19/2000,Sunny- 70's- slight wind.    
07/13/2000,Sunny- 80's- slight wind    
08/14/2000,Light clouds- 70's- slight wind.    
10/17/2000,Cloudy- 50's- no wind.    
04/24/2001,Sunny- the temperature is in the 50s- windy- and no loon.    
06/19/2001,Partly sunny- the temperature is in the 70s- moderate wind- and motor will not start.    
07/16/2001,Sunny- the temperature is 80 degrees- light wind- beautiful weather- and motor sputtered.    
08/20/2001,Sunny- the temperature is in the 70s- no wind- beautiful day- and motor still sputtering.    
10/17/2001,Sunny- light wind- temperature in the 50s- and no clouds.    
04/24/2002,Partly sunny- moderate wind. 60 F. Iceout 4-11-02    
06/17/2002,Light wind- clear- 70's.    
07/17/2002,moderate wind- clear skies- temp in the 80's.    
08/15/2002,moderate wind- clear skies- 80's    
10/15/2002,Moderate wind- partly cloudy- 50 F    
04/22/2003,sunny- wind 10-15 mph- 50 F- did not see loon.    
06/17/2003,sunny- no wind- 70    
07/16/2003,mostly sunny- sl. to mod. wind- 78 F- lawnmower noise.    
08/27/2003,Sunny.    
10/15/2003,Sunny- moderate wind- 50 F.    
04/20/2004,Cloudy- 50 F- moderate wind.    
06/14/2004,Cloudy- 70 F- slight wind.    
07/14/2004,Sunny- 75 F- light wind.    
08/17/2004,Partly sunny- 68 F- light wind    
10/13/2004,Partly sunny- 60 F- no wind    
04/25/2005,Sunny- 60 F- Sl wind.  Ice out 4/8/2005.    
06/19/2005,Sunny- 70 F- Sl wind.    
07/18/2005,Partly sunny- 80 F- moderate wind.    
08/15/2005,Sunny- 70 F- no wind.    
10/16/2005,Sunny- 60 F- light wind.    
04/14/2006,Sunny- 70 F.  Moderate wind.  Ice out 3-31-2006.
06/12/2006,Sunny- 70 F.  Light wind.
07/15/2006,Sunny- 80 F.  Light wind.
08/14/2006,Sunny- 70 F.  Moderate wind.
10/17/2006,Cloudy- 50 F- light wind.
04/30/2007,60 F- light wind- clear
06/18/2007,78 F- light wind- partly cloudy
07/21/2007,70 F- light wind- clear.
08/22/2007,70 F- light wind- cloudy
10/17/2007,60 F- light wind- clear
06/13/2012,Aided by Roger Perenick and Gloria Johanns
05/08/2013,aided by Gloria Johanns; mbig blue sky
06/18/2013,Some pine pollen along shoreline
06/26/2017,Sunny/partly cloudy.  Lots of rain causing more turbulence in lake.




Start Date,Group Name,Project Name
03/02/1976,Data Collectors,Migrated from STORET Legacy
05/13/1976,Data Collectors,Migrated from STORET Legacy
08/12/1976,Data Collectors,Migrated from STORET Legacy
11/16/1976,Data Collectors,Migrated from STORET Legacy
05/26/1996,Susan Beese,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
06/29/1996,Susan Beese,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
07/07/1996,Susan Beese,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
08/13/1996,Data Collectors,Water Quality - Citizen Lake Monitoring
08/13/1996,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
10/15/1996,Data Collectors,Water Quality - Citizen Lake Monitoring
10/15/1996,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
04/25/1997,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
05/11/1997,Susan Beese,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
06/17/1997,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
07/11/1997,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
08/18/1997,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
10/15/1997,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
04/18/1998,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
06/16/1998,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
07/15/1998,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
08/18/1998,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
10/10/1998,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
04/14/1999,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
06/17/1999,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
07/22/1999,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
08/20/1999,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
10/18/1999,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
03/27/2000,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
06/19/2000,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
06/27/2000,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
07/13/2000,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
07/29/2000,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
08/14/2000,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
08/30/2000,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
09/15/2000,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
10/01/2000,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
10/17/2000,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
04/24/2001,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
06/19/2001,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
06/30/2001,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
07/16/2001,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
08/01/2001,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
08/17/2001,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
08/20/2001,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
09/02/2001,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
09/18/2001,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
10/10/2001,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
10/17/2001,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
10/20/2001,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
04/24/2002,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
06/17/2002,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
07/17/2002,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
08/15/2002,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
10/15/2002,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
04/22/2003,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
06/17/2003,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
06/20/2003,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
07/07/2003,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
07/16/2003,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
08/07/2003,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
08/23/2003,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
08/27/2003,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
09/08/2003,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
09/24/2003,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
10/10/2003,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
10/15/2003,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
04/20/2004,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
06/14/2004,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
06/30/2004,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
07/08/2004,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
07/14/2004,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
07/16/2004,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
07/24/2004,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
08/01/2004,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
08/09/2004,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
08/17/2004,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
08/25/2004,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
09/02/2004,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
09/10/2004,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
10/13/2004,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
04/25/2005,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
05/24/2005,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
06/01/2005,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
06/09/2005,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
06/17/2005,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
06/19/2005,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
06/25/2005,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
07/03/2005,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
07/11/2005,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
07/18/2005,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
07/19/2005,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
07/27/2005,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
08/04/2005,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
08/12/2005,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
08/15/2005,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
08/20/2005,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
08/28/2005,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
09/05/2005,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
09/13/2005,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
09/21/2005,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
10/16/2005,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
04/14/2006,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
06/12/2006,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
07/15/2006,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
08/14/2006,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
10/17/2006,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
04/30/2007,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
06/18/2007,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
07/21/2007,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
08/22/2007,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
10/17/2007,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
05/05/2008,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
06/18/2008,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
07/22/2008,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
08/20/2008,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
10/21/2008,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
05/04/2009,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
06/15/2009,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
07/20/2009,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
08/17/2009,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
10/16/2009,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
05/16/2010,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
05/18/2010,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
06/09/2010,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
07/28/2010,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
08/24/2010,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
11/01/2010,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
05/17/2011,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
06/13/2011,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
07/13/2011,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
08/15/2011,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
10/18/2011,Roger Perenick,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
05/01/2012,Charles Johanns,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
06/13/2012,Charles Johanns,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
07/02/2012,Charles Johanns,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
08/07/2012,Charles Johanns,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
10/16/2012,Charles Johanns,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
05/08/2013,Charles Johanns,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
06/18/2013,Charles Johanns,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
07/17/2013,Charles Johanns,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
08/20/2013,Gloria Johan- Charles Johanns,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
05/22/2014,Gloria Johan- Charles Johanns,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
06/23/2014,Gloria Johan- Charles Johanns,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
06/24/2014,Gloria Johan- Charles Johanns,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
07/14/2014,Charles Johanns,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
07/18/2014,Gloria Johan- Charles Johanns,Citizen Lake Monitoring - Water Quality - Pearl Lake; West Basin
