Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Hammil Lake,Bayfield,2467900,NO,4,,043148,NW,SEEPAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
06/19/2016,15,FEET,66.2,DEGREES F,10.69,MG/L
06/19/2016,20,FEET,58.6,DEGREES F,11.49,MG/L
06/19/2016,25,FEET,53.3,DEGREES F,10.83,MG/L
06/19/2016,30,FEET,48.5,DEGREES F,6.81,MG/L
06/19/2016,35,FEET,45.9,DEGREES F,.91,MG/L
06/19/2016,40,FEET,44.2,DEGREES F,.2,MG/L
06/19/2016,45,FEET,43.8,DEGREES F,.13,MG/L
06/19/2016,47,FEET,43.6,DEGREES F,.09,MG/L
07/31/2016,0,FEET,76,DEGREES F,9.17,MG/L
07/31/2016,5,FEET,76.4,DEGREES F,9.1,MG/L
07/31/2016,10,FEET,76.4,DEGREES F,9.04,MG/L
07/31/2016,15,FEET,76.2,DEGREES F,9.03,MG/L
07/31/2016,20,FEET,66.7,DEGREES F,11.01,MG/L
07/31/2016,25,FEET,57.8,DEGREES F,6.35,MG/L
07/31/2016,30,FEET,51,DEGREES F,.73,MG/L
07/31/2016,35,FEET,47.9,DEGREES F,.16,MG/L
07/31/2016,40,FEET,45.5,DEGREES F,.1,MG/L
07/31/2016,45,FEET,44.9,DEGREES F,.08,MG/L
07/31/2016,50,FEET,44.5,DEGREES F,.06,MG/L
08/28/2016,0,FEET,71.2,DEGREES F,8.97,MG/L
08/28/2016,5,FEET,71.7,DEGREES F,8.86,MG/L
08/28/2016,10,FEET,71.8,DEGREES F,8.82,MG/L
08/28/2016,15,FEET,71.9,DEGREES F,8.79,MG/L
08/28/2016,20,FEET,70.8,DEGREES F,7.26,MG/L
08/28/2016,25,FEET,60.4,DEGREES F,1.78,MG/L
08/28/2016,30,FEET,53,DEGREES F,.13,MG/L
08/28/2016,35,FEET,49.9,DEGREES F,.08,MG/L
08/28/2016,40,FEET,47.1,DEGREES F,.06,MG/L
08/28/2016,45,FEET,45.8,DEGREES F,.06,MG/L
08/28/2016,47,FEET,45.4,DEGREES F,.06,MG/L
05/28/2017,0,FEET,61.2,DEGREES F,9.85,MG/L
05/28/2017,5,FEET,60.8,DEGREES F,9.93,MG/L
05/28/2017,10,FEET,58.2,DEGREES F,10.33,MG/L
05/28/2017,15,FEET,56.4,DEGREES F,10.41,MG/L
05/28/2017,20,FEET,52.1,DEGREES F,11.13,MG/L
05/28/2017,25,FEET,49.3,DEGREES F,10.32,MG/L
05/28/2017,30,FEET,47.5,DEGREES F,8.55,MG/L
05/28/2017,35,FEET,46.5,DEGREES F,7.51,MG/L
05/28/2017,40,FEET,45.8,DEGREES F,5.24,MG/L
05/28/2017,45,FEET,45.4,DEGREES F,2.91,MG/L
05/28/2017,49,FEET,45.2,DEGREES F,.16,MG/L
06/25/2017,0,FEET,68.1,DEGREES F,8.91,MG/L
06/25/2017,5,FEET,68.4,DEGREES F,8.84,MG/L
06/25/2017,10,FEET,68.4,DEGREES F,8.84,MG/L
06/25/2017,15,FEET,67.6,DEGREES F,10.48,MG/L
06/25/2017,20,FEET,57.6,DEGREES F,12.87,MG/L
06/25/2017,25,FEET,52.7,DEGREES F,10.55,MG/L
06/25/2017,30,FEET,49.4,DEGREES F,6.47,MG/L
06/25/2017,35,FEET,47.4,DEGREES F,2.75,MG/L
06/25/2017,40,FEET,46.4,DEGREES F,.21,MG/L
06/25/2017,45,FEET,46,DEGREES F,.13,MG/L
06/25/2017,49,FEET,45.8,DEGREES F,.09,MG/L
07/23/2017,0,FEET,75.1,DEGREES F,8.44,MG/L
07/23/2017,5,FEET,75.3,DEGREES F,8.42,MG/L
07/23/2017,10,FEET,75.3,DEGREES F,8.5,MG/L
07/23/2017,15,FEET,72.8,DEGREES F,8.95,MG/L
07/23/2017,20,FEET,62.2,DEGREES F,11.63,MG/L
07/23/2017,25,FEET,56.5,DEGREES F,10.16,MG/L
07/23/2017,30,FEET,51.9,DEGREES F,5.91,MG/L
07/23/2017,35,FEET,48.5,DEGREES F,.83,MG/L
07/23/2017,40,FEET,47.2,DEGREES F,.17,MG/L
07/23/2017,45,FEET,46.7,DEGREES F,.12,MG/L
07/23/2017,48,FEET,46.5,DEGREES F,.08,MG/L
08/27/2017,0,FEET,68,DEGREES F,8.69,MG/L
08/27/2017,5,FEET,68,DEGREES F,8.69,MG/L
08/27/2017,10,FEET,68,DEGREES F,8.68,MG/L
08/27/2017,15,FEET,68,DEGREES F,8.64,MG/L
08/27/2017,20,FEET,68,DEGREES F,8.54,MG/L
08/27/2017,25,FEET,60.1,DEGREES F,8.12,MG/L
08/27/2017,30,FEET,53.3,DEGREES F,2.04,MG/L
08/27/2017,35,FEET,49.7,DEGREES F,.19,MG/L
08/27/2017,40,FEET,47.8,DEGREES F,.11,MG/L
08/27/2017,45,FEET,46.9,DEGREES F,.09,MG/L
08/27/2017,49,FEET,46.5,DEGREES F,.06,MG/L



Start Date,Fieldwork Comment
04/27/2000,Partly cloudy- calm.  Saw a beaver early in the a.m. zillions of minnows in the bay- 1 crayfish.    
05/14/2000,Partly cloudy- breezy.  Loons feeding in the bay. 2 eagles in the big white pine.    
05/28/2000,Sunny- temps in the 60's. perfect holiday weather.  Summer cabin people are putting in their docks.    
06/18/2000,Sunny now after thunderstorms this morning.  2 boats of fly fishermen on the lake and kids swimming.    
07/11/2000,Overcast- chop on the water.  Warm but breezy.  No one else on the lake.    
08/14/2000,Sunny- breezy- empty lake.    
08/28/2000,Sun/clouds- cool and breezy.  Eagles in the pines.    
09/13/2000,Overcast- 60's- breezy. no action on the lake.  Trees are changing color at crown.    
09/30/2000,Colorful lake shore.  Extremely low water- 6 feet of beach showing.  Gorgeous balmy weather.    
05/06/2001,Sunny/breezy.  Quiet holiday weekend - for opener.    
05/31/2001,Sunny/calm.  Geese and ducks.  Not a soul on the lake.  No fish rising but lots of minnows in shore.    
06/17/2001,Sunny/breezy.  No Dads on the lake!    
06/28/2001,Partly cloudy- fly fishers in the early AM.  One loon feeding in the bay.    
07/18/2001,Partly cloudy - a day with the loons.  Warm.    
08/08/2001,Breezy - hot and humid summer's day.  One pontoon - floating and fishing.    
09/02/2001,Partly sunny - kayakers and loons.  Boys fishing in north bay.    
09/16/2001,Partly sunny - quiet.  No loons - no planes.    
05/04/2002,Partly sunny- cool.  No fish biting yet.  Ice out was 4/17 - cold- snow and rainy weather since.    
05/19/2002,Partly sunny - only 40 degree air temp.  No recent
precipitation.  No one on the lake- but everyone's docks are in.  Still too cold for good fishing.    
06/02/2002,Sunny- warm - slight breeze.  Crappies have finally begun to hit; some boats fishing.  Beavers have young and are very active!    
06/05/2002,Optimum conditions for reading - very calm and sunny.  About 70 degrees.  Neighbors out in their new ELECTRIC pontoon boat.  Soundless.  Nice!    
06/25/2002,Lots of sunfish and small mouth in the bays.  Minnows everywhere!  Sunny and 87 degrees.  Nice to get away from the land loving army worms and their companion flies!    
07/18/2002,Steamy days; weeds coming up in deeper waters;
excellent swimming - small mouth delighting the summer kids!    
08/04/2002,Calm- cloudy and 70 degrees.  1" rainfall last night.  Bass feeding heavily.  Kingfishers and eagles active- too.    
05/08/2003,Lake ice went out 4/21/03. Water is clear but
unsettled. Sunny. Light breeze.

    
05/18/2003,Last rainfall was 5/11/03. Water is very clear. Mid
70's today and hazy.

    
05/29/2003,Calm- sunny- 65 degrees.  Bluegills are beginning to
spawn- but no crappies have moved to beds yet.

    
06/15/2003,Sunny - low 80's. Beautiful day except for the flies!

    
06/19/2003,Sunny - clear skies and clear water. Five loons in a
group- geese with young- two eagles soaring and a doe wading the
shoreline.  The larger bass are in the bays as the water temperatures
rise.

    
06/30/2003,Very slight turbidity after 2 inches of rain on
6/28/03 and windy conditions yesterday. Today - sunny and calm - 68 degree
air temp.

    
07/13/2003,Sunny and 70 degrees.  Rain the past couple days has
stirred up the water a bit. Deer wading along the lake shore- an eagle
overhead- pan fish scooting out from under the dock- turtles sunning and
one canoer skirting the lake - a perfect summer day.    
07/18/2003,Dead calm- sunny- 60 degrees. 3 loons- 2 kayakers-
fish feeding heavily at the surface. A cold front has moved in- and we
have early morning lake mists more common in late August.    
07/27/2003,Warm and humid. 80 degrees. Loons- an osprey- canoers
and swimmers.  Thousands of minnows near the shore.    
08/09/2003,Steamy- partly cloudy and 85 degrees.  Calm water.
Bass are heavily hitting the surface.


    
08/16/2003,Hot - 87 degrees.  Last rain shower on 8/10/03. Lots
of minnows along the shore and flies on the water surface. Three loons on
the lake.    
08/31/2003,Partly sunny and 78 degrees.


    
09/06/2003,Sunny and 80 degrees.  A hatch of flying ants has
brought the sunnies to the surface.  There is a golden tinge to the tree
crowns.  Still a few people swimming- but some folks are packing up for
the summer and have taken docks in.


    
09/21/2003,Partly cloudy and 60 degrees (F). Also sampled for National Water Monitoring Day.  The water temp was 18 degrees C; the ph was between and 8 and 9; the D.O. was 8 ppm with an 84% saturation.  I used the monitoring kit not calibrated meters- so the data is not completely accurate - but still indicates the health of the lake.    
10/05/2003,Clear and calm. 57 degrees. Lots of people out on the lake enjoying fall colors from boats and kayaks. Deer and fisher tracks on the beach.    
05/18/2004,Calm- sunny- 59 F air temp.  Heavy rain 2 days prior.    
05/28/2004,Sunny - 50 degrees.  Rainy days lately - have stirred up the water.    
06/03/2004,Sunny and calm.  Bluegills moving in to spawn and an eagle in a tall white pine watching their progress.    
06/27/2004,Overcast - very calm- 58 degrees air temp.  June has been so rainy and windy - it has been difficult finding good days for readings.    
07/12/2004,Sunny and very calm.  No rain for almost 24 hrs.  Heavy rains lately have really stirred up the water.    
07/19/2004,Sunny- warm and humid.    
07/30/2004,Partly cloudy; 60 degrees.  A curious loon circled the boat.  Thousands of minnows are swimming near the shore.    
08/06/2004,Sunny- calm - 70 degrees.    
08/14/2004,60 degrees. 5 loons- 2 eagles.  Lots of surface feeding - bug hatch last night. Sunny- slight breeze.    
09/25/2004,Sunshine galore - trees tipping with color. Slight breeze- 60's.  Several eagles "chirpping" and watching me from the big white pines.    
10/12/2004,Very calm and sunny day - 49 degrees.  I did water quality tests for World Monitoring Day.  DO - 8 ppm + 74% saturation.  pH - 8.5.  Water temp - 12 degrees C.    
05/11/2005,Partly cloudy- calm    
05/24/2005,Sunny- calm- 60 F.    
05/31/2005,Sunny- calm 58 degrees. Lots of minnows at the shoreline. Many algae particles floating in the water at all levels.    
06/13/2005,Partly cloudy and very calm. 64 degrees. Loon with a chick floats on the east side of the lake -- and an eagle is watching them -- too closely.  The sunfish are thick by our dock this morning.    
06/18/2005,Calm- 60 degrees- 2 loons on the lake - quiet morning.    
07/13/2005,70 degrees and sticky - no rain for the past two weeks. No signs of weed growth yet --- minnows galore!    
07/25/2005,65 degrees- cloudy - very calm.    
08/11/2005,60 degrees- partly cloudy- calm.    
08/24/2005,56 degrees- partly sunny- calm. Curious loon near the boat. Quiet lake morning.    
08/30/2005,58 degrees- sunny- clear- calm. Lake looks cloudy and ready to turn over. Gorgeous morning - kayakers- people fishing- loons- eagles and kingfishers.    
09/08/2005,Still surface- mostly cloudy and 56 degrees. The lake surface is covered with large air bubbles! Must be churning up oxygen.    
09/21/2005,Clear and calm. 60 degrees.    
05/07/2006,65 degrees with sight breeze. Clear day - 2 loons and an eagle.
05/22/2006,Very calm and 45 degrees. Clear day - no wildlife visible this morning but bass are leaping all over the lake.
05/25/2006,Slight breeze- sunny morning and 55 degrees.  2 loons diving on the north side of the lake. 2 eagles chirpping.
06/11/2006,55 degrees- clear and calm.  Millions of minnows along the shoreline and one eagle soaring overhead.
06/22/2006,60 degrees- cloudy and breezy.  Two loons on the north end of the lake- and no one boating or fishing.
06/30/2006,Partly sunny- breeze- 62 degrees.  3 loons and no eagles around!  Geese pair with 8 goslings.
07/11/2006,Partly cloudy and very calm. 60 degrees. Loon pair fishing and diving. Water is down 6 inches since June 11- and we now have beach showing around the entire lake.
07/23/2006,Partly cloudy; 70 degrees. Lake is down 18 inches since ice-out on April 11. Two loons diving.
08/11/2006,Calm- partly cloudy and 58 degrees.  No one on the water. Beavers have been de-barking downed birch trees along the shore.  1 crayfish and many frogs along the beach shallows.
08/20/2006,Sunny- 70 degrees - perfect summer day! Sunbathers on some of the docks - but no boats on the lake.
08/27/2006,Sunny - 75 degrees - calm.  1 loon diving for fish.  1 man fishing off the gravel bed.  Quiet morning.
09/10/2006,Sunny and 50 degrees. Slight breeze. Bald eagle in a tree. 4 mallards overhead. Two people with 3 golden retrievers walked around the east side of the lake. The dogs took turns swimming.
09/21/2006,Sunny and 38 degrees. Calm - quiet. Medium tree color showing with the red maples leading off. Geese moving south.
09/30/2006,Sunny and 44 degrees. Calm and quiet day.
04/22/2007,74 degrees- partly sunny and breezy. Pair of mergansers swimming in the bay.  2 adult eagles soaring overhead. No docks in yet.
05/11/2007,Cool- partly cloudy- slight breeze. 1 eagle soaring and 1 loon fishing the east bay. 
05/20/2007,Cloudy- slight breeze and 50 degrees.  No one on the lake or even outside this afternoon!
05/30/2007,Slight breeze- 65 degrees- partly cloudy.   We had 1/4" of rain last night- and yesterday was very windy. 1 eagle soaring overhead.
06/10/2007,Sunny- calm and 80 degrees - spectacular blue sky day.  Lots of pine pollen in air and water.  It's been terribly windy for the past couple weeks- and today is the first June day clam enough to take a reading on this lake.
06/16/2007,Mostly sunny- 80 degrees - slight breeze.  Beautiful day with early morning showers.  Hundreds of minnows are swimming along the shore- and frogs are leaping into the lake from the shoreline.  Water looks clear and inviting.  People are swimming at a couple cabins- and there are no boats on the lake this afternoon.
06/24/2007,78 degrees- sunny- slight breeze.  A blue heron is wading- and there is 1 boat of people fishing on the north end of the lake.
07/08/2007,Cloudy- breezy and muggy. 82 degrees.  People are fly fishing from a boat on the west side of the lake.  Otherwise - it is a very quiet day on the water.
07/17/2007,Calm- mostly sunny and 66 degrees.  Fish are rising to eat water insects scooting along the surface.  Two loons are swimming in the north area of the lake.
07/22/2007,Cloudy- slight breeze.  Trace of rain this morning.  A raft of geese swam across the lake - two families with 2/3 grown goslings.  Two boats were out fishing.  It is a nice- cooler summer day.
07/28/2007,Sunny- calm + 65 degrees. Canoer is fishing the north end of the lake.  Neighbors are sawing up a downed tree from Thursday afternoon's abrupt storm.  We received 1.8 inches of rain in that downpour - the first measureable precipitation we've had in July!  An eagle is soaring the length of the lake.
08/06/2007,Cloudy and calm. 75 degrees. Bass are rising for bugs in the middle of the lake while schools of minnows gather along the shoreline.  It is a quiet afternoon on the water.
08/19/2007,60 degrees- overcast- slight breeze.  Kingfishers are soaring just above the water.  An eagle is chirpping in the big pine.  Small mouth bass are rising.
08/22/2007,75 degrees.  Hazy sunshine/slight breeze.  Very quiet afternoon on the lake.  The only sound is the splash of my paddle.  We had 1" of rain 2 days ago- and that has cleared the water a bit.
08/26/2007,74 degrees- partly cloudy and breezy.  Two adult loons are curious about the sampling equipment and are diving near the boat.  An eagle is watching them and me from the tallest pine.  Extremely quiet day on the lake.  The water looks a bit green and doggy today.
09/12/2007,Sunny- calm and 60 degrees.  Cool late summer day - clear as a bell.  No action on the lake!
09/20/2007,Cloudy- calm and 45 degrees.  3 inches of needed rain 2 days ago has raised the water level a bit. Maples are showy red along the shoreline. There are tracks for 3-5 deer on the beach. 
10/12/2007,Cloudy- calm and 30 degrees.  The lake has come up about 8 inches after our September rains.   It is still about 8 inches below its level at ice out in late April. The water looks so much clearer- too.  Fish are still rising- but no one is on the lake this chilly- fall morning.
05/13/2008,Cloudy with a SW breeze. 59 degrees. Loon pair swimming + diving in the middle of the lake. Ice out was the early evening of May 1st.  No one has their docks in yet.
05/19/2008,Calm- cloudy and 55 degrees.  Two loons at the north end of the lake.  With no measurable rain since ice out- the lake level is dropping again this spring.
05/29/2008,Partly cloudy - 59 degrees.  Slight breeze.  A territorial loon pair would not allow a lone loon land in their area on the lake.  Then- a pair of immature eagles swooped down from a tall white pine to threaten the loon pair.  The eagles split up with one heading south and one heading north. Both landed in tall pines along the lake and began their eagle chirpping.  Our last rainfall was Sunday- May 25 - 1/4 inch. Partly cloudy - 59 degrees.  Slight breeze.  A territorial loon pair would not allow a lone loon land in their area on the lake.  Then- a pair of immature eagles swooped down from a tall white pine to threaten the loon pair.  The eagles split up with one heading south and one heading north. Both landed in tall pines along the lake and began their eagle chirpping.  Our last rainfall was Sunday- May 25 - 1/4 inch.
06/02/2008,Mostly cloudy- 52 degrees- calm.  1/4" rain last night.  The lake has been invaded by eagles.  There were 4 immature eagles and 2 adult eagles sitting in the trees of our bay yesterday.  Today 2 adults are watching our bay in the tall dead head of a white pine.  The loons have scattered for the time being.  Everyone has their docks in -- let summer begn!
06/08/2008,Cloudy- calm 59 degrees. Two adult eagles sat in the big pine. The water cleared up nicely after days and days of pollen. I talked to a neighbor who was fishing while I was taking the secchi reading. We discussed the late sucker spawning. He said the crappies are just now heading to the beds- and the beds are in different areas of the lake this year due to the lower lake depth. 

The lake experienced a cisco die-off the past 1.5 weeks. Apparently the oxygen on the north end of the lake dipped enough to cause the die-off. The Bayfield County fish biologist was consulted- and he said a spring die-off is not unusual especially in a deep ice year. 

The dead fish drew in many eagles- including one golden eagle. The eagles chased the 3 loons off the lake.  And so it goes!  As my fisherman friend and I were talking - we saw a coyote poking along the west shore of the lake - presumably after dead fish.
06/19/2008,Partly cloudy- calm and 56 degrees.  The minnows are swimming along the shore- and I saw small mouth bass in the shallows.  We have a second batch of pollen spread across the lake.  The loons are back; one pair dove close to my canoe.  The eagles are mostly gone- and no more dead fish have been reported to me.  We have been taking our morning dip -- starting this summer to fall ritual almost 3 weeks later than usual!
06/22/2008,Mostly cloudy with strong NW breezes.  61 degrees.  Three people fishing in a small motor boat.  Family fun at the north end of the lake - lots of squeals as the kids test the chilly water for swimming.  All in all a very quiet morning on the lake.
07/04/2008,Sunny- slight breeze- 60 degrees. 2 kayakers- 1 eagle perched in the big white pine and 2 loons swimming at the north end of lake.
07/14/2008,Mostly sunny and very calm. 56 degrees. Lots of plant matter in the water after 2 days of high winds that churned up the lake into white caps. The small bass are jumping for bugs (and for joy!).
07/20/2008,Calm water - 85 degrees!  Partly sunny. Lots of lake activity this afternoon -- anglers- swimmers- canoers and loons.
08/02/2008,Calm- sunny 65 degrees. Very quiet morning except for bass swirling and jumping.
08/17/2008,Hazy-sunny and 81 degrees. Slight breeze.  Nice afternoon. People were swimming- and one sail boat was on the lake.
08/24/2008,Slight breeze. 67 degrees. Sunny. Quiet day on the lake.  One eagle sitting and watching me in the big pine.
09/05/2008,Clear- calm and about 50 degrees.  Quiet on the lake - one immature loon swimming and diving.  Zillions of insects hovering over the surface waters.  Fine mist rising --- beautiful morning on the lake.
09/17/2008,Sunny day - calm. 49 degrees. One loon is calling and diving on the north end of the lake.  There is a tinge of color on the tree crowns.
09/28/2008,Cloudy with slight breeze. 48 degrees. The lake is rimmed with color - reds- orange and yellow to gold.  Beautiful fall day.
05/03/2009,Sunny- clear- slight breeze + 54 degrees.   One loon diving at the north end of the lake.  Beautiful May morning!  Ice out was April 15.  
05/10/2009,Overcast- calm and 50 degrees.  Loons are on the north end of the lake.  One neighbor is fishing from his dock.  His dock is the only one in so far.  The water is very clear today.
05/25/2009,Partly clouldy and breezy.  62 degrees.  Watched an adult bald eagle dive and catch a fish then soar off to a tall tree to enoy its late breakfast.  
05/31/2009,Calm and mostly sunny.  45 degrees.  Quiet morning on the lake - one eagle soaring overhead.  No loons in view today.
06/14/2009,Clear- sunny- calm + 60 degrees.  1.25" of much needed rain fell yesterday afternoon and stirred up the water a bit.  One loon on the north end of the lake.  It is a very quiet and beautiful morning on the lake.
06/21/2009,Mostly sunny- slight breeze- 75 degrees.  Saw a doe drinking at the lake shore and an electric pontoon making a round tour of the lake.  There is alot of pollen on the lake surface and floating beneath- too.  Minnows and panfish are abundant in the shallows.
06/27/2009,Gray day; rain showers.  Took this reading with neighbors to show them how to use a secchi disk.  
07/07/2009,Sunny- calm- 54 degrees.  Ripe strawberries on the beach!  The shallows are loaded with minnows.  Bright- beautiful day on the lake!
07/19/2009,61 degrees- mostly sunny- light breeze.  One man in boat with electric motor fishing on the west side of the lake.  Electric pontoon touring the lake.  Nice morning after 5 days of gray- unseasonably cold temps and mist.
07/31/2009,Partly sunny - slight breeze and 55 degrees.  People fishing the south bay.  Nicer morining than most of the week.  Very cool temps this summer!
08/07/2009,Cloudy- calm and 55 degrees.  Many skating insects on the water surface.  One loon lazily floating and curiously watching my canoe glide by.  When the lake is this calm the shoreline really shows how low the water level is this year- and the lake looks smaller.
08/22/2009,Partly sunny- slight breeze and 60 degrees.  Family fishing from a boat with an electric motor.  The kids are having a ball catching pan fish. The water looks inviting and clear after 1.5 inches of rain the past 2 days.
08/30/2009,Sunny- calm and 50 degrees.  One loon is still roaming the lake.  There is matter in the water now - a little bit soupy.  Also -- a tinge of color in the trees already! Sunny- calm and 50 degrees.  One loon is still roaming the lake.   Also -- a tinge of color in the trees already!
09/15/2009,Calm- sunny morning. 65 degrees.  There is a tinge of color in the tree crowns and a sultry feeling in the air.  Very quiet morning - the loons left last week- and some people pulled their docks in on Labor Day.
09/22/2009,Sunny- calm and 55 degrees - another gorgeous summerlike day in September!  6 geese are swimming along the lake shore.  Most docks are already stored for winter.  The lake level has dropped again since we have not had any measureable rain in September.
09/27/2009,Partly cloudy and very breezy - 53 degrees.  The trees are showing more red and yellow.  The colors are a little late this year.  Nothing is moving around the lake.
04/12/2010,Overcast and very calm.  51 degrees.  The lake opened about 3 weeks earlier than usual - ice-off on March 29.  Hammil is lower than at this time last year.  It appears to be 1 ft. lower because a snag that is usually 8 inches below the surface is now poking 4 inches above the water level.  The loons have not returned to the lake yet.  There are geese and mallards puddling about- tho.
05/15/2010,Clear- calm + 68 degrees.  Two guys fishing from a 14 ft. boat. One loon on the lake; one eagle soaring.  Beautiful day and beautiful water.
05/24/2010,HOT - 88 degrees.  Slight breeze.  Two people fishing the south bay in a boat.  An eagle is watching from the Tall Pine.  Feels like summer!  The lake is gorgeous today and sooooo clear.
05/31/2010,Sunny- slight breeze- about 70 degrees.  2 kayakers on the lake and a family sunning on their dock.  The eagle is sitting in the big pine watching over all.  Pollen washed up along the beach this morning.  There are minnows and sunnies under the dock.
06/06/2010,Cloudy- slight breeze - about 60 degrees.  No action on the lake this morning.  Has been a week of showers - much needed here.
06/20/2010,Beautiful Father's Day.  Neighbors are swimming and fishing.  The small mouth are leaping for insects.  No eagles today - but a pair of loons are calling.  The water looks nice but is not as clear as a few weeks ago.
06/30/2010,Clear- calm and about 60 degrees.  One loon in the center of the lake. Turtles- minnows and dragonflies! The water is very clear but has alot of plant matter in it.  Another quiet and beautiful morning on the lake.
07/11/2010,Partly cloudy- slight breeze- 65 degrees.  I think everyone is up on the lake this weekend.  Lots of fun - fishing- boating -- in between the sudden storms. The loons are having friends over - there were 4 all together on the lake this morning.
07/25/2010,Clear- slight breeze. 79 degrees.  It is a beautiful Sunday morning.  People are swimming + fishing. There is plant matter suspended in the water- but the water is still fairly clear. I chased out 4 mink frogs from under the boat when I slid it into the water.
07/31/2010,Muggy - will be hot today. Slight breeze. Swimmers + canoers out this morning.  Water column has lots of plant matter floating in it.
08/08/2010,Overcast and calm. Dog days.  Weeds are up - lots of matter in the water.  Surface striders are all over the lake. Lots of minnows along the shoreline. Very quiet Sunday on the lake.
08/22/2010,Clear- calm- 77 degrees.  Water is doggy - lots of weeds and a yellow-green tinge. Plenty of sunnies around the dock. One person fishing from a boat on the north end of the lake. The lake has risen about 6" since June!
08/29/2010,Hot- sunny- slight breeze - very muggy.  The loons left the lake about 4 days ago.  The lake is still soupy - has been most of the month.  
09/05/2010,Gorgeous September morning.  Summer residents are pulling in their docks today.  Dropped to 38 degrees last night- and the lake was hidden in mist early this morning.  
09/19/2010,Partly sunny- 55 degrees- slight breeze.  Not a sole on the lake today.  The water looks very clear and blue today.  There is a hint of color in the oaks and maples around the lake.
04/24/2011,Sunny- slight breeze. 60 degrees.
05/08/2011,Sunny - hazy with slight breeze.  55 degrees.
05/20/2011,Mostly sunny and fairly calm - about 72 degrees.  A neighbor motored by in his electric pontoon enjoying a cup of coffee and a tour of the lake.  A pair of mergansers were simming along the shoreline of our bay.
06/05/2011,Partly cloudy after a stormy morning. 69 degrees and slight breeze.  All the docks are in now- but the weather has been very cool.  The loons are hanging in groups of 3 and 4 - mostly fishing together and playing- too.
06/12/2011,Mostly calm- mostly sunny and 72 degrees.  Lots of minnows along the shore and lots of dragonflies darting through the air.  No one is out on the lake on this beautiful Sunday.
06/19/2011,Not a soul on the lake today.  It has been raining on and off the past couple of days- and the lake is looking much higher this year.  Very lush spring!  It is about 58 degrees- cloudy and calm.
07/01/2011,Very warm morning- sunny + clear - 72 degrees and slight breeze.  The eagle is harrassing the loons - 3 adults.  Plenty of minnows along the shore.
07/18/2011,Steamy- hazy morning.  Low clouds and slight breeze. 72 degrees.  We had 1 inch of rain last night in 30 minutes!  Quiet on the lake - noone is out- not even the loons.
07/24/2011,Cool morning after a week of 85-90 degrees.  54 degrees at this time.  Our eagle is watching from the big pine dead head.  2 loons are diving on the north end of the lake.  Overcast with a slight breeze.
08/06/2011,Cloudy to sunny. Slight breeze. One loon swimming down the center of the lake.  68 degrees.
08/21/2011,Clear and sunny.  54 degrees.  While the 2nd home owners are all up this weekend - no one is on the lake at this time.  No loons - one eagle soaring overhead- and a deer is walking the shoreline across from me.
08/28/2011,Mostly cloudy- 70 degrees.  No action on the lake at all.
04/15/2012,Cloudy- light drizzle - 48 degrees.  Saw 1 loon- an eagle and an otter.  Received .2" of rain last night.
05/13/2012,Overcast and showery - some sun peeking now and then.  60 degrees and breezy.  One boat on the lake.
05/24/2012,Overcast and calm - 50 degrees.  All docks are in.  It is suppose to storm hard today - but it is nice now.  Lots of minnows near shore.
05/31/2012,Sunny with the slightest breeze.  Cool - 45 degrees.  The water looks a little stirred up after wind and 5 inches of rain!  A loon is calling on the north end of the lake.  The lake level is very close to normal - maybe need 5 inches more.
06/16/2012,Sunny- breezy - 82 degrees.  Neighbors in pontoon are fishing the west side of the lake.  2 loons are diving.  Lots of minnows near shore.
06/24/2012,Low clouds- overcast- slight breeze.  1/2" of rain fell overnight.  The lake is way up after about 5 additional inches of rain fell last week - looking normal again.
07/04/2012,Sunny and hot - upper 80's.  Lots of action on the lake - canoes- kayaks- a sail boat + group of boys in a fishing boat - jumping in the lake to cool off.
07/14/2012,Sunny- hot and breezy.  No one on the lake right now.  Loons are swimming in the bay - east side of the lake.
07/22/2012,Calm today - fair skies with high clouds.  68 degrees.  Lots of water striders skimming.  Quiet on the lake.
08/12/2012,Calm- cloudy- 60 degrees.  2 loons and I have the lake to ourselves.  Lots of plant matter floating in the water.
08/19/2012,Sunny- clear - 62 degrees.  A pair of loons are swimming down the center of the lake.  Had 3/4" of rain last night. There are lots of minnows sweeping the shoreline.  An eagle is watching in the tall dead tree on the point.  I smell someone cooking breakfast - bacon!
09/30/2012,Sunny- calm.  Peak color around the lake.  Baby loon on the north end being challenged by the eagle.  No one is out- all but one dock is in.
05/27/2013,Cloudy Memorial Day - calm - about 60 degrees. 2 people fishing in 1 boat.  Most docks in. Saw a loon pair- an otter- an eagle and spotted sandpipers.
06/23/2013,Mostly cloudy - breezy and very humid.  70 degrees. Mostly cloudy- breezy and humid.  70 degrees.
06/30/2013,Beautiful- clear blue water.  Some pollen from the recent pine tree release washed along the shore.  Green frogs- minnows- 2 loons and a bald eagle.  Sunny- fairly calm and 70 degrees.
