Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Bills Lake,Vilas,1835500,NO,64,,643478,NE,SEEPAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
8189706,07/24/1997,16.42,NO,5,,,37,,,HIGH,,CLEAR,GREEN,2-Very minor aesthetic problems
04/27/2003,3,FEET,47.3,DEGREES F,,
04/27/2003,6,FEET,47.3,DEGREES F,,
04/27/2003,9,FEET,47.3,DEGREES F,,
04/27/2003,12,FEET,45.5,DEGREES F,,
04/27/2003,15,FEET,42.8,DEGREES F,,
04/27/2003,18,FEET,42.8,DEGREES F,,
04/27/2003,21,FEET,42.8,DEGREES F,,
05/15/2003,0,FEET,55.4,DEGREES F,,
05/15/2003,3,FEET,54.4,DEGREES F,,
05/15/2003,6,FEET,54.4,DEGREES F,,
05/15/2003,9,FEET,53.6,DEGREES F,,
05/15/2003,12,FEET,52.7,DEGREES F,,
05/15/2003,15,FEET,51.8,DEGREES F,,
05/15/2003,18,FEET,51.8,DEGREES F,,
05/15/2003,21,FEET,50.9,DEGREES F,,
05/29/2003,0,FEET,61.7,DEGREES F,,
05/29/2003,3,FEET,61.7,DEGREES F,,
05/29/2003,6,FEET,60.8,DEGREES F,,
05/29/2003,9,FEET,59.9,DEGREES F,,
05/29/2003,12,FEET,59.9,DEGREES F,,
05/29/2003,15,FEET,59,DEGREES F,,
05/29/2003,18,FEET,57.2,DEGREES F,,
05/29/2003,21,FEET,57.2,DEGREES F,,
06/16/2003,0,FEET,68,DEGREES F,,
06/16/2003,3,FEET,67.1,DEGREES F,,
06/16/2003,6,FEET,66.2,DEGREES F,,
06/16/2003,9,FEET,64.4,DEGREES F,,
06/16/2003,12,FEET,62.6,DEGREES F,,
06/16/2003,15,FEET,61.7,DEGREES F,,
06/16/2003,18,FEET,60.8,DEGREES F,,
06/16/2003,21,FEET,60.8,DEGREES F,,
06/27/2003,0,FEET,68,DEGREES F,,
06/27/2003,3,FEET,68,DEGREES F,,
06/27/2003,6,FEET,68,DEGREES F,,
06/27/2003,9,FEET,68,DEGREES F,,
06/27/2003,12,FEET,67.1,DEGREES F,,
06/27/2003,15,FEET,66.2,DEGREES F,,
06/27/2003,18,FEET,63.5,DEGREES F,,
06/27/2003,21,FEET,61.7,DEGREES F,,
07/13/2003,3,FEET,70.7,DEGREES F,,
07/13/2003,6,FEET,69.8,DEGREES F,,
07/13/2003,9,FEET,68.9,DEGREES F,,
07/13/2003,12,FEET,68,DEGREES F,,
07/13/2003,15,FEET,66.2,DEGREES F,,
07/13/2003,18,FEET,65.3,DEGREES F,,
07/13/2003,21,FEET,64.4,DEGREES F,,
07/22/2003,3,FEET,68.9,DEGREES F,,
07/22/2003,6,FEET,68.9,DEGREES F,,
07/22/2003,9,FEET,68.9,DEGREES F,,
07/22/2003,12,FEET,68.9,DEGREES F,,
07/22/2003,15,FEET,68,DEGREES F,,
07/22/2003,18,FEET,67.1,DEGREES F,,
07/22/2003,21,FEET,64.4,DEGREES F,,
07/29/2003,3,FEET,72.5,DEGREES F,,
07/29/2003,6,FEET,71.6,DEGREES F,,
07/29/2003,9,FEET,71.6,DEGREES F,,
07/29/2003,12,FEET,70.7,DEGREES F,,
07/29/2003,15,FEET,69.8,DEGREES F,,
07/29/2003,18,FEET,68,DEGREES F,,
07/29/2003,21,FEET,68,DEGREES F,,
08/11/2003,3,FEET,71.6,DEGREES F,,
08/11/2003,6,FEET,71.6,DEGREES F,,
08/11/2003,9,FEET,71.6,DEGREES F,,
08/11/2003,12,FEET,71.6,DEGREES F,,
08/11/2003,15,FEET,70.7,DEGREES F,,
08/11/2003,18,FEET,68.9,DEGREES F,,
08/11/2003,21,FEET,67.1,DEGREES F,,
08/30/2003,0,FEET,68,DEGREES F,,
08/30/2003,3,FEET,68,DEGREES F,,
08/30/2003,6,FEET,68,DEGREES F,,
08/30/2003,9,FEET,67.1,DEGREES F,,
08/30/2003,12,FEET,67.1,DEGREES F,,
08/30/2003,15,FEET,67.1,DEGREES F,,
08/30/2003,18,FEET,67.1,DEGREES F,,
08/30/2003,21,FEET,67.1,DEGREES F,,
09/08/2003,3,FEET,67.1,DEGREES F,,
09/08/2003,6,FEET,66.2,DEGREES F,,
09/08/2003,9,FEET,66.2,DEGREES F,,
09/08/2003,12,FEET,65.3,DEGREES F,,
09/08/2003,15,FEET,65.3,DEGREES F,,
09/08/2003,18,FEET,65.3,DEGREES F,,
09/08/2003,21,FEET,65.3,DEGREES F,,
09/15/2003,3,FEET,64.4,DEGREES F,,
09/15/2003,6,FEET,63.5,DEGREES F,,
09/15/2003,9,FEET,63.5,DEGREES F,,
09/15/2003,12,FEET,63.5,DEGREES F,,
09/15/2003,15,FEET,63.5,DEGREES F,,
09/15/2003,18,FEET,64.4,DEGREES F,,
09/15/2003,21,FEET,64.4,DEGREES F,,
09/22/2003,3,FEET,58.1,DEGREES F,,
09/22/2003,6,FEET,58.1,DEGREES F,,
09/22/2003,9,FEET,58.1,DEGREES F,,
09/22/2003,12,FEET,58.1,DEGREES F,,
09/22/2003,15,FEET,58.1,DEGREES F,,
09/22/2003,18,FEET,58.1,DEGREES F,,
09/22/2003,21,FEET,59,DEGREES F,,
05/07/2004,0,FEET,50,DEGREES F,,
05/07/2004,3,FEET,49.1,DEGREES F,,
05/07/2004,6,FEET,49.1,DEGREES F,,
05/07/2004,9,FEET,49.1,DEGREES F,,
05/07/2004,12,FEET,49.1,DEGREES F,,
05/07/2004,15,FEET,49.1,DEGREES F,,
05/07/2004,18,FEET,49.1,DEGREES F,,
05/07/2004,21,FEET,49.1,DEGREES F,,
05/28/2004,0,FEET,54.5,DEGREES F,,
05/28/2004,3,FEET,53.6,DEGREES F,,
05/28/2004,6,FEET,53.6,DEGREES F,,
05/28/2004,9,FEET,53.6,DEGREES F,,
05/28/2004,12,FEET,53.6,DEGREES F,,
05/28/2004,15,FEET,52.7,DEGREES F,,
05/28/2004,18,FEET,52.7,DEGREES F,,
05/28/2004,21,FEET,53.6,DEGREES F,,
06/12/2004,0,FEET,61.7,DEGREES F,,
06/12/2004,3,FEET,61.7,DEGREES F,,
06/12/2004,6,FEET,60.8,DEGREES F,,
06/12/2004,9,FEET,60.8,DEGREES F,,
06/12/2004,12,FEET,59.9,DEGREES F,,
06/12/2004,15,FEET,59,DEGREES F,,
06/12/2004,18,FEET,57.2,DEGREES F,,
06/12/2004,21,FEET,57.2,DEGREES F,,
06/21/2004,0,FEET,64.4,DEGREES F,,
06/21/2004,3,FEET,64.4,DEGREES F,,
06/21/2004,6,FEET,64.4,DEGREES F,,
06/21/2004,9,FEET,64.4,DEGREES F,,
06/21/2004,12,FEET,63.5,DEGREES F,,
05/21/2005,3,FEET,54.5,DEGREES F,,
05/21/2005,6,FEET,54.5,DEGREES F,,
05/21/2005,9,FEET,54.5,DEGREES F,,
05/21/2005,12,FEET,53.6,DEGREES F,,
05/21/2005,15,FEET,52.4,DEGREES F,,
05/21/2005,18,FEET,51.5,DEGREES F,,
06/10/2005,3,FEET,67.1,DEGREES F,,
06/10/2005,6,FEET,66.2,DEGREES F,,
06/10/2005,9,FEET,66.2,DEGREES F,,
06/10/2005,12,FEET,64.4,DEGREES F,,
06/10/2005,15,FEET,59,DEGREES F,,
06/10/2005,18,FEET,58.1,DEGREES F,,
06/20/2005,3,FEET,68.9,DEGREES F,,
06/20/2005,6,FEET,68.9,DEGREES F,,
06/20/2005,9,FEET,68,DEGREES F,,
06/20/2005,12,FEET,67.1,DEGREES F,,
06/20/2005,15,FEET,63.5,DEGREES F,,
06/20/2005,18,FEET,59.9,DEGREES F,,
07/06/2005,3,FEET,68,DEGREES F,,
07/06/2005,6,FEET,68,DEGREES F,,
07/06/2005,9,FEET,68,DEGREES F,,
07/06/2005,12,FEET,68,DEGREES F,,
07/06/2005,15,FEET,68,DEGREES F,,
07/06/2005,18,FEET,68.9,DEGREES F,,
07/08/2005,3,FEET,71.6,DEGREES F,,
07/08/2005,6,FEET,69.8,DEGREES F,,
07/08/2005,9,FEET,68.9,DEGREES F,,
07/08/2005,12,FEET,68.9,DEGREES F,,
07/08/2005,15,FEET,68,DEGREES F,,
07/08/2005,18,FEET,68,DEGREES F,,
06/03/2006,3,FEET,72.8,DEGREES F,,
06/03/2006,6,FEET,71.9,DEGREES F,,
06/03/2006,9,FEET,69.6,DEGREES F,,
06/03/2006,12,FEET,61.5,DEGREES F,,
06/03/2006,15,FEET,58.2,DEGREES F,,
06/03/2006,18,FEET,56.1,DEGREES F,,
06/11/2006,3,FEET,68.3,DEGREES F,,
06/11/2006,6,FEET,68,DEGREES F,,
06/11/2006,9,FEET,67.6,DEGREES F,,
06/11/2006,12,FEET,66.9,DEGREES F,,
06/11/2006,15,FEET,60.8,DEGREES F,,
06/11/2006,18,FEET,56.4,DEGREES F,,
06/27/2006,3,FEET,73.2,DEGREES F,,
06/27/2006,6,FEET,73,DEGREES F,,
06/27/2006,9,FEET,72.6,DEGREES F,,
06/27/2006,12,FEET,71.6,DEGREES F,,
06/27/2006,15,FEET,63.6,DEGREES F,,
06/27/2006,18,FEET,57.2,DEGREES F,,
07/13/2006,3,FEET,78.6,DEGREES F,,
07/13/2006,6,FEET,77,DEGREES F,,
07/13/2006,9,FEET,75.5,DEGREES F,,
07/13/2006,12,FEET,73.7,DEGREES F,,
07/13/2006,15,FEET,65.4,DEGREES F,,
07/13/2006,18,FEET,59.6,DEGREES F,,
07/29/2006,3,FEET,79.1,DEGREES F,,
07/29/2006,6,FEET,78.8,DEGREES F,,
07/29/2006,9,FEET,78.6,DEGREES F,,
07/29/2006,12,FEET,77.3,DEGREES F,,
07/29/2006,15,FEET,71,DEGREES F,,
07/29/2006,18,FEET,60.2,DEGREES F,,
08/22/2006,3,FEET,73.4,DEGREES F,,
08/22/2006,6,FEET,72.8,DEGREES F,,
08/22/2006,9,FEET,72.6,DEGREES F,,
08/22/2006,12,FEET,72.6,DEGREES F,,
08/22/2006,15,FEET,72.5,DEGREES F,,
08/22/2006,18,FEET,70.8,DEGREES F,,
09/07/2006,3,FEET,72.3,DEGREES F,,
09/07/2006,6,FEET,71.9,DEGREES F,,
09/07/2006,9,FEET,71.6,DEGREES F,,
09/07/2006,12,FEET,70.5,DEGREES F,,
09/07/2006,15,FEET,70.3,DEGREES F,,
09/07/2006,18,FEET,70.1,DEGREES F,,
05/29/2007,3,FEET,63.8,DEGREES F,,
05/29/2007,6,FEET,63.1,DEGREES F,,
05/29/2007,9,FEET,62.6,DEGREES F,,
05/29/2007,12,FEET,61.7,DEGREES F,,
05/29/2007,15,FEET,61.1,DEGREES F,,
06/08/2007,3,FEET,65.6,DEGREES F,,
06/08/2007,6,FEET,65.4,DEGREES F,,
06/08/2007,9,FEET,65.4,DEGREES F,,
06/08/2007,12,FEET,65.3,DEGREES F,,
06/22/2007,3,FEET,72.8,DEGREES F,,
06/22/2007,6,FEET,72.6,DEGREES F,,
06/22/2007,9,FEET,72.5,DEGREES F,,
06/22/2007,12,FEET,72.1,DEGREES F,,
06/22/2007,15,FEET,70.7,DEGREES F,,
07/08/2007,3,FEET,78.8,DEGREES F,,
07/08/2007,6,FEET,78,DEGREES F,,
07/08/2007,9,FEET,77.1,DEGREES F,,
07/08/2007,12,FEET,76.1,DEGREES F,,
07/08/2007,15,FEET,74.3,DEGREES F,,
07/24/2007,3,FEET,74.6,DEGREES F,,
07/24/2007,6,FEET,74.3,DEGREES F,,
07/24/2007,9,FEET,73.9,DEGREES F,,
07/24/2007,12,FEET,73.5,DEGREES F,,
07/24/2007,15,FEET,73.2,DEGREES F,,
08/25/2007,3,FEET,69.6,DEGREES F,,
08/25/2007,6,FEET,69.4,DEGREES F,,
08/25/2007,9,FEET,69.4,DEGREES F,,
08/25/2007,12,FEET,69,DEGREES F,,
08/25/2007,15,FEET,68.3,DEGREES F,,
08/25/2007,18,FEET,68.1,DEGREES F,,
09/10/2007,3,FEET,68.9,DEGREES F,,
09/10/2007,6,FEET,68.9,DEGREES F,,
09/10/2007,9,FEET,68.7,DEGREES F,,
09/10/2007,12,FEET,68.7,DEGREES F,,
09/10/2007,15,FEET,68.5,DEGREES F,,
09/10/2007,18,FEET,68.5,DEGREES F,,
09/26/2007,3,FEET,62.9,DEGREES F,,
09/26/2007,6,FEET,62.7,DEGREES F,,
09/26/2007,9,FEET,62.6,DEGREES F,,
09/26/2007,12,FEET,62.4,DEGREES F,,
09/26/2007,15,FEET,62.2,DEGREES F,,
06/01/2008,3,FEET,61.3,DEGREES F,,
06/01/2008,6,FEET,60.9,DEGREES F,,
06/01/2008,9,FEET,60.8,DEGREES F,,
06/01/2008,12,FEET,60.6,DEGREES F,,
06/01/2008,15,FEET,60.6,DEGREES F,,
06/01/2008,18,FEET,60.4,DEGREES F,,
06/16/2008,3,FEET,66.9,DEGREES F,,
06/16/2008,6,FEET,66.9,DEGREES F,,
06/16/2008,9,FEET,66.9,DEGREES F,,
06/16/2008,12,FEET,66.7,DEGREES F,,
06/16/2008,15,FEET,66.7,DEGREES F,,
06/16/2008,18,FEET,66.7,DEGREES F,,
07/03/2008,3,FEET,72.8,DEGREES F,,
07/03/2008,6,FEET,72.8,DEGREES F,,
07/03/2008,9,FEET,72.6,DEGREES F,,
07/03/2008,12,FEET,72.3,DEGREES F,,
07/03/2008,15,FEET,72.3,DEGREES F,,
07/03/2008,18,FEET,71.9,DEGREES F,,
07/19/2008,3,FEET,75.5,DEGREES F,,
07/19/2008,6,FEET,75,DEGREES F,,
07/19/2008,9,FEET,74.4,DEGREES F,,
07/19/2008,12,FEET,74.1,DEGREES F,,
07/19/2008,15,FEET,73.2,DEGREES F,,
07/19/2008,18,FEET,72.1,DEGREES F,,
08/03/2008,3,FEET,76.6,DEGREES F,,
08/03/2008,6,FEET,76.4,DEGREES F,,
08/03/2008,9,FEET,76.4,DEGREES F,,
08/03/2008,12,FEET,76.1,DEGREES F,,
08/03/2008,15,FEET,75.9,DEGREES F,,
08/03/2008,18,FEET,75,DEGREES F,,
08/19/2008,3,FEET,74.1,DEGREES F,,
08/19/2008,6,FEET,73.7,DEGREES F,,
08/19/2008,9,FEET,73.7,DEGREES F,,
08/19/2008,12,FEET,73.4,DEGREES F,,
08/19/2008,15,FEET,73.2,DEGREES F,,
08/19/2008,18,FEET,72.8,DEGREES F,,
09/20/2008,3,FEET,65.6,DEGREES F,,
09/20/2008,6,FEET,65.6,DEGREES F,,
09/20/2008,9,FEET,64.7,DEGREES F,,
09/20/2008,12,FEET,64.7,DEGREES F,,
09/20/2008,15,FEET,64.5,DEGREES F,,
09/20/2008,18,FEET,64.4,DEGREES F,,
06/03/2009,3,FEET,62.6,DEGREES F,,
06/03/2009,6,FEET,62.2,DEGREES F,,
06/03/2009,9,FEET,62,DEGREES F,,
06/03/2009,12,FEET,61.8,DEGREES F,,
06/03/2009,15,FEET,61.8,DEGREES F,,
06/03/2009,18,FEET,61.7,DEGREES F,,
06/19/2009,3,FEET,71.6,DEGREES F,,
06/19/2009,6,FEET,71,DEGREES F,,
06/19/2009,9,FEET,69.6,DEGREES F,,
06/19/2009,12,FEET,67.2,DEGREES F,,
06/19/2009,15,FEET,66.2,DEGREES F,,
06/19/2009,18,FEET,65.3,DEGREES F,,
07/05/2009,3,FEET,70.8,DEGREES F,,
07/05/2009,6,FEET,70.5,DEGREES F,,
07/05/2009,9,FEET,70.1,DEGREES F,,
07/05/2009,12,FEET,69.8,DEGREES F,,
07/05/2009,15,FEET,69,DEGREES F,,
07/05/2009,18,FEET,68.7,DEGREES F,,
07/20/2009,3,FEET,68.3,DEGREES F,,
07/20/2009,6,FEET,68,DEGREES F,,
07/20/2009,9,FEET,67.6,DEGREES F,,
07/20/2009,12,FEET,67.4,DEGREES F,,
07/20/2009,15,FEET,67.2,DEGREES F,,
07/20/2009,18,FEET,67.1,DEGREES F,,
08/06/2009,3,FEET,70.3,DEGREES F,,
08/06/2009,6,FEET,70.1,DEGREES F,,
08/06/2009,9,FEET,70.1,DEGREES F,,
08/06/2009,12,FEET,69.9,DEGREES F,,
08/06/2009,15,FEET,69.8,DEGREES F,,
08/06/2009,18,FEET,69.8,DEGREES F,,
08/23/2009,3,FEET,68.1,DEGREES F,,
08/23/2009,6,FEET,68,DEGREES F,,
08/23/2009,9,FEET,67.8,DEGREES F,,
08/23/2009,12,FEET,67.8,DEGREES F,,
08/23/2009,15,FEET,67.4,DEGREES F,,
08/23/2009,18,FEET,67.4,DEGREES F,,
09/15/2009,3,FEET,72.8,DEGREES F,,
09/15/2009,6,FEET,72.3,DEGREES F,,
09/15/2009,9,FEET,71.9,DEGREES F,,
09/15/2009,12,FEET,71.9,DEGREES F,,
09/15/2009,15,FEET,71.6,DEGREES F,,
09/15/2009,18,FEET,71.4,DEGREES F,,
05/29/2010,3,FEET,68,DEGREES F,,
05/29/2010,6,FEET,66.9,DEGREES F,,
05/29/2010,9,FEET,65.8,DEGREES F,,
05/29/2010,12,FEET,63.3,DEGREES F,,
05/29/2010,15,FEET,62,DEGREES F,,
05/29/2010,18,FEET,60.6,DEGREES F,,
06/22/2010,3,FEET,72.8,DEGREES F,,
06/22/2010,6,FEET,72.3,DEGREES F,,
06/22/2010,9,FEET,71.9,DEGREES F,,
06/22/2010,12,FEET,71.6,DEGREES F,,
06/22/2010,15,FEET,70.5,DEGREES F,,
06/22/2010,18,FEET,69.4,DEGREES F,,
07/08/2010,3,FEET,78.8,DEGREES F,,
07/08/2010,6,FEET,78.2,DEGREES F,,
07/08/2010,9,FEET,77.3,DEGREES F,,
07/08/2010,12,FEET,76.6,DEGREES F,,
07/08/2010,15,FEET,75.9,DEGREES F,,
07/08/2010,18,FEET,75,DEGREES F,,
07/25/2010,3,FEET,75.9,DEGREES F,,
07/25/2010,6,FEET,75.5,DEGREES F,,
07/25/2010,9,FEET,75.2,DEGREES F,,
07/25/2010,12,FEET,75,DEGREES F,,
07/25/2010,15,FEET,74.8,DEGREES F,,
07/25/2010,18,FEET,74.6,DEGREES F,,
08/17/2010,3,FEET,74.4,DEGREES F,,
08/17/2010,6,FEET,73.9,DEGREES F,,
08/17/2010,9,FEET,73.7,DEGREES F,,
08/17/2010,12,FEET,73.4,DEGREES F,,
08/17/2010,15,FEET,73.2,DEGREES F,,
08/17/2010,18,FEET,73,DEGREES F,,
09/10/2010,3,FEET,63.8,DEGREES F,,
09/10/2010,6,FEET,63.8,DEGREES F,,
09/10/2010,9,FEET,63.6,DEGREES F,,
09/10/2010,12,FEET,63.6,DEGREES F,,
09/10/2010,15,FEET,63.6,DEGREES F,,
09/10/2010,18,FEET,63.5,DEGREES F,,
06/09/2011,3,FEET,71,DEGREES F,,
06/09/2011,6,FEET,71,DEGREES F,,
06/09/2011,9,FEET,71,DEGREES F,,
06/09/2011,12,FEET,69.6,DEGREES F,,
06/09/2011,15,FEET,67.6,DEGREES F,,
06/09/2011,18,FEET,65.3,DEGREES F,,
06/25/2011,3,FEET,67.4,DEGREES F,,
06/25/2011,6,FEET,66.9,DEGREES F,,
06/25/2011,9,FEET,66.5,DEGREES F,,
06/25/2011,12,FEET,66.3,DEGREES F,,
06/25/2011,15,FEET,66.2,DEGREES F,,
06/25/2011,18,FEET,66,DEGREES F,,
07/12/2011,3,FEET,78.2,DEGREES F,,
07/12/2011,6,FEET,77.7,DEGREES F,,
07/12/2011,9,FEET,77.7,DEGREES F,,
07/12/2011,12,FEET,76.6,DEGREES F,,
07/12/2011,15,FEET,72.6,DEGREES F,,
07/12/2011,18,FEET,69,DEGREES F,,
08/04/2011,3,FEET,77.7,DEGREES F,,
08/04/2011,6,FEET,77.3,DEGREES F,,
08/04/2011,9,FEET,77,DEGREES F,,
08/04/2011,12,FEET,76.4,DEGREES F,,
08/04/2011,15,FEET,76.2,DEGREES F,,
08/04/2011,18,FEET,71.4,DEGREES F,,
08/21/2011,3,FEET,74.1,DEGREES F,,
08/21/2011,6,FEET,74.1,DEGREES F,,
08/21/2011,9,FEET,74.1,DEGREES F,,
08/21/2011,12,FEET,74.1,DEGREES F,,
08/21/2011,15,FEET,73.9,DEGREES F,,
08/21/2011,18,FEET,73.7,DEGREES F,,
09/05/2011,3,FEET,69.6,DEGREES F,,
09/05/2011,6,FEET,69.8,DEGREES F,,
09/05/2011,9,FEET,69.6,DEGREES F,,
09/05/2011,12,FEET,69.6,DEGREES F,,
09/05/2011,15,FEET,69.4,DEGREES F,,
09/05/2011,18,FEET,69.2,DEGREES F,,
10/06/2011,3,FEET,59,DEGREES F,,
10/06/2011,6,FEET,58.4,DEGREES F,,
10/06/2011,9,FEET,57.5,DEGREES F,,
10/06/2011,12,FEET,57,DEGREES F,,
10/06/2011,15,FEET,57,DEGREES F,,
10/06/2011,18,FEET,56.8,DEGREES F,,
05/26/2012,3,FEET,66.5,DEGREES F,,
05/26/2012,6,FEET,66.2,DEGREES F,,
05/26/2012,9,FEET,66.2,DEGREES F,,
05/26/2012,12,FEET,65.8,DEGREES F,,
05/26/2012,15,FEET,62.9,DEGREES F,,
05/26/2012,18,FEET,56.6,DEGREES F,,
06/11/2012,3,FEET,75.5,DEGREES F,,
06/11/2012,6,FEET,75.5,DEGREES F,,
06/11/2012,9,FEET,75,DEGREES F,,
06/11/2012,12,FEET,70.1,DEGREES F,,
06/11/2012,15,FEET,66.2,DEGREES F,,
06/11/2012,18,FEET,60.4,DEGREES F,,
06/26/2012,3,FEET,73.4,DEGREES F,,
06/26/2012,6,FEET,73,DEGREES F,,
06/26/2012,9,FEET,72.6,DEGREES F,,
06/26/2012,12,FEET,71.9,DEGREES F,,
06/26/2012,15,FEET,68.3,DEGREES F,,
06/26/2012,18,FEET,61.5,DEGREES F,,
07/13/2012,3,FEET,79.7,DEGREES F,,
07/13/2012,6,FEET,79.5,DEGREES F,,
07/13/2012,9,FEET,78.8,DEGREES F,,
07/13/2012,12,FEET,75.5,DEGREES F,,
07/13/2012,15,FEET,71.9,DEGREES F,,
07/13/2012,18,FEET,63.8,DEGREES F,,
07/29/2012,3,FEET,78,DEGREES F,,
07/29/2012,6,FEET,77.7,DEGREES F,,
07/29/2012,9,FEET,77.5,DEGREES F,,
07/29/2012,12,FEET,77.1,DEGREES F,,
07/29/2012,15,FEET,76.4,DEGREES F,,
07/29/2012,18,FEET,66.2,DEGREES F,,
08/14/2012,3,FEET,72.5,DEGREES F,,
08/14/2012,6,FEET,71.9,DEGREES F,,
08/14/2012,9,FEET,71.6,DEGREES F,,
08/14/2012,12,FEET,71.6,DEGREES F,,
08/14/2012,15,FEET,71.4,DEGREES F,,
08/14/2012,18,FEET,71.2,DEGREES F,,
08/14/2012,21,FEET,68.7,DEGREES F,,
08/31/2012,3,FEET,74.6,DEGREES F,,
08/31/2012,6,FEET,74.1,DEGREES F,,
08/31/2012,9,FEET,74.1,DEGREES F,,
08/31/2012,12,FEET,73.7,DEGREES F,,
08/31/2012,15,FEET,72.3,DEGREES F,,
08/31/2012,18,FEET,70.5,DEGREES F,,
08/31/2012,21,FEET,68.9,DEGREES F,,
09/15/2012,3,FEET,65.3,DEGREES F,,
09/15/2012,6,FEET,65.1,DEGREES F,,
09/15/2012,9,FEET,64.9,DEGREES F,,
09/15/2012,12,FEET,64.7,DEGREES F,,
09/15/2012,15,FEET,64.7,DEGREES F,,
09/15/2012,18,FEET,64.7,DEGREES F,,
10/01/2012,3,FEET,56.4,DEGREES F,,
10/01/2012,6,FEET,56.1,DEGREES F,,
10/01/2012,9,FEET,55.7,DEGREES F,,
10/01/2012,12,FEET,55.7,DEGREES F,,
10/01/2012,15,FEET,55.5,DEGREES F,,
10/01/2012,18,FEET,55.5,DEGREES F,,
05/27/2013,3,FEET,61.8,DEGREES F,,
05/27/2013,6,FEET,61.8,DEGREES F,,
05/27/2013,9,FEET,61.7,DEGREES F,,
05/27/2013,12,FEET,59,DEGREES F,,
05/27/2013,15,FEET,57.2,DEGREES F,,
05/27/2013,18,FEET,53,DEGREES F,,
06/14/2013,3,FEET,69.2,DEGREES F,,
06/14/2013,6,FEET,68.9,DEGREES F,,
06/14/2013,9,FEET,68.5,DEGREES F,,
06/14/2013,12,FEET,65.4,DEGREES F,,
06/14/2013,15,FEET,61.8,DEGREES F,,
06/14/2013,18,FEET,60,DEGREES F,,
06/30/2013,3,FEET,72.5,DEGREES F,,
06/30/2013,6,FEET,72.3,DEGREES F,,
06/30/2013,9,FEET,72.1,DEGREES F,,
06/30/2013,12,FEET,71.9,DEGREES F,,
06/30/2013,15,FEET,65.6,DEGREES F,,
06/30/2013,18,FEET,60.6,DEGREES F,,
07/16/2013,3,FEET,80.4,DEGREES F,,
07/16/2013,6,FEET,79.5,DEGREES F,,
07/16/2013,9,FEET,78.8,DEGREES F,,
07/16/2013,12,FEET,78,DEGREES F,,
07/16/2013,15,FEET,71.9,DEGREES F,,
07/16/2013,18,FEET,63.3,DEGREES F,,
08/01/2013,3,FEET,69.8,DEGREES F,,
08/01/2013,6,FEET,69.8,DEGREES F,,
08/01/2013,9,FEET,69.6,DEGREES F,,
08/01/2013,12,FEET,69.4,DEGREES F,,
08/01/2013,15,FEET,68.3,DEGREES F,,
08/01/2013,18,FEET,67.4,DEGREES F,,
08/17/2013,3,FEET,70.8,DEGREES F,,
08/17/2013,6,FEET,70.3,DEGREES F,,
08/17/2013,9,FEET,69.9,DEGREES F,,
08/17/2013,12,FEET,69.8,DEGREES F,,
08/17/2013,15,FEET,69.2,DEGREES F,,
08/17/2013,18,FEET,68.7,DEGREES F,,
09/03/2013,3,FEET,72.8,DEGREES F,,
09/03/2013,6,FEET,72.6,DEGREES F,,
09/03/2013,9,FEET,72.3,DEGREES F,,
09/03/2013,12,FEET,71.7,DEGREES F,,
09/03/2013,15,FEET,71.4,DEGREES F,,
09/03/2013,18,FEET,71,DEGREES F,,
09/17/2013,3,FEET,65.8,DEGREES F,,
09/17/2013,6,FEET,65.6,DEGREES F,,
09/17/2013,9,FEET,65.4,DEGREES F,,
09/17/2013,12,FEET,65.3,DEGREES F,,
09/17/2013,15,FEET,64.9,DEGREES F,,
09/17/2013,18,FEET,64.7,DEGREES F,,
05/24/2014,3,FEET,59.7,DEGREES F,,
05/24/2014,6,FEET,59,DEGREES F,,
05/24/2014,9,FEET,57.9,DEGREES F,,
05/24/2014,12,FEET,54.8,DEGREES F,,
05/24/2014,15,FEET,49.8,DEGREES F,,
05/24/2014,18,FEET,48.2,DEGREES F,,
06/08/2014,3,FEET,68.7,DEGREES F,,
06/08/2014,6,FEET,68.7,DEGREES F,,
06/08/2014,9,FEET,68.1,DEGREES F,,
06/08/2014,12,FEET,63.5,DEGREES F,,
06/08/2014,15,FEET,59,DEGREES F,,
06/26/2014,3,FEET,72.3,DEGREES F,,
06/26/2014,6,FEET,71.9,DEGREES F,,
06/26/2014,9,FEET,71.6,DEGREES F,,
06/26/2014,12,FEET,71.4,DEGREES F,,
06/26/2014,15,FEET,66.2,DEGREES F,,
06/26/2014,18,FEET,61.8,DEGREES F,,
07/10/2014,3,FEET,72.8,DEGREES F,,
07/10/2014,6,FEET,72.3,DEGREES F,,
07/10/2014,9,FEET,72.1,DEGREES F,,
07/10/2014,12,FEET,71.9,DEGREES F,,
07/10/2014,15,FEET,71.7,DEGREES F,,
07/10/2014,18,FEET,66.2,DEGREES F,,
07/28/2014,3,FEET,72.5,DEGREES F,,
07/28/2014,6,FEET,72.3,DEGREES F,,
07/28/2014,9,FEET,72.3,DEGREES F,,
07/28/2014,12,FEET,71.9,DEGREES F,,
