Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Whitefish Lake,Douglas,2694000,NO,16,,163388,NW,SEEPAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
1,03/04/1998,,,,,,,,,,,,,
1,04/21/1998,,,,1.08,,,,35,,,,,
1,06/10/1998,,,,1.85,,,,39,,,,,
1,07/09/1998,,,,0.8,5,,41,33,,,,,
1,08/12/1998,,,,1.01,,,,35,,,,,
1,03/03/1999,,,,,,,,,,,,,
1,04/14/1999,,,,0.53,,,,30,,,,,
06/05/2006,Data Collectors,WHITEFISH LAKE CONSERVATION ORGANIZATION- IN: LMI-Whitefish Lake Diagnostic + Feasibility Study
06/10/2006,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
06/27/2006,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
07/05/2006,Data Collectors,
07/14/2006,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
07/17/2006,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
08/01/2006,Data Collectors,
08/26/2006,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
09/07/2006,Data Collectors,
10/17/2006,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
05/14/2007,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
06/01/2007,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
06/20/2007,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
07/16/2007,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
08/15/2007,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
05/21/2008,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
06/23/2008,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
07/23/2008,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
08/08/2008,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
08/19/2008,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
05/11/2009,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
06/14/2009,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
08/24/2009,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
05/19/2010,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
05/19/2010,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
06/22/2010,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
06/23/2010,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
08/02/2010,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
08/17/2010,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
07/18/2011,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
07/18/2011,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
08/30/2011,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
06/26/2012,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
08/02/2012,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
08/20/2012,Data Collectors,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
08/29/2012,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
06/03/2013,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
06/25/2013,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
06/26/2013,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
07/29/2013,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
09/09/2013,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
06/09/2014,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
07/23/2014,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
09/02/2014,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
05/20/2015,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
06/29/2015,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
08/12/2015,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
05/18/2016,Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
05/18/2016,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
07/25/2016,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
07/26/2016,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
08/24/2016,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
07/31/2017,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
07/31/2017,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
07/31/2017,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
08/16/2017,Laura McCormick,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
08/16/2017,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At North Basin
