Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Amik Lake,Vilas,2268600,NO,64,,643220,NE,DRAINAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
1,07/13/1984,4.3,,1.3,15,,56,,55,,,,,
1,10/10/1985,3,,0.9,,23,62,52,,,,,,
06/25/2002,5,FEET,76,DEGREES F,,
06/25/2002,6,FEET,73,DEGREES F,,
06/25/2002,7,FEET,70,DEGREES F,,
06/25/2002,8,FEET,67,DEGREES F,,
07/07/2002,0,FEET,79,DEGREES F,,
07/07/2002,1,FEET,79,DEGREES F,,
07/07/2002,2,FEET,79,DEGREES F,,
07/07/2002,3,FEET,79,DEGREES F,,
07/07/2002,4,FEET,79,DEGREES F,,
07/07/2002,5,FEET,79,DEGREES F,,
07/07/2002,6,FEET,79,DEGREES F,,
07/07/2002,7,FEET,76,DEGREES F,,
07/07/2002,8,FEET,73,DEGREES F,,
07/11/2002,0,FEET,77,DEGREES F,6,MG/L
07/11/2002,3,FEET,76,DEGREES F,6,MG/L
07/11/2002,6,FEET,73,DEGREES F,4,MG/L
07/11/2002,7,FEET,72,DEGREES F,,
07/17/2002,0,FEET,82,DEGREES F,,
07/17/2002,1,FEET,81,DEGREES F,,
07/17/2002,2,FEET,80,DEGREES F,,
07/17/2002,3,FEET,80,DEGREES F,,
07/17/2002,4,FEET,80,DEGREES F,,
07/17/2002,5,FEET,80,DEGREES F,,
07/17/2002,6,FEET,77,DEGREES F,,
07/17/2002,7,FEET,75,DEGREES F,,
07/26/2002,0,FEET,75,DEGREES F,,
07/26/2002,1,FEET,74,DEGREES F,,
07/26/2002,2,FEET,74,DEGREES F,,
07/26/2002,3,FEET,74,DEGREES F,,
07/26/2002,4,FEET,73,DEGREES F,,
07/26/2002,5,FEET,72,DEGREES F,,
07/26/2002,6,FEET,72,DEGREES F,,
07/26/2002,7,FEET,71,DEGREES F,,
08/02/2002,0,FEET,76,DEGREES F,,
08/02/2002,1,FEET,76,DEGREES F,,
08/02/2002,2,FEET,76,DEGREES F,,
08/02/2002,3,FEET,75,DEGREES F,,
08/02/2002,4,FEET,75,DEGREES F,,
08/02/2002,5,FEET,75,DEGREES F,,
08/02/2002,6,FEET,74,DEGREES F,,
08/02/2002,7,FEET,74,DEGREES F,,
08/09/2002,0,FEET,73,DEGREES F,,
08/09/2002,1,FEET,73,DEGREES F,,
08/09/2002,2,FEET,73,DEGREES F,,
08/09/2002,3,FEET,73,DEGREES F,,
08/09/2002,4,FEET,73,DEGREES F,,
08/09/2002,5,FEET,73,DEGREES F,,
08/09/2002,6,FEET,73,DEGREES F,,
08/09/2002,7,FEET,72,DEGREES F,,
08/17/2002,0,FEET,70,DEGREES F,,
08/17/2002,1,FEET,70,DEGREES F,,
08/17/2002,2,FEET,70,DEGREES F,,
08/17/2002,3,FEET,70,DEGREES F,,
08/17/2002,4,FEET,70,DEGREES F,,
08/17/2002,5,FEET,70,DEGREES F,,
08/17/2002,6,FEET,70,DEGREES F,,
08/17/2002,7,FEET,69,DEGREES F,,
08/23/2002,0,FEET,70,DEGREES F,,
08/23/2002,1,FEET,69,DEGREES F,,
08/23/2002,2,FEET,69,DEGREES F,,
08/23/2002,3,FEET,69,DEGREES F,,
08/23/2002,4,FEET,68,DEGREES F,,
08/23/2002,5,FEET,68,DEGREES F,,
08/23/2002,6,FEET,68,DEGREES F,,
08/23/2002,7,FEET,68,DEGREES F,,
08/26/2002,0,FEET,73,DEGREES F,6,MG/L
08/26/2002,3,FEET,73,DEGREES F,6,MG/L
08/26/2002,6,FEET,70,DEGREES F,5,MG/L
08/29/2002,0,FEET,74,DEGREES F,,
08/29/2002,1,FEET,74,DEGREES F,,
08/29/2002,2,FEET,74,DEGREES F,,
08/29/2002,3,FEET,74,DEGREES F,,
08/29/2002,4,FEET,74,DEGREES F,,
08/29/2002,5,FEET,73,DEGREES F,,
08/29/2002,6,FEET,73,DEGREES F,,
08/29/2002,7,FEET,72,DEGREES F,,
09/07/2002,0,FEET,71,DEGREES F,,
09/07/2002,1,FEET,71,DEGREES F,,
09/07/2002,2,FEET,71,DEGREES F,,
09/07/2002,3,FEET,71,DEGREES F,,
09/07/2002,4,FEET,70,DEGREES F,,
09/07/2002,5,FEET,69,DEGREES F,,
09/07/2002,6,FEET,68,DEGREES F,,
09/07/2002,7,FEET,67,DEGREES F,,
09/14/2002,0,FEET,67,DEGREES F,,
09/14/2002,1,FEET,66,DEGREES F,,
09/14/2002,2,FEET,66,DEGREES F,,
09/14/2002,3,FEET,66,DEGREES F,,
09/14/2002,4,FEET,65,DEGREES F,,
09/14/2002,5,FEET,65,DEGREES F,,
09/14/2002,6,FEET,64,DEGREES F,,
09/14/2002,7,FEET,64,DEGREES F,,
09/24/2002,0,FEET,56,DEGREES F,,
09/24/2002,1,FEET,57,DEGREES F,,
09/24/2002,2,FEET,57,DEGREES F,,
09/24/2002,3,FEET,57,DEGREES F,,
09/24/2002,4,FEET,57,DEGREES F,,
09/24/2002,5,FEET,56,DEGREES F,,
09/24/2002,6,FEET,55,DEGREES F,,
09/24/2002,7,FEET,54,DEGREES F,,
10/01/2002,0,FEET,56,DEGREES F,4,MG/L
10/01/2002,3,FEET,56,DEGREES F,5,MG/L
10/01/2002,6,FEET,55,DEGREES F,5,MG/L
10/01/2002,7,FEET,55,DEGREES F,,
05/27/2003,0,FEET,70.1,DEGREES F,8.32,MG/L
05/27/2003,3,FEET,66,DEGREES F,8,MG/L
05/27/2003,6,FEET,61.1,DEGREES F,7.84,MG/L
05/27/2003,7,FEET,59.7,DEGREES F,,
06/24/2003,0,FEET,73.9,DEGREES F,7.22,MG/L
06/24/2003,3,FEET,73.4,DEGREES F,6.84,MG/L
06/24/2003,6,FEET,72.5,DEGREES F,6.36,MG/L
07/16/2003,0,FEET,73.7,DEGREES F,8.11,MG/L
07/16/2003,3,FEET,72.6,DEGREES F,8,MG/L
07/16/2003,6,FEET,71,DEGREES F,7.94,MG/L
07/16/2003,7,FEET,69.6,DEGREES F,,
08/26/2003,0,FEET,74.7,DEGREES F,6.2,MG/L
08/26/2003,3,FEET,76.2,DEGREES F,5.86,MG/L
08/26/2003,6,FEET,73.4,DEGREES F,4.63,MG/L
08/26/2003,7,FEET,72.3,DEGREES F,,
09/29/2003,0,FEET,49.6,DEGREES F,9.34,MG/L
09/29/2003,3,FEET,49.8,DEGREES F,9.31,MG/L
09/29/2003,6,FEET,49.8,DEGREES F,9.37,MG/L
05/24/2004,0,FEET,53.6,DEGREES F,8.19,MG/L
05/24/2004,3,FEET,53.8,DEGREES F,8.29,MG/L
05/24/2004,6,FEET,53.8,DEGREES F,8.08,MG/L
05/24/2004,9,FEET,53.8,DEGREES F,8.29,MG/L
06/07/2004,0,FEET,66.6,DEGREES F,7.52,MG/L
06/07/2004,3,FEET,65.3,DEGREES F,7.13,MG/L
06/07/2004,6,FEET,65.1,DEGREES F,7.19,MG/L
06/21/2004,0,FEET,66.4,DEGREES F,7.8,MG/L
06/21/2004,3,FEET,66.3,DEGREES F,7.8,MG/L
06/21/2004,6,FEET,66.4,DEGREES F,7.6,MG/L
07/12/2004,0,FEET,74.9,DEGREES F,8.7,MG/L
07/12/2004,3,FEET,72.2,DEGREES F,8.8,MG/L
07/12/2004,6,FEET,65.8,DEGREES F,6.8,MG/L
07/24/2004,0,FEET,71.5,DEGREES F,7.03,MG/L
07/24/2004,3,FEET,70.9,DEGREES F,6.84,MG/L
07/24/2004,6,FEET,66.9,DEGREES F,5.38,MG/L
08/17/2004,0,FEET,62.6,DEGREES F,6.91,MG/L
08/17/2004,3,FEET,63.9,DEGREES F,6.97,MG/L
08/17/2004,6,FEET,64.2,DEGREES F,6.96,MG/L
08/30/2004,0,FEET,67.6,DEGREES F,9,MG/L
08/30/2004,3,FEET,67,DEGREES F,9.3,MG/L
08/30/2004,6,FEET,66.6,DEGREES F,9.5,MG/L
09/17/2004,0,FEET,69.1,DEGREES F,8.7,MG/L
09/17/2004,3,FEET,68.8,DEGREES F,8.8,MG/L
09/17/2004,6,FEET,68.4,DEGREES F,8.9,MG/L
09/26/2004,0,FEET,64.4,DEGREES F,8.8,MG/L
09/26/2004,3,FEET,64.5,DEGREES F,9,MG/L
09/26/2004,6,FEET,64.2,DEGREES F,9,MG/L
10/07/2004,0,FEET,54.7,DEGREES F,9.9,MG/L
10/07/2004,3,FEET,53.3,DEGREES F,10.3,MG/L
10/07/2004,6,FEET,53,DEGREES F,10.3,MG/L
05/23/2005,0,FEET,58.8,DEGREES F,11.6,MG/L
05/23/2005,3,FEET,57.6,DEGREES F,11.6,MG/L
05/23/2005,6,FEET,58.1,DEGREES F,11.4,MG/L
06/06/2005,0,FEET,70.2,DEGREES F,10.2,MG/L
06/06/2005,3,FEET,69.5,DEGREES F,11,MG/L
06/06/2005,6,FEET,69.5,DEGREES F,12,MG/L
06/20/2005,0,FEET,74,DEGREES F,9.8,MG/L
06/20/2005,3,FEET,73.8,DEGREES F,9.9,MG/L
06/20/2005,6,FEET,73.6,DEGREES F,9.9,MG/L
07/05/2005,0,FEET,70.3,DEGREES F,8.6,MG/L
07/05/2005,3,FEET,70.8,DEGREES F,9.3,MG/L
07/05/2005,6,FEET,71.1,DEGREES F,10.3,MG/L
07/18/2005,0,FEET,80.6,DEGREES F,9.8,MG/L
07/18/2005,3,FEET,80.7,DEGREES F,9.9,MG/L
07/18/2005,6,FEET,80.7,DEGREES F,9.9,MG/L
08/01/2005,0,FEET,77.5,DEGREES F,9.3,MG/L
08/01/2005,3,FEET,77.4,DEGREES F,10.1,MG/L
08/01/2005,6,FEET,76.5,DEGREES F,11.1,MG/L
08/01/2005,8.5,FEET,76.2,DEGREES F,11.6,MG/L
08/15/2005,0,FEET,73.1,DEGREES F,10.5,MG/L
08/15/2005,3,FEET,72.6,DEGREES F,10.5,MG/L
08/15/2005,6,FEET,72.1,DEGREES F,10.4,MG/L
09/06/2005,0,FEET,68.9,DEGREES F,9.9,MG/L
09/06/2005,3,FEET,69,DEGREES F,9.9,MG/L
09/06/2005,6,FEET,69,DEGREES F,9.9,MG/L
09/06/2005,7,FEET,69,DEGREES F,9.9,MG/L
09/20/2005,0,FEET,68.2,DEGREES F,9.8,MG/L
09/20/2005,3,FEET,68,DEGREES F,9.8,MG/L
09/20/2005,6,FEET,67.5,DEGREES F,10,MG/L
10/03/2005,0,FEET,62.5,DEGREES F,10,MG/L
10/03/2005,3,FEET,62.1,DEGREES F,10,MG/L
10/03/2005,6,FEET,61.9,DEGREES F,10.1,MG/L
05/22/2006,0,FEET,60.6,DEGREES F,10.1,MG/L
05/22/2006,3,FEET,59.4,DEGREES F,10.1,MG/L
05/22/2006,6,FEET,57.1,DEGREES F,9.8,MG/L
05/22/2006,9,FEET,56.8,DEGREES F,9.7,MG/L
06/19/2006,0,FEET,72.9,DEGREES F,8.1,MG/L
06/19/2006,3,FEET,73.2,DEGREES F,8.1,MG/L
06/19/2006,6,FEET,73.2,DEGREES F,8.1,MG/L
06/19/2006,9,FEET,73.7,DEGREES F,8,MG/L
07/21/2006,0,FEET,74.5,DEGREES F,9,MG/L
07/21/2006,3,FEET,75,DEGREES F,9,MG/L
07/21/2006,6,FEET,75.1,DEGREES F,8.9,MG/L
08/14/2006,0,FEET,72.8,DEGREES F,8.3,MG/L
08/14/2006,3,FEET,72.8,DEGREES F,8.3,MG/L
08/14/2006,6,FEET,72.7,DEGREES F,8.3,MG/L
08/14/2006,8,FEET,72.7,DEGREES F,8.3,MG/L
09/25/2006,0,FEET,55.2,DEGREES F,10.1,MG/L
09/25/2006,3,FEET,55.3,DEGREES F,10.1,MG/L
09/25/2006,6,FEET,55.4,DEGREES F,10.1,MG/L
09/25/2006,8,FEET,55.6,DEGREES F,8,MG/L
06/06/2007,0,FEET,64.6,DEGREES F,8.2,MG/L
06/06/2007,3,FEET,64.6,DEGREES F,8.2,MG/L
06/06/2007,6,FEET,64.6,DEGREES F,8.2,MG/L
06/06/2007,8,FEET,64.5,DEGREES F,7.6,MG/L
07/09/2007,0,FEET,75.8,DEGREES F,8.9,MG/L
07/09/2007,3,FEET,76.1,DEGREES F,8.9,MG/L
07/09/2007,6,FEET,76.3,DEGREES F,8.8,MG/L
09/10/2007,0,FEET,64.4,DEGREES F,8.2,MG/L
09/10/2007,3,FEET,65.1,DEGREES F,7.9,MG/L
09/10/2007,6,FEET,65.6,DEGREES F,7.8,MG/L
09/10/2007,7,FEET,66.2,DEGREES F,7.3,MG/L
05/27/2008,0,FEET,57.8,DEGREES F,8,MG/L
05/27/2008,3,FEET,58.3,DEGREES F,7.8,MG/L
05/27/2008,6,FEET,58.5,DEGREES F,7.8,MG/L
05/27/2008,8,FEET,58.2,DEGREES F,7.1,MG/L
06/23/2008,0,FEET,66.6,DEGREES F,7.6,MG/L
06/23/2008,3,FEET,67.4,DEGREES F,7.4,MG/L
06/23/2008,6,FEET,67.3,DEGREES F,7.1,MG/L
06/23/2008,8,FEET,66.6,DEGREES F,3.2,MG/L
07/21/2008,0,FEET,73.3,DEGREES F,9.1,MG/L
07/21/2008,3,FEET,73.5,DEGREES F,9.2,MG/L
07/21/2008,6,FEET,68.4,DEGREES F,.4,MG/L
07/21/2008,8,FEET,67.7,DEGREES F,.2,MG/L
08/25/2008,0,FEET,73.8,DEGREES F,7.7,MG/L
08/25/2008,3,FEET,70.4,DEGREES F,7.5,MG/L
08/25/2008,6,FEET,69.5,DEGREES F,7.3,MG/L
08/25/2008,8,FEET,68.5,DEGREES F,6.2,MG/L
05/11/2009,0,FEET,56.9,DEGREES F,8,MG/L
05/11/2009,3,FEET,57.1,DEGREES F,7.8,MG/L
05/11/2009,6,FEET,57.3,DEGREES F,7.7,MG/L
05/11/2009,8,FEET,56.6,DEGREES F,7.5,MG/L
07/21/2009,0,FEET,66.7,DEGREES F,9.36,MG/L
07/21/2009,3,FEET,66.8,DEGREES F,9.24,MG/L
07/21/2009,6,FEET,66.8,DEGREES F,9.3,MG/L
07/21/2009,8,FEET,66.8,DEGREES F,2.22,MG/L
08/24/2009,0,FEET,67.9,DEGREES F,8.94,MG/L
08/24/2009,3,FEET,67.8,DEGREES F,8.98,MG/L
08/24/2009,6,FEET,67,DEGREES F,8.76,MG/L
08/24/2009,8,FEET,66.7,DEGREES F,8.37,MG/L
05/17/2010,0,FEET,61.9,DEGREES F,10.54,MG/L
05/17/2010,3,FEET,60.4,DEGREES F,10.77,MG/L
05/17/2010,6,FEET,56.6,DEGREES F,10.8,MG/L
05/17/2010,8,FEET,56.2,DEGREES F,10.75,MG/L
06/25/2010,0,FEET,73.5,DEGREES F,7.76,MG/L
06/25/2010,3,FEET,73.7,DEGREES F,7.76,MG/L
06/25/2010,6,FEET,72.3,DEGREES F,3.5,MG/L
07/28/2010,0,FEET,73.5,DEGREES F,6.44,MG/L
07/28/2010,3,FEET,73.7,DEGREES F,6.34,MG/L
07/28/2010,6,FEET,73.7,DEGREES F,5.9,MG/L
07/28/2010,8,FEET,68.9,DEGREES F,.73,MG/L
09/04/2010,0,FEET,63.7,DEGREES F,7.51,MG/L
09/04/2010,3,FEET,64,DEGREES F,7.36,MG/L
09/04/2010,6,FEET,64.1,DEGREES F,7.23,MG/L
06/19/2013,0,FEET,71.4,DEGREES F,7.31,MG/L
06/19/2013,3,FEET,71.1,DEGREES F,7.25,MG/L
06/19/2013,6,FEET,70.9,DEGREES F,7.2,MG/L
07/16/2013,0,FEET,73.6,DEGREES F,6.68,MG/L
07/16/2013,3,FEET,72.4,DEGREES F,6.38,MG/L
07/16/2013,6,FEET,69.5,DEGREES F,1.99,MG/L
08/19/2013,0,FEET,81.7,DEGREES F,7.44,MG/L
08/19/2013,3,FEET,81.1,DEGREES F,7.42,MG/L
08/19/2013,6,FEET,77.4,DEGREES F,3.75,MG/L
06/14/2014,0,FEET,71.4,DEGREES F,6.92,MG/L
06/14/2014,3,FEET,68.8,DEGREES F,6.09,MG/L
06/14/2014,6,FEET,66.1,DEGREES F,2.63,MG/L
07/01/2014,0,FEET,71.5,DEGREES F,6.82,MG/L
07/01/2014,3,FEET,72,DEGREES F,6.72,MG/L
07/01/2014,6,FEET,72,DEGREES F,6.37,MG/L
07/21/2014,0,FEET,72.6,DEGREES F,7.31,MG/L
07/21/2014,3,FEET,72.2,DEGREES F,7.22,MG/L
07/21/2014,6,FEET,72,DEGREES F,7.11,MG/L
08/25/2014,0,FEET,72.4,DEGREES F,7.49,MG/L
08/25/2014,3,FEET,72.3,DEGREES F,7.46,MG/L
08/25/2014,6,FEET,72.1,DEGREES F,7.41,MG/L
04/30/2015,0,FEET,54,DEGREES F,9.18,MG/L
04/30/2015,3,FEET,54.1,DEGREES F,9.12,MG/L
04/30/2015,6,FEET,54.1,DEGREES F,9.08,MG/L
06/23/2015,0,FEET,68.5,DEGREES F,6.97,MG/L
06/23/2015,3,FEET,68.5,DEGREES F,6.9,MG/L
06/23/2015,6,FEET,68.2,DEGREES F,6.78,MG/L
07/22/2015,0,FEET,75.3,DEGREES F,8,MG/L
07/22/2015,3,FEET,73.9,DEGREES F,7.07,MG/L
07/22/2015,6,FEET,73,DEGREES F,6.14,MG/L
08/25/2015,0,FEET,61,DEGREES F,7.86,MG/L
08/25/2015,3,FEET,61.3,DEGREES F,7.73,MG/L
08/25/2015,6,FEET,61.5,DEGREES F,7.6,MG/L
04/19/2016,3,FEET,53.1,DEGREES F,10.23,MG/L
04/19/2016,6,FEET,53.4,DEGREES F,10.19,MG/L
06/29/2016,3,FEET,71.7,DEGREES F,8.52,MG/L
06/29/2016,6,FEET,70.1,DEGREES F,5.99,MG/L
07/25/2016,3,FEET,78.2,DEGREES F,7.74,MG/L
07/25/2016,6,FEET,78.4,DEGREES F,7.29,MG/L
08/17/2016,3,FEET,75.4,DEGREES F,8.96,MG/L
08/17/2016,6,FEET,74.6,DEGREES F,7.99,MG/L
04/19/2017,3,FEET,48.6,DEGREES F,9.97,MG/L
04/19/2017,6,FEET,49,DEGREES F,9.73,MG/L
06/27/2017,3,FEET,65.7,DEGREES F,7.63,MG/L
06/27/2017,6,FEET,64.6,DEGREES F,7.31,MG/L
07/25/2017,3,FEET,72.3,DEGREES F,6.86,MG/L
07/25/2017,6,FEET,72.6,DEGREES F,6.75,MG/L
08/21/2017,3,FEET,72.2,DEGREES F,7.22,MG/L
08/21/2017,6,FEET,72,DEGREES F,7,MG/L



Start Date,Fieldwork Comment
07/13/1984,Migrated from EPA STORET Legacy Database- originally reported by Wisconsin DNR    
10/10/1985,Migrated from EPA STORET Legacy Database- originally reported by Wisconsin DNR    
07/18/1996,1" of rain last night.  Mallards present.    
07/25/1996,Weather has been unseasonably cool- showers.    
08/01/1996,Clear- occasional scattered clouds- light breeze out of northeast.    
08/10/1996,Partly cloudy- calm.    
08/16/1996,.7" of rainfall for the week- high scattered clouds- light breeze- temps in the 70s.    
08/30/1996,Beautiful week- warm with cool nights- 2" of rain- some green algae near the shore- loons calling every night.    
09/05/1996,Hazy- warm day- 1.4" of rain in the last week- loons calling.    
09/19/1996,.6" of rain last week- very few leaves turning yet.  Small amount of algae in the bays.    
10/03/1996,Cool- sunny- breezy today.  Fall color is still not at peak.  First frost 10/2.    
10/11/1996,Windy- sunny- cool- trace of precipitation.  Beautiful fall- still many green leaves- but maple seeds are falling like sleet.  Picked wild cranberries from marsh at south end of lake.  Loons gone.    
10/16/1996,Still many leaves on the trees- lake level is down- saw one loon still here.    
05/28/1997,Lake open April 25.  Lots of rainy days this spring.  Loons back when most of the lake is covered.  Frequent snow flurries and rain in May.  Finally put our pontoon boat in the water.  Saw northern water snake and two turtles by pier.    
06/12/1997,Only light rain this week and some warmer days.  Saw ducks- turtles- bear often in yard and swims across.  2 possible loon nesting sites.    
06/25/1997,Water surface temperature 77 degrees.  Breezy day- no longer muggy as early week was.  Saw ducks- turtles.    
07/13/1997,Frequent rain during the past week.  Lake level up.  Breezy and warm today.    
07/17/1997,Stormy yesterday.  Frequent rains in past week.  Today breezy and clear.    
07/27/1997,Small amount of algae near shore- scattered clouds.  Breezy- hot and humid.  Stormy during the week.  Pickerel weed blooming everywhere- also white and yellow water lilies.    
08/05/1997,Some algae.  In spite of weekend storms- lake level is low.    
08/11/1997,Lake level is low- water temperature is perfect for swimming.  Very little algae.  See eagle daily.    
08/17/1997,In spite of 1.5 inches of rain over weekend still low lake level.  Lake is very weedy almost to center.  Loons did not have babies.  We see eagle almost daily.  Bears and raccoons haven't been such parts of lake- must be eating berries.    
10/03/1997,Unusual year because haven't had a frost yet and many trees haven't yet turned color.    
10/17/1997,Rain everyday last week- yesterday it was beautiful- 2 young bears were seen swimming directly across the lake.    
04/24/1998,Ice out April 7- 1998.  Eagles and loons are back.    
04/30/1998,Almost 90 degrees.  Water warming quickly.    
05/19/1998,Windy- extremely dry. Huge turtle.    
05/26/1998,Calm.  Drought conditions.    
06/04/1998,Algae.  Caught small muskie.  Water level: very low.    
06/14/1998,Some algae.  Had some rain.    
06/19/1998,Breezy cloudy many turtles.    
07/02/1998,Water temp. high. 2 loons with 1 baby.    
07/15/1998,Windy. 2 loons with baby.  Water level: very low.    
07/18/1998,Water level: very low.    
07/26/1998,Breezy.  No real rain for weeks.  Saw loon.  Arrowhead in bloom.    
08/08/1998,Some algae at edge. 0.1" rain this week.  Turtles loons.    
09/16/1998,0.7" rain.  Very dry conditions in the woods.    
09/25/1998,Small amount of precipitation.    
10/04/1998,Breezy.    
10/14/1998,Cold breezy.  No algae.    
10/26/1998,Small amount of precipitation.  Large fish by pier.  2 flights of ducks.  Tamaracks starting to turn gold.    
05/27/1999,Beautiful day- sun.  Recent welcome rains.  Water temp. 62.6 degrees. F.  Eagle soared overhead.  Heard loon.  Geese nesting on frontage- mallards + wood ducks.    
06/03/1999,Saw large beaver.  Small clouds coming in with sunny day.  Saw 20 inch northern- water snake- eagle.    
06/10/1999,Saw great blue heron- floating log.    
06/16/1999,Bald eagle + loon.    
07/10/1999,Much recent rain.    
07/29/1999,Rain frequent this past week.    
08/06/1999,Bottom 8.5 feet.    
08/15/1999,Frequent rains this past week. cool after extreme heat + storms.    
09/16/1999,Unusual weed growth this year- very abundant.    
05/16/2000,Partly cloudy- strato cumulus clouds- light east wind- air temperature is 63.3 degrees- surface temperature is 59.5 degrees- two boats- and oxygen with YSI is 55.    
06/08/2000,Beautiful day and loons are fishing.    
06/12/2000,Cloudy to cirrus- east wind- medium- air temperature is 66.8 degrees- surface temperature is 71.7 degrees- six boats- and no oxygen.    
06/18/2000,Secchi disk hit weeds.  Drizzle in am- broken clouds- and depth is 8 feet but can't see that distance as lake is extremely choked with weeds.    
06/30/2000,Cloudy- breezy- and lake is high due to 6+ inches of rain in the past two weeks- could not due reading due to the rain.    
07/04/2000,Did Great American Secchi Dip-In today.  Mostly overcast- warm- and thick growth of weeds (aquatic plants) make it hard to check depth.    
07/17/2000,Clear- wind north - br.; air temperature is 59.7 degrees; surface temperature is 75.8 degrees; four boats; and oxygen with YSI is 55.    
07/25/2000,Eagle- rain threatening- water temperature is 73.4 degrees at 9 feet- very windy- and clarity depth hard to gauge because of huge weed growth.    
08/09/2000,Hot today- collected aquatic plants samples- and was bitten by something next to reed bed- also my granddaughter was bitten.    
08/21/2000,Cloudy- strato cumulus clouds; moderate south wind; air temperature is 70.2 degrees; surface temperature is 67.6 degrees; two boats; and oxygen with YSI is 55.    
08/28/2000,Beautiful sunny day- Musky Marathon this weekend- and fewer weeds at top of water.    
09/05/2000,Sunny- windy- and beautiful day.    
10/09/2000,Clear- light west wind- air temperature is 57.4 degrees- surface temperature is 44.8 degrees- no boats- and oxygen with YSI is 55.    
10/09/2000,Sunny and pleasant after weekend snowfall of five inches.    
10/31/2000,Cloudy- breezy- warm Halloween.  Ducks overhead.  Strange to be on lake- often deer swim.  Many trees in water from August 14's storm.    
05/30/2001,Clear- light northeast wind- and eight boats.    
05/30/2001,Sunny day after week of rain. Lake level high. Saw geese.    
06/25/2001,Clear- medium south wind- two boats- and single loon.    
06/25/2001,Many thunderstorms last week. Hot- humid weather.    
07/07/2001,Cool the last few days. Windy- very much activity on the lake over July 4th weekend.    
07/11/2001,DEEP HOLE- 6FT INTEGRATED SAMPLE    
07/22/2001,Weather very hot and humid- frequent showers. Loons calling frequently.    
08/03/2001,Weeds are so thick- it is hard to take a reading. Saw loon. Weather has been stormy- very hot- and humid.    
08/09/2001,Breezy- clouds coming. Cool after a record 2 weeks of hot- humid weather. No recent rain.    
08/17/2001,Very hot weather. Pond weeds are solid across lake and they constantly foul motor and reduce visibility of disc.    
08/20/2001,Popcorn cumulus clouds- the wind is calm- and one boat.    
08/23/2001,Saw young eagle.    
09/05/2001,Windy- sunny- we need rain.    
09/18/2001,BOTTOM    
09/18/2001,Overcast- brisk southeast wind- and four boats.    
09/27/2001,No rain- still abundant weed growth that clogs motor- but weeds are below surface.    
10/11/2001,Did not go out much during October due to other activities and windy weather. Sure that visibility would remain at 8 feet due to dry conditions and retreat of weeds.    
05/27/2002,clear-calm-6 boats    
06/07/2002,Partly cldy.- wind S - brisk- 0 boats- Loon on lake.    
06/15/2002,Partlt cldy- Wind - NW-md.-3 boats- Loon on lake.    
06/25/2002,Partly Cldy.- Wind W-lt.- 2 boats- Loon on Lake.    
07/07/2002,Clear- Wind N-lt.- 3 Boats.    
07/11/2002,Clear- Wind S-br.-3 Boats- Loon on lake.    
07/17/2002,Clear- Wind SW-lt.- 0 Boats.    
07/26/2002,Partly Cldy.-Cumulus. Wind W-md.lt.-0 Boats.    
08/02/2002,Partly cldy.-Winw SW-lt. 1 Boat.    
08/09/2002,Clear- Wind S-md.- 5 Boats.    
08/17/2002,Clear- Wind W-md.- 3 Boats- Loon on Lake.    
08/23/2002,Partly Cldy.- Wind NW-lt.- 0 Boats.    
08/26/2002,Clear- Calm- 0 Boats.    
08/29/2002,Clear- Popcorn Cumulus- Wind SE-md.- 3 Boats.    
09/07/2002,Clear- Wind SW-md.-2 Boats- Loon on lake.    
09/14/2002,Partly Cldy.-Wind SW-md.-1 Boat.    
09/24/2002,Clear- Hi Cirus- Wind N-lt.-0 Boats.    
10/01/2002,Cloudy- Mild southwest wind. 0 boats. Loon on lake    
05/07/2003,Windy (depth 9 1/2 ft)- clear day. Water rough. Nobody but loons on lake.    
05/21/2003,Breezy- hazy day (depth 9 1/2 ft).  Last weekend heavy boat traffic for walleye tournament.    
05/27/2003,Partly Cloudy; Wind SW-lt.; 75 Ambient; 2 Loons- Pair
Canada Geese; 1 Boat    
05/31/2003,Slight breeze- clear day with slight haze (9 ft) depth. Water has dropped about 8 inches.    
06/13/2003,Slight breeze- partly cloudy.  9 1/2 ft depth.  2 or 3 inches of rain in the past week.  Starting to get pollen in the water.    
06/20/2003,Slight breeze- clear day.  No rain (9 ft) depth.  Water at normal shoreline height.    
06/23/2003,DEEP HOLE - 6FT INTEGRATED SAMPLE    
06/24/2003,Hi Cirus; Wind S-md.; 81.1 Ambient; 0 Boats    
06/27/2003,Breezy- mostly cloudy.  Waited for sun (9 ft) depth. 2 inch rain 2 days ago.  A lot of suspended matter.  Pollen  Not on top.    
07/15/2003,Breezy- clear. Lake starting to drop below normal water line (8 1/2 ft) today.    
07/16/2003,Hi Cirus; Wind NW-lt.;81.7 Ambient; 0 Boats    
07/22/2003,Breezy- clear day.  No significant rain lately. 8 + ft. Not quite in test hold I guess.    
07/29/2003,Partly cloudy- breezy day.  Lake down to 8 1/2 ft in test hold.  Lake receding from shoreline.    
