Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Hills Lake,Waushara,182100,NE,70,,703097,CE,SEEPAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
8190653,05/10/1987,16,NO,4.9,,,37,,,,,CLEAR,BLUE,
8190653,05/24/1987,15.5,NO,4.7,,,38,,,,,CLEAR,BLUE,
8190653,07/01/1987,12,NO,3.6,,,41,,,,,,GREEN,
8190653,07/31/1987,12,NO,3.6,,,41,,,,,,GREEN,
8190653,08/11/1987,8.5,NO,2.6,,,46,,,,,,GREEN,
8190653,09/06/1987,9,NO,2.7,,,45,,,,,,GREEN,
8190653,09/26/1987,9,NO,2.7,,,45,,,,,,GREEN,
8190653,11/14/1987,14.5,NO,4.4,,,39,,,,,CLEAR,BLUE,
8190653,05/15/1988,14.75,NO,4.5,,,38,,,,,CLEAR,BLUE,
8190653,05/30/1988,17,NO,5.2,,,36,,,,,CLEAR,BLUE,
8190653,07/17/1988,12.5,NO,3.8,,,41,,,,,,GREEN,2-Very minor aesthetic problems
8190653,07/31/1988,12.25,NO,3.7,,,41,,,,,,GREEN,2-Very minor aesthetic problems
8190653,08/07/1988,9.25,NO,2.8,,,45,,,LOW,,,GREEN,2-Very minor aesthetic problems
8190653,08/14/1988,9,NO,2.7,,,45,,,LOW,,,GREEN,2-Very minor aesthetic problems
8190653,10/15/1988,12.75,NO,3.9,,,40,,,LOW,,,GREEN,2-Very minor aesthetic problems
8190653,05/14/1989,14.5,NO,4.4,,,39,,,LOW,,CLEAR,BLUE,2-Very minor aesthetic problems
8190653,06/17/1989,14,NO,4.3,,,39,,,LOW,,,GREEN,
8190653,07/16/1989,12,NO,3.6,,,41,,,LOW,,,GREEN,2-Very minor aesthetic problems
8190653,07/29/1989,15.5,NO,4.7,,,38,,,LOW,,CLEAR,BLUE,2-Very minor aesthetic problems
8190653,08/05/1989,15.25,NO,4.6,,,38,,,LOW,,CLEAR,BLUE,2-Very minor aesthetic problems
8190653,10/23/1989,17.75,YES,5.4,,,36,,,LOW,,CLEAR,BLUE,2-Very minor aesthetic problems
8190653,05/28/1990,15.5,NO,4.7,,,38,,,LOW,,CLEAR,BLUE,2-Very minor aesthetic problems
8190653,07/08/1990,12.75,NO,3.9,,,40,,,LOW,,CLEAR,BLUE,2-Very minor aesthetic problems
8190653,07/25/1990,13.75,NO,4.2,,,39,,,LOW,,,SLIGHT GREEN,2-Very minor aesthetic problems
8190653,08/12/1990,13,NO,4,,,40,,,LOW,,,SLT. GREEN,2-Very minor aesthetic problems
06/25/2014,Data Collectors,Pathogen Monitoring on Inland Beaches
07/02/2014,Data Collectors,Pathogen Monitoring on Inland Beaches
07/03/2014,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/16/2014,Data Collectors,Pathogen Monitoring on Inland Beaches
07/22/2014,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/23/2014,Data Collectors,Pathogen Monitoring on Inland Beaches
07/30/2014,Data Collectors,Pathogen Monitoring on Inland Beaches
08/06/2014,Data Collectors,Pathogen Monitoring on Inland Beaches
08/09/2014,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/28/2014,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
09/25/2014,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
11/01/2014,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
05/28/2015,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
06/10/2015,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
06/20/2015,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/25/2015,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/06/2015,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/15/2015,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
09/04/2015,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
09/24/2015,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
10/25/2015,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
05/13/2016,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
06/18/2016,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/06/2016,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/07/2016,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/29/2016,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
09/11/2016,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
05/21/2017,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
06/17/2017,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
07/05/2017,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
08/13/2017,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
09/04/2017,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
09/13/2017,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
09/30/2017,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
10/08/2017,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
10/20/2017,Loren Swanson,Citizen Lake Monitoring - Water Quality - Big Hills Lake; West Bay
