Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Two Sisters Lake,Oneida,1588200,NO,44,,443391,NE,SPRING



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
8190289,05/31/1986,21.5,NO,6.5,,,33,,,,,CLEAR,BLUE,
8190289,06/28/1986,18.25,NO,5.5,,,35,,,,,CLEAR,BLUE,
8190289,07/20/1986,15.75,NO,4.8,,,37,,,,,CLEAR,BLUE,
8190289,07/26/1986,16.25,NO,4.9,,,37,,,,,CLEAR,BLUE,
8190289,08/03/1986,14.25,NO,4.3,,,39,,,,,CLEAR,BLUE,
8190289,08/09/1986,14.75,NO,4.5,,,38,,,,,CLEAR,BLUE,
8190289,09/13/1986,13.25,NO,4,,,40,,,,,,BROWN,
8190289,05/02/1987,12.25,NO,3.7,,,41,,,LOW,,,GREEN,
8190289,06/07/1987,18.75,NO,5.7,,,35,,,,,CLEAR,BLUE,
8190289,06/28/1987,20.75,NO,6.3,,,33,,,,,CLEAR,BLUE,
8190289,07/18/1987,22.5,NO,6.8,,,32,,,,,CLEAR,BLUE,
8190289,07/26/1987,24.25,NO,7.4,,,31,,,,,CLEAR,BLUE,
8190289,08/08/1987,27.25,NO,8.3,,,30,,,,,CLEAR,BLUE,
8190289,09/05/1987,22.25,NO,6.8,,,32,,,,,CLEAR,BLUE,
8190289,09/27/1987,20.5,NO,6.2,,,34,,,,,CLEAR,BLUE,
07/01/2005,15,FEET,22,DEGREES C,,
07/01/2005,20,FEET,16.4,DEGREES C,,
07/01/2005,30,FEET,10.6,DEGREES C,,
07/01/2005,40,FEET,8.5,DEGREES C,,
07/01/2005,50,FEET,7.2,DEGREES C,,
07/01/2005,56,FEET,7.1,DEGREES C,,
07/15/2005,3,FEET,26,DEGREES C,8.8,MG/L
07/15/2005,6,FEET,25.5,DEGREES C,7.8,MG/L
07/15/2005,9,FEET,25.7,DEGREES C,8.6,MG/L
07/15/2005,12,FEET,24.6,DEGREES C,9.2,MG/L
07/15/2005,15,FEET,23.2,DEGREES C,9.2,MG/L
07/15/2005,20,FEET,19.5,DEGREES C,11.4,MG/L
07/15/2005,30,FEET,11,DEGREES C,12.8,MG/L
07/15/2005,40,FEET,8.5,DEGREES C,1.4,MG/L
07/15/2005,50,FEET,7.4,DEGREES C,.4,MG/L
07/15/2005,56,FEET,7.1,DEGREES C,.2,MG/L
07/29/2005,3,FEET,23.4,DEGREES C,9.1,MG/L
07/29/2005,6,FEET,22.5,DEGREES C,9.1,MG/L
07/29/2005,9,FEET,22.6,DEGREES C,8.4,MG/L
07/29/2005,12,FEET,22.7,DEGREES C,8.7,MG/L
07/29/2005,15,FEET,22.6,DEGREES C,8.6,MG/L
07/29/2005,20,FEET,21.2,DEGREES C,10.8,MG/L
07/29/2005,30,FEET,15.6,DEGREES C,11.8,MG/L
07/29/2005,40,FEET,8.2,DEGREES C,1.7,MG/L
07/29/2005,50,FEET,7.5,DEGREES C,1.6,MG/L
07/29/2005,56,FEET,7.4,DEGREES C,1.5,MG/L
08/15/2005,3,FEET,23.2,DEGREES C,7.8,MG/L
08/15/2005,6,FEET,23.2,DEGREES C,8.1,MG/L
08/15/2005,9,FEET,23.1,DEGREES C,9.2,MG/L
08/15/2005,12,FEET,23,DEGREES C,8.4,MG/L
08/15/2005,15,FEET,23,DEGREES C,7.7,MG/L
08/15/2005,20,FEET,22.7,DEGREES C,7.3,MG/L
08/15/2005,30,FEET,12.4,DEGREES C,8.5,MG/L
08/15/2005,40,FEET,8.5,DEGREES C,2.1,MG/L
08/15/2005,50,FEET,7.4,DEGREES C,1.6,MG/L
08/15/2005,56,FEET,7.4,DEGREES C,1.3,MG/L
09/05/2005,3,FEET,20.6,DEGREES C,9.3,MG/L
09/05/2005,6,FEET,20.6,DEGREES C,9,MG/L
09/05/2005,9,FEET,20.7,DEGREES C,9.2,MG/L
09/05/2005,12,FEET,20.6,DEGREES C,9.1,MG/L
09/05/2005,15,FEET,20.6,DEGREES C,8.8,MG/L
09/05/2005,20,FEET,20.4,DEGREES C,8.8,MG/L
09/05/2005,30,FEET,12.6,DEGREES C,9.4,MG/L
09/05/2005,40,FEET,8.6,DEGREES C,1.4,MG/L
09/05/2005,50,FEET,7.5,DEGREES C,1,MG/L
09/05/2005,56,FEET,7.3,DEGREES C,1.1,MG/L
09/20/2005,3,FEET,20.4,DEGREES C,9.2,MG/L
09/20/2005,6,FEET,20.5,DEGREES C,9.5,MG/L
09/20/2005,9,FEET,20.2,DEGREES C,9.2,MG/L
09/20/2005,12,FEET,20.2,DEGREES C,9.5,MG/L
09/20/2005,15,FEET,20.1,DEGREES C,9.2,MG/L
09/20/2005,20,FEET,20.1,DEGREES C,8.2,MG/L
09/20/2005,30,FEET,13.5,DEGREES C,7.1,MG/L
09/20/2005,40,FEET,9.2,DEGREES C,1.1,MG/L
09/20/2005,50,FEET,7.6,DEGREES C,.9,MG/L
09/20/2005,56,FEET,7.2,DEGREES C,.7,MG/L
10/08/2005,3,FEET,15.6,DEGREES C,9.2,MG/L
10/08/2005,6,FEET,15.6,DEGREES C,9.1,MG/L
10/08/2005,9,FEET,15.5,DEGREES C,8.3,MG/L
10/08/2005,12,FEET,15.4,DEGREES C,8.7,MG/L
10/08/2005,15,FEET,15.4,DEGREES C,9,MG/L
10/08/2005,20,FEET,15.4,DEGREES C,8.8,MG/L
10/08/2005,30,FEET,15.2,DEGREES C,8,MG/L
10/08/2005,40,FEET,9.5,DEGREES C,.6,MG/L
10/08/2005,50,FEET,8.5,DEGREES C,.5,MG/L
10/08/2005,56,FEET,8.4,DEGREES C,.4,MG/L
10/16/2005,3,FEET,14.1,DEGREES C,8.5,MG/L
10/16/2005,6,FEET,14,DEGREES C,8.7,MG/L
10/16/2005,9,FEET,13.5,DEGREES C,8.8,MG/L
10/16/2005,12,FEET,13.5,DEGREES C,9,MG/L
10/16/2005,15,FEET,13.5,DEGREES C,8.7,MG/L
10/16/2005,20,FEET,13.6,DEGREES C,8.6,MG/L
10/16/2005,30,FEET,13.6,DEGREES C,8.4,MG/L
10/16/2005,40,FEET,9.6,DEGREES C,.9,MG/L
10/16/2005,50,FEET,8.2,DEGREES C,.5,MG/L
10/16/2005,56,FEET,8,DEGREES C,.3,MG/L
10/28/2005,3,FEET,11.1,DEGREES C,9.3,MG/L
10/28/2005,6,FEET,11,DEGREES C,9,MG/L
10/28/2005,9,FEET,10.5,DEGREES C,8.9,MG/L
10/28/2005,12,FEET,10.5,DEGREES C,8.8,MG/L
10/28/2005,15,FEET,10.5,DEGREES C,9.1,MG/L
10/28/2005,20,FEET,10.6,DEGREES C,8.9,MG/L
10/28/2005,30,FEET,10.6,DEGREES C,9.1,MG/L
10/28/2005,40,FEET,10.7,DEGREES C,8.6,MG/L
10/28/2005,50,FEET,8,DEGREES C,.7,MG/L
10/28/2005,56,FEET,7.6,DEGREES C,.2,MG/L
05/06/2006,5,FEET,10.1,DEGREES C,11.8,MG/L
05/06/2006,10,FEET,10,DEGREES C,11.6,MG/L
05/06/2006,15,FEET,10,DEGREES C,11.7,MG/L
05/06/2006,20,FEET,9.5,DEGREES C,11.7,MG/L
05/06/2006,25,FEET,9.5,DEGREES C,,
05/06/2006,30,FEET,9.1,DEGREES C,,
05/06/2006,35,FEET,7.6,DEGREES C,,
05/06/2006,40,FEET,6.7,DEGREES C,,
05/06/2006,50,FEET,6.5,DEGREES C,,
05/06/2006,56,FEET,6.2,DEGREES C,,
05/22/2006,5,FEET,12,DEGREES C,10.4,MG/L
05/22/2006,10,FEET,11.5,DEGREES C,10.7,MG/L
05/22/2006,15,FEET,11.5,DEGREES C,10.7,MG/L
05/22/2006,20,FEET,10.7,DEGREES C,10.9,MG/L
05/22/2006,25,FEET,10.4,DEGREES C,10.9,MG/L
05/22/2006,30,FEET,10,DEGREES C,9,MG/L
05/22/2006,35,FEET,9.4,DEGREES C,8.6,MG/L
05/22/2006,40,FEET,8.6,DEGREES C,6.5,MG/L
05/22/2006,50,FEET,7.7,DEGREES C,3.2,MG/L
05/22/2006,56,FEET,7.5,DEGREES C,.8,MG/L
05/31/2006,5,FEET,20.5,DEGREES C,8.6,MG/L
05/31/2006,10,FEET,19,DEGREES C,9.3,MG/L
05/31/2006,15,FEET,13.6,DEGREES C,10.8,MG/L
05/31/2006,20,FEET,11.5,DEGREES C,10.7,MG/L
05/31/2006,25,FEET,11,DEGREES C,10.6,MG/L
05/31/2006,30,FEET,10.5,DEGREES C,10.5,MG/L
05/31/2006,35,FEET,9.5,DEGREES C,9.3,MG/L
05/31/2006,40,FEET,8.6,DEGREES C,4.1,MG/L
05/31/2006,50,FEET,8.1,DEGREES C,.9,MG/L
05/31/2006,56,FEET,8,DEGREES C,.9,MG/L
06/14/2006,5,FEET,19.6,DEGREES C,8.4,MG/L
06/14/2006,10,FEET,19.5,DEGREES C,8.5,MG/L
06/14/2006,15,FEET,17.7,DEGREES C,9.7,MG/L
06/14/2006,20,FEET,13.2,DEGREES C,11.3,MG/L
06/14/2006,25,FEET,12,DEGREES C,11.4,MG/L
06/14/2006,30,FEET,11.4,DEGREES C,11.4,MG/L
06/14/2006,35,FEET,9.7,DEGREES C,10.2,MG/L
06/14/2006,40,FEET,8.5,DEGREES C,.2,MG/L
06/14/2006,50,FEET,7.5,DEGREES C,.2,MG/L
06/14/2006,56,FEET,7.5,DEGREES C,.1,MG/L
07/06/2006,5,FEET,22.6,DEGREES C,8.4,MG/L
07/06/2006,10,FEET,22.5,DEGREES C,8.3,MG/L
07/06/2006,15,FEET,22,DEGREES C,8.3,MG/L
07/06/2006,20,FEET,21.6,DEGREES C,8.7,MG/L
07/06/2006,25,FEET,14.5,DEGREES C,12.2,MG/L
07/06/2006,30,FEET,12.1,DEGREES C,10.9,MG/L
07/06/2006,35,FEET,11.5,DEGREES C,10.6,MG/L
07/06/2006,40,FEET,10.2,DEGREES C,7.9,MG/L
07/06/2006,50,FEET,8.6,DEGREES C,3.6,MG/L
07/06/2006,56,FEET,8.7,DEGREES C,.3,MG/L
07/17/2006,5,FEET,25.2,DEGREES C,8.1,MG/L
07/17/2006,10,FEET,24.6,DEGREES C,8.6,MG/L
07/17/2006,15,FEET,22.5,DEGREES C,9.1,MG/L
07/17/2006,20,FEET,20.5,DEGREES C,10.6,MG/L
07/17/2006,25,FEET,14.6,DEGREES C,12.8,MG/L
07/17/2006,30,FEET,12.1,DEGREES C,10.4,MG/L
07/17/2006,35,FEET,10.6,DEGREES C,5.5,MG/L
07/17/2006,40,FEET,9.5,DEGREES C,.6,MG/L
07/17/2006,50,FEET,8.1,DEGREES C,.3,MG/L
07/17/2006,56,FEET,8.1,DEGREES C,.2,MG/L
07/29/2006,5,FEET,25.5,DEGREES C,8.1,MG/L
07/29/2006,10,FEET,25.1,DEGREES C,8.1,MG/L
07/29/2006,15,FEET,24.6,DEGREES C,8.2,MG/L
07/29/2006,20,FEET,23.6,DEGREES C,8.7,MG/L
07/29/2006,25,FEET,18.5,DEGREES C,12.6,MG/L
07/29/2006,30,FEET,14.2,DEGREES C,10.9,MG/L
07/29/2006,35,FEET,11.6,DEGREES C,9.5,MG/L
07/29/2006,40,FEET,10.6,DEGREES C,.8,MG/L
07/29/2006,50,FEET,8.4,DEGREES C,.2,MG/L
07/29/2006,56,FEET,8.5,DEGREES C,.2,MG/L
08/14/2006,5,FEET,23.1,DEGREES C,7.6,MG/L
08/14/2006,10,FEET,23.1,DEGREES C,7.7,MG/L
08/14/2006,15,FEET,23,DEGREES C,7.9,MG/L
08/14/2006,20,FEET,22.5,DEGREES C,7.7,MG/L
08/14/2006,25,FEET,16.4,DEGREES C,10,MG/L
08/14/2006,30,FEET,13.1,DEGREES C,8.3,MG/L
08/14/2006,35,FEET,10.5,DEGREES C,1.7,MG/L
08/14/2006,40,FEET,9.7,DEGREES C,.8,MG/L
08/14/2006,50,FEET,8.3,DEGREES C,.1,MG/L
08/14/2006,56,FEET,8.2,DEGREES C,.1,MG/L
08/30/2006,5,FEET,20.5,DEGREES C,7.8,MG/L
08/30/2006,10,FEET,21,DEGREES C,7.9,MG/L
08/30/2006,15,FEET,21,DEGREES C,7.9,MG/L
08/30/2006,20,FEET,20.5,DEGREES C,7.6,MG/L
08/30/2006,25,FEET,19.4,DEGREES C,9,MG/L
08/30/2006,30,FEET,13,DEGREES C,5.8,MG/L
08/30/2006,35,FEET,11.5,DEGREES C,1.1,MG/L
08/30/2006,40,FEET,10.1,DEGREES C,.5,MG/L
08/30/2006,50,FEET,8.4,DEGREES C,.3,MG/L
08/30/2006,56,FEET,8.4,DEGREES C,.2,MG/L
09/14/2006,5,FEET,18.7,DEGREES C,10,MG/L
09/14/2006,10,FEET,18.6,DEGREES C,6.8,MG/L
09/14/2006,15,FEET,18.5,DEGREES C,5.6,MG/L
09/14/2006,20,FEET,18,DEGREES C,4,MG/L
09/14/2006,25,FEET,17.6,DEGREES C,6.5,MG/L
09/14/2006,30,FEET,14.5,DEGREES C,3.5,MG/L
09/14/2006,35,FEET,11.5,DEGREES C,1.7,MG/L
09/14/2006,40,FEET,9.4,DEGREES C,1.3,MG/L
09/14/2006,50,FEET,8.4,DEGREES C,1.1,MG/L
09/14/2006,56,FEET,8.4,DEGREES C,.8,MG/L
10/01/2006,5,FEET,14.5,DEGREES C,9,MG/L
10/01/2006,10,FEET,14.2,DEGREES C,8.9,MG/L
10/01/2006,15,FEET,13.5,DEGREES C,9,MG/L
10/01/2006,20,FEET,13.5,DEGREES C,8.7,MG/L
10/01/2006,25,FEET,13.5,DEGREES C,8.8,MG/L
10/01/2006,30,FEET,13.6,DEGREES C,8.1,MG/L
10/01/2006,35,FEET,13.6,DEGREES C,7.7,MG/L
10/01/2006,40,FEET,9.6,DEGREES C,.8,MG/L
10/01/2006,50,FEET,8.7,DEGREES C,.5,MG/L
10/01/2006,56,FEET,8.4,DEGREES C,.3,MG/L
10/15/2006,5,FEET,9.6,DEGREES C,9.2,MG/L
10/15/2006,10,FEET,9.7,DEGREES C,9.3,MG/L
10/15/2006,15,FEET,9.7,DEGREES C,9.3,MG/L
10/15/2006,20,FEET,9.7,DEGREES C,9.3,MG/L
10/15/2006,25,FEET,9.7,DEGREES C,9.4,MG/L
10/15/2006,30,FEET,9.7,DEGREES C,9.2,MG/L
10/15/2006,35,FEET,9.7,DEGREES C,9.3,MG/L
10/15/2006,40,FEET,9.7,DEGREES C,9.2,MG/L
10/15/2006,50,FEET,9.7,DEGREES C,9.5,MG/L
10/15/2006,56,FEET,9.5,DEGREES C,.5,MG/L
10/27/2006,5,FEET,7.7,DEGREES C,10.4,MG/L
10/27/2006,10,FEET,7.7,DEGREES C,10.2,MG/L
10/27/2006,15,FEET,7.6,DEGREES C,10.2,MG/L
10/27/2006,20,FEET,7.5,DEGREES C,10.4,MG/L
10/27/2006,25,FEET,7.4,DEGREES C,10.4,MG/L
10/27/2006,30,FEET,7.4,DEGREES C,10,MG/L
10/27/2006,35,FEET,7.4,DEGREES C,9.6,MG/L
10/27/2006,40,FEET,7.5,DEGREES C,9.9,MG/L
10/27/2006,50,FEET,7.2,DEGREES C,9.6,MG/L
10/27/2006,56,FEET,7.5,DEGREES C,.4,MG/L
04/30/2007,5,FEET,10.7,DEGREES C,,
04/30/2007,10,FEET,10.5,DEGREES C,,
04/30/2007,15,FEET,9.2,DEGREES C,,
04/30/2007,20,FEET,7.6,DEGREES C,,
04/30/2007,25,FEET,6.5,DEGREES C,,
04/30/2007,30,FEET,6.4,DEGREES C,,
04/30/2007,35,FEET,5.6,DEGREES C,,
04/30/2007,40,FEET,5.2,DEGREES C,,
04/30/2007,50,FEET,4.5,DEGREES C,,
04/30/2007,56,FEET,5,DEGREES C,,
05/20/2007,5,FEET,14.4,DEGREES C,,
05/20/2007,10,FEET,13.5,DEGREES C,,
05/20/2007,15,FEET,13.6,DEGREES C,,
05/20/2007,20,FEET,12.5,DEGREES C,,
05/20/2007,25,FEET,10,DEGREES C,,
05/20/2007,30,FEET,7.5,DEGREES C,,
05/20/2007,35,FEET,6.5,DEGREES C,,
05/20/2007,40,FEET,5.6,DEGREES C,,
05/20/2007,50,FEET,5.2,DEGREES C,,
05/20/2007,56,FEET,5.2,DEGREES C,,
05/28/2007,5,FEET,15.5,DEGREES C,8.9,MG/L
05/28/2007,10,FEET,15.5,DEGREES C,8.6,MG/L
05/28/2007,15,FEET,15.6,DEGREES C,8.5,MG/L
05/28/2007,20,FEET,14.6,DEGREES C,9,MG/L
05/28/2007,25,FEET,11.2,DEGREES C,10.2,MG/L
05/28/2007,30,FEET,8.1,DEGREES C,9.3,MG/L
05/28/2007,35,FEET,6.2,DEGREES C,5.4,MG/L
05/28/2007,40,FEET,5.6,DEGREES C,3.9,MG/L
05/28/2007,50,FEET,5.5,DEGREES C,.4,MG/L
05/28/2007,56,FEET,5.7,DEGREES C,.3,MG/L
06/15/2007,5,FEET,22.6,DEGREES C,8.6,MG/L
06/15/2007,10,FEET,20.5,DEGREES C,9.5,MG/L
06/15/2007,15,FEET,18.3,DEGREES C,9.1,MG/L
06/15/2007,20,FEET,17.7,DEGREES C,9.6,MG/L
06/15/2007,25,FEET,12.1,DEGREES C,10,MG/L
06/15/2007,30,FEET,8.4,DEGREES C,9.9,MG/L
06/15/2007,35,FEET,6.5,DEGREES C,5.7,MG/L
06/15/2007,40,FEET,6,DEGREES C,.8,MG/L
06/15/2007,50,FEET,5.5,DEGREES C,.2,MG/L
06/15/2007,56,FEET,5.6,DEGREES C,.1,MG/L
06/27/2007,5,FEET,23.6,DEGREES C,7.8,MG/L
06/27/2007,10,FEET,23.5,DEGREES C,7.8,MG/L
06/27/2007,15,FEET,21.6,DEGREES C,8.3,MG/L
06/27/2007,20,FEET,18,DEGREES C,9.3,MG/L
06/27/2007,25,FEET,14.1,DEGREES C,10.8,MG/L
06/27/2007,30,FEET,10,DEGREES C,10.2,MG/L
06/27/2007,35,FEET,8.1,DEGREES C,7.1,MG/L
06/27/2007,40,FEET,6.5,DEGREES C,2.5,MG/L
06/27/2007,50,FEET,5.7,DEGREES C,.6,MG/L
06/27/2007,56,FEET,5.7,DEGREES C,.3,MG/L
07/06/2007,5,FEET,23.2,DEGREES C,7.9,MG/L
07/06/2007,10,FEET,22.6,DEGREES C,8,MG/L
07/06/2007,15,FEET,22.6,DEGREES C,8.1,MG/L
07/06/2007,20,FEET,19.4,DEGREES C,9.1,MG/L
07/06/2007,25,FEET,15.6,DEGREES C,10.8,MG/L
07/06/2007,30,FEET,9.6,DEGREES C,9.9,MG/L
07/06/2007,35,FEET,7.3,DEGREES C,3.5,MG/L
07/06/2007,40,FEET,6.6,DEGREES C,2.2,MG/L
07/06/2007,50,FEET,5.6,DEGREES C,.5,MG/L
07/06/2007,56,FEET,5.6,DEGREES C,.2,MG/L
07/25/2007,5,FEET,23.2,DEGREES C,7.9,MG/L
07/25/2007,10,FEET,22.6,DEGREES C,8,MG/L
07/25/2007,15,FEET,22.6,DEGREES C,8.1,MG/L
07/25/2007,20,FEET,19.4,DEGREES C,9.1,MG/L
07/25/2007,25,FEET,15.6,DEGREES C,10.8,MG/L
07/25/2007,30,FEET,9.6,DEGREES C,9.9,MG/L
07/25/2007,35,FEET,7.3,DEGREES C,3.5,MG/L
07/25/2007,40,FEET,6.6,DEGREES C,2.2,MG/L
07/25/2007,50,FEET,5.6,DEGREES C,.5,MG/L
07/25/2007,56,FEET,5.6,DEGREES C,.2,MG/L
08/08/2007,5,FEET,24.1,DEGREES C,7.6,MG/L
08/08/2007,10,FEET,23.6,DEGREES C,7.7,MG/L
08/08/2007,15,FEET,23.7,DEGREES C,7.5,MG/L
08/08/2007,20,FEET,22.5,DEGREES C,7.8,MG/L
08/08/2007,25,FEET,17.3,DEGREES C,10.8,MG/L
08/08/2007,30,FEET,12.2,DEGREES C,11.1,MG/L
08/08/2007,35,FEET,8.6,DEGREES C,1.8,MG/L
08/08/2007,40,FEET,7,DEGREES C,.5,MG/L
08/08/2007,50,FEET,6.1,DEGREES C,.4,MG/L
08/08/2007,56,FEET,6.1,DEGREES C,.3,MG/L
08/22/2007,5,FEET,20.5,DEGREES C,8.3,MG/L
08/22/2007,10,FEET,20.2,DEGREES C,8.5,MG/L
08/22/2007,15,FEET,20.1,DEGREES C,8.4,MG/L
08/22/2007,20,FEET,20,DEGREES C,6.9,MG/L
08/22/2007,25,FEET,19.5,DEGREES C,6.5,MG/L
08/22/2007,30,FEET,12.6,DEGREES C,9.2,MG/L
08/22/2007,35,FEET,9.1,DEGREES C,2,MG/L
08/22/2007,40,FEET,7.4,DEGREES C,.7,MG/L
08/22/2007,50,FEET,6.3,DEGREES C,.4,MG/L
08/22/2007,56,FEET,6.3,DEGREES C,.3,MG/L
09/05/2007,5,FEET,22,DEGREES C,8,MG/L
09/05/2007,10,FEET,21.5,DEGREES C,7.9,MG/L
09/05/2007,15,FEET,21.5,DEGREES C,7.7,MG/L
09/05/2007,20,FEET,21,DEGREES C,8.2,MG/L
09/05/2007,25,FEET,19.5,DEGREES C,8.5,MG/L
09/05/2007,30,FEET,14.4,DEGREES C,9.6,MG/L
09/05/2007,35,FEET,9.2,DEGREES C,.7,MG/L
09/05/2007,40,FEET,7.6,DEGREES C,.5,MG/L
09/05/2007,50,FEET,6.6,DEGREES C,.2,MG/L
09/05/2007,56,FEET,6.5,DEGREES C,.2,MG/L
09/19/2007,5,FEET,63.3,DEGREES F,,
09/19/2007,10,FEET,62.4,DEGREES F,,
09/19/2007,15,FEET,61.8,DEGREES F,,
09/19/2007,20,FEET,61.8,DEGREES F,,
09/19/2007,25,FEET,61.1,DEGREES F,,
09/19/2007,30,FEET,61.1,DEGREES F,,
09/19/2007,35,FEET,53.4,DEGREES F,,
09/19/2007,40,FEET,46.4,DEGREES F,,
09/19/2007,50,FEET,44.4,DEGREES F,,
09/19/2007,56,FEET,44.2,DEGREES F,,
10/03/2007,5,FEET,60.9,DEGREES F,,
10/03/2007,10,FEET,60.9,DEGREES F,,
10/03/2007,15,FEET,60.9,DEGREES F,,
10/03/2007,20,FEET,60.8,DEGREES F,,
10/03/2007,25,FEET,60.6,DEGREES F,,
10/03/2007,30,FEET,60.6,DEGREES F,,
10/03/2007,35,FEET,59,DEGREES F,,
10/03/2007,40,FEET,48.5,DEGREES F,,
10/03/2007,50,FEET,45.1,DEGREES F,,
10/03/2007,56,FEET,44.7,DEGREES F,,
10/17/2007,5,FEET,12.6,DEGREES C,9.9,MG/L
10/17/2007,10,FEET,12.6,DEGREES C,9,MG/L
10/17/2007,15,FEET,12.6,DEGREES C,9.4,MG/L
10/17/2007,20,FEET,12.6,DEGREES C,9.5,MG/L
10/17/2007,25,FEET,12.6,DEGREES C,9.5,MG/L
10/17/2007,30,FEET,12.6,DEGREES C,9.3,MG/L
10/17/2007,35,FEET,12.6,DEGREES C,9.4,MG/L
10/17/2007,40,FEET,9.5,DEGREES C,1.4,MG/L
10/17/2007,50,FEET,7.5,DEGREES C,.6,MG/L
10/17/2007,56,FEET,7.2,DEGREES C,.4,MG/L
05/12/2008,5,FEET,8,DEGREES C,13.4,MG/L
05/12/2008,10,FEET,7.6,DEGREES C,13.3,MG/L
05/12/2008,15,FEET,7,DEGREES C,13.3,MG/L
05/12/2008,20,FEET,6.2,DEGREES C,13.3,MG/L
05/12/2008,25,FEET,5.5,DEGREES C,12.5,MG/L
05/12/2008,30,FEET,5.5,DEGREES C,12.1,MG/L
05/12/2008,35,FEET,5.2,DEGREES C,10.8,MG/L
05/12/2008,40,FEET,5.1,DEGREES C,10.4,MG/L
05/12/2008,50,FEET,5,DEGREES C,10.3,MG/L
05/12/2008,56,FEET,4.5,DEGREES C,1.2,MG/L
06/17/2008,5,FEET,16.5,DEGREES C,9.2,MG/L
06/17/2008,10,FEET,16.5,DEGREES C,8.7,MG/L
06/17/2008,15,FEET,16.6,DEGREES C,9.2,MG/L
06/17/2008,20,FEET,16.6,DEGREES C,9.4,MG/L
06/17/2008,25,FEET,16.2,DEGREES C,9.4,MG/L
06/17/2008,30,FEET,8.1,DEGREES C,10.4,MG/L
06/17/2008,35,FEET,6.5,DEGREES C,11.4,MG/L
06/17/2008,40,FEET,6,DEGREES C,1.5,MG/L
06/17/2008,50,FEET,5.7,DEGREES C,.6,MG/L
06/17/2008,56,FEET,5.6,DEGREES C,.9,MG/L
06/30/2008,5,FEET,20.1,DEGREES C,8.1,MG/L
06/30/2008,10,FEET,19.6,DEGREES C,8.6,MG/L
06/30/2008,15,FEET,19.5,DEGREES C,8.7,MG/L
06/30/2008,20,FEET,17.5,DEGREES C,9.3,MG/L
06/30/2008,25,FEET,13.2,DEGREES C,11.2,MG/L
06/30/2008,30,FEET,9.5,DEGREES C,11.3,MG/L
06/30/2008,35,FEET,7.4,DEGREES C,6,MG/L
06/30/2008,40,FEET,6.7,DEGREES C,1.1,MG/L
06/30/2008,50,FEET,5.6,DEGREES C,.6,MG/L
06/30/2008,56,FEET,5.5,DEGREES C,.4,MG/L
07/11/2008,5,FEET,21.5,DEGREES C,8.4,MG/L
07/11/2008,10,FEET,21.6,DEGREES C,8.1,MG/L
07/11/2008,15,FEET,21.5,DEGREES C,8.2,MG/L
07/11/2008,20,FEET,18.6,DEGREES C,9,MG/L
07/11/2008,25,FEET,12.5,DEGREES C,11.2,MG/L
07/11/2008,30,FEET,10.1,DEGREES C,11.2,MG/L
07/11/2008,35,FEET,8,DEGREES C,5,MG/L
07/11/2008,40,FEET,6.6,DEGREES C,.8,MG/L
07/11/2008,50,FEET,5.5,DEGREES C,.5,MG/L
07/11/2008,56,FEET,6,DEGREES C,.5,MG/L
07/18/2008,5,FEET,21.3,DEGREES C,8,MG/L
07/18/2008,10,FEET,21.1,DEGREES C,8,MG/L
07/18/2008,15,FEET,20.5,DEGREES C,7.9,MG/L
07/18/2008,20,FEET,20.1,DEGREES C,7.7,MG/L
07/18/2008,25,FEET,19.6,DEGREES C,10.3,MG/L
07/18/2008,30,FEET,10.5,DEGREES C,10.2,MG/L
07/18/2008,35,FEET,7.6,DEGREES C,3.8,MG/L
07/18/2008,40,FEET,7.1,DEGREES C,.8,MG/L
07/18/2008,50,FEET,6.2,DEGREES C,.6,MG/L
07/18/2008,56,FEET,6.2,DEGREES C,.6,MG/L
07/30/2008,5,FEET,22.6,DEGREES C,7.5,MG/L
07/30/2008,10,FEET,22.6,DEGREES C,8,MG/L
07/30/2008,15,FEET,22.2,DEGREES C,7.8,MG/L
07/30/2008,20,FEET,21.3,DEGREES C,7.9,MG/L
07/30/2008,25,FEET,14.6,DEGREES C,9.9,MG/L
07/30/2008,30,FEET,10.5,DEGREES C,9.3,MG/L
07/30/2008,35,FEET,8.1,DEGREES C,2.2,MG/L
07/30/2008,40,FEET,6.5,DEGREES C,.8,MG/L
07/30/2008,50,FEET,6.2,DEGREES C,.4,MG/L
07/30/2008,56,FEET,6.2,DEGREES C,.4,MG/L
08/13/2008,5,FEET,22.3,DEGREES C,7.5,MG/L
08/13/2008,10,FEET,22.1,DEGREES C,7.5,MG/L
08/13/2008,15,FEET,21.5,DEGREES C,7.3,MG/L
08/13/2008,20,FEET,21.7,DEGREES C,7.4,MG/L
08/13/2008,25,FEET,15.6,DEGREES C,9.9,MG/L
08/13/2008,30,FEET,10.6,DEGREES C,7.1,MG/L
08/13/2008,35,FEET,8.3,DEGREES C,1.3,MG/L
08/13/2008,40,FEET,7.2,DEGREES C,.6,MG/L
08/13/2008,50,FEET,6.2,DEGREES C,.4,MG/L
