Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Tuttle Lake,Marquette,108200,NE,39,,393009,CE,SEEPAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
1,02/22/1977,,,,,20,,51,,,,,,
1,05/25/1977,13.1,,4,,,40,,,,,,,
1,08/15/1977,9.8,,3,,,44,,,,,,,
1,11/14/1977,16.4,,5,,,37,,,,,,,
1,08/14/1979,,,,8.69,8,,44,51,,,,,
8191007,06/13/1988,6,NO,1.8,,,51,,,LOW,,,GREEN,3-Enjoyment somewhat impaired (algae)
8190284,06/26/1988,6,NO,1.8,,,51,,,DOWN 4" IN 2 WKS,,CLEAR,BLUE,2-Very minor aesthetic problems
8190284,07/03/1988,5.5,NO,1.7,,,53,,,DOWN .5" THIS WEEK,,CLEAR,BLUE,2-Very minor aesthetic problems
8190284,07/11/1988,6,NO,1.8,,,51,,,DOWN ANOTHER .5",,CLEAR,BLUE,
04/21/1991,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
04/28/1991,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
05/11/1991,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
05/26/1991,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
06/08/1991,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
06/15/1991,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
06/22/1991,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
06/30/1991,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
07/05/1991,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
07/14/1991,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
07/21/1991,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
08/04/1991,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
08/10/1991,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
08/25/1991,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
09/01/1991,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
09/15/1991,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
09/29/1991,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
10/05/1991,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
10/19/1991,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
04/18/1992,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
05/03/1992,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
05/10/1992,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
05/17/1992,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
05/23/1992,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
05/31/1992,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
06/06/1992,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
06/14/1992,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
06/20/1992,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
07/04/1992,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
07/12/1992,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
07/18/1992,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
08/01/1992,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
08/08/1992,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
08/21/1992,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
08/30/1992,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
09/05/1992,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
09/20/1992,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
10/04/1992,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
10/10/1992,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
10/18/1992,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
11/01/1992,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
11/08/1992,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
04/18/1993,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
04/25/1993,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
05/05/1993,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
05/08/1993,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
05/16/1993,Data Collectors,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
05/16/1993,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
05/23/1993,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
05/31/1993,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
06/06/1993,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
06/19/1993,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
06/27/1993,Data Collectors,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
06/27/1993,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
07/03/1993,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
07/11/1993,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
07/18/1993,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
07/25/1993,Chuck Hartman,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
07/25/1993,Data Collectors,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
07/26/1993,Data Collectors,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
08/01/1993,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
08/08/1993,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
08/21/1993,Data Collectors,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
08/21/1993,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
08/28/1993,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
09/05/1993,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
09/26/1993,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
10/03/1993,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
10/10/1993,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
10/31/1993,Data Collectors,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
10/31/1993,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
11/07/1993,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
11/14/1993,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
05/05/1994,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
05/08/1994,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
05/15/1994,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
05/22/1994,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
05/24/1994,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
06/12/1994,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
06/19/1994,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
06/26/1994,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
07/03/1994,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
07/10/1994,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
07/17/1994,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
07/30/1994,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
08/07/1994,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
08/14/1994,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
08/20/1994,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
08/28/1994,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
09/04/1994,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
09/10/1994,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
09/25/1994,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
10/02/1994,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
10/16/1994,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
10/23/1994,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
11/06/1994,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
11/13/1994,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
04/02/1995,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
04/23/1995,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
05/07/1995,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
05/21/1995,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
06/03/1995,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
06/10/1995,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
06/17/1995,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
06/24/1995,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
07/02/1995,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
07/08/1995,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
07/15/1995,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
07/30/1995,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
08/06/1995,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
08/12/1995,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
08/20/1995,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
08/26/1995,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
09/03/1995,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
09/10/1995,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
09/17/1995,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
09/24/1995,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
09/30/1995,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
10/08/1995,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
10/15/1995,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
11/05/1995,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
04/21/1996,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
05/17/1996,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
06/17/1996,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
06/23/1996,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
07/04/1996,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
07/20/1996,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
07/27/1996,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
08/17/1996,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
08/25/1996,Data Collectors,Water Quality - Citizen Lake Monitoring
08/25/1996,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
08/31/1996,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
09/29/1996,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
10/05/1996,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
10/12/1996,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
04/07/1997,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
04/27/1997,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
05/04/1997,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
05/11/1997,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
05/25/1997,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
06/08/1997,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
06/29/1997,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
07/13/1997,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
07/20/1997,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
07/27/1997,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
08/23/1997,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
08/31/1997,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
09/26/1997,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
10/12/1997,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
11/16/1997,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
05/17/1998,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
09/20/1998,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
10/25/1998,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
11/18/1998,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
06/05/1999,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
07/23/1999,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
08/01/1999,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
08/14/1999,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
08/27/1999,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
09/21/1999,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
10/06/1999,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
10/21/1999,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
11/09/1999,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
11/18/1999,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
03/21/2000,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
03/29/2000,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
04/18/2000,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
05/02/2000,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
05/14/2000,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
05/26/2000,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
06/18/2000,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
06/25/2000,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
07/04/2000,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
07/09/2000,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
07/23/2000,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
10/31/2000,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
11/17/2000,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
04/21/2001,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
07/07/2001,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
12/01/2001,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
04/23/2002,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
07/06/2002,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
08/06/2002,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
08/14/2002,MARK F SESING- Scott M Provost,Lake Baseline Monitoring- DNR (1970s-2006)
08/14/2002,Mark Sesing,Lake Baseline Monitoring- DNR (1970s-2006)
04/22/2003,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
04/09/2004,MARK F SESING- Scott M Provost,Lake Baseline Monitoring- DNR (1970s-2006)
04/09/2004,Mark Sesing,Lake Baseline Monitoring- DNR (1970s-2006)
09/03/2004,JENNIFER HAUXWELL,MACROPHYTES AS BIOCRITERIA
04/25/2005,Data Collectors,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
04/09/2006,Data Collectors,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
05/08/2007,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
08/05/2007,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
07/30/2009,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
08/26/2009,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
12/01/2009,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
07/19/2010,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
05/24/2011,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
06/29/2011,Data Collectors,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
08/29/2011,Ron Jacob,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
05/07/2013,Ron Sabel,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
06/14/2013,Ron Sabel,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
07/05/2013,Ron Sabel,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
09/25/2013,Ron Sabel,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
11/12/2013,Julie Lotspeich,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
06/29/2015,Rob Stollfuss ,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
06/26/2017,Rob Stollfuss ,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
07/21/2017,Rob Stollfuss ,Citizen Lake Monitoring - Water Quality - Tuttle Lake - Deep Hole
