Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Blue Lake,Oneida,1538600,NO,44,,443060,NE,SEEPAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
1,07/16/1979,,,,,,,,,,,,,
1,06/11/1993,,,,,10,,46,,,,,,
07/25/1995,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/11/1995,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/22/1995,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
09/02/1995,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
09/27/1995,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
10/12/1995,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
06/25/1996,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/10/1996,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/26/1996,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/16/1996,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/25/1996,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/26/1996,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
09/08/1996,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
09/22/1996,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
10/01/1996,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
10/12/1996,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
05/25/1997,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
05/28/1997,Betty Myers And John Rice,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
06/06/1997,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
06/22/1997,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/20/1997,Betty Myers- Richard Johnson And Dale Komarek,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/11/1997,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/24/1997,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
09/12/1997,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
09/21/1997,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
10/05/1997,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
06/19/1998,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
06/24/1998,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
06/30/1998,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/15/1998,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/26/1998,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/29/1998,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/10/1998,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/26/1998,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/27/1998,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
09/14/1998,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
09/28/1998,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
05/30/1999,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
05/31/1999,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
06/22/1999,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/20/1999,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/24/1999,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
10/11/1999,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
05/30/2000,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
06/27/2000,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/30/2000,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/21/2000,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
09/24/2000,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
05/12/2001,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
06/12/2001,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
06/22/2001,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/15/2001,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/26/2001,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/10/2001,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/19/2001,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
09/11/2001,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
10/12/2001,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
10/15/2001,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
05/27/2002,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
06/18/2002,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/03/2002,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/16/2002,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/14/2002,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
06/04/2003,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
06/10/2003,Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/06/2003,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/10/2003,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
10/07/2003,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
06/28/2004,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/25/2004,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/29/2004,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/31/2004,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
10/05/2004,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
10/12/2004,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
06/26/2005,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/09/2005,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
09/11/2005,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
06/26/2006,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/31/2006,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/01/2006,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/27/2006,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
06/26/2007,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
06/29/2007,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
06/30/2007,Betty Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/28/2007,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/26/2007,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/27/2007,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/04/2008,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/05/2008,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/31/2008,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/23/2008,Betty Myers And Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
06/26/2009,Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/23/2009,Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/26/2009,Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
06/21/2010,Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
06/21/2010,Richard Johnson- Dan Pagel,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
06/30/2010,Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/28/2010,Dan Pagel,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/27/2010,Dan Pagel,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/31/2010,Data Collectors,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
05/13/2011,Dan Pagel,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
06/30/2011,Dan and Sue Pagel- Richard E Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/21/2011,Dan and Sue Pagel- Richard E Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/20/2011,Dan and Sue Pagel- Richard E Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/20/2011,Richard Johnson- Dan Pagel,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
05/21/2012,Dan Pagel,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
06/25/2012,Dan and Sue Pagel- Richard E Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
06/26/2012,Dan and Sue Pagel- Richard E Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/21/2012,Dan Pagel,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/21/2012,Richard Johnson- Dan Pagel,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/21/2012,Richard Johnson- Janine Myers- Dan and Sue Pagel,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/25/2012,Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/25/2012,Richard Johnson- Dan Pagel,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
05/24/2013,Dan and Sue Pagel- Richard E Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
06/27/2013,Dan and Sue Pagel- Richard E Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/25/2013,Richard Johnson- Janine Myers- Dan and Sue Pagel,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/01/2013,Dan Pagel,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/26/2013,Richard Johnson- Janine Myers- Dan and Sue Pagel,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
05/16/2014,Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
06/16/2014,Richard Johnson- Dan Pagel,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/21/2014,Dan and Sue Pagel- Richard E Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/21/2014,Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/21/2014,Sue Pagel- Dan Pagel,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/25/2014,Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/25/2014,Richard Johnson- Dan Pagel,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
05/27/2015,Dan Pagel- Janine Myers,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
05/27/2015,Richard Johnson- Janine Myers- Dan and Sue Pagel,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
06/28/2015,Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
06/28/2015,Richard Johnson- Dan Pagel,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/23/2015,Richard Johnson- Janine Myers- Dan and Sue Pagel,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/30/2015,Sue Pagel- Dan Pagel,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/27/2015,Dan and Sue Pagel- Richard E Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
05/02/2016,Dan Pagel,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
05/02/2016,Sue Pagel- Dan Pagel,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
06/19/2016,Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
06/19/2016,Richard Johnson,Citizen Lake Monitoring Network QA/QC - 2016
06/19/2016,Richard Johnson- Janine Myers- Dan and Sue Pagel,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/25/2016,Dan Pagel,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/25/2016,Richard Johnson- Janine Myers- Dan and Sue Pagel,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/30/2016,Richard Johnson- Dan Pagel,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/15/2016,Data Collectors,Citizen Lake Monitoring Network QA/QC - 2016
08/15/2016,Sue Pagel- Dan Pagel,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/21/2016,Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/21/2016,Richard Johnson- Janine Myers- Dan and Sue Pagel,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
04/21/2017,Dan Pagel,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
04/21/2017,Sue Pagel- Dan Pagel,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
06/25/2017,Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
06/25/2017,Richard Johnson- Janine Myers- Dan and Sue Pagel,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/03/2017,Sue Pagel- Dan Pagel,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/20/2017,Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
07/20/2017,Richard Johnson- Janine Myers- Dan and Sue Pagel,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/20/2017,Richard Johnson,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
08/20/2017,Richard Johnson- Janine Myers- Dan and Sue Pagel,Citizen Lake Monitoring - Water Quality - Blue Lake; West Basin
