Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Lake Huron,Waushara,994900,NE,70,,703026,CE,SEEPAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
1,11/05/1980,,,,8,,,,51,,,,,
1,02/25/1981,,,,,20,,51,,,,,,
1,04/27/1981,,,,,20,,51,,,,,,
1,07/28/1981,,,,,,,,,,,,,
1,10/27/1981,,,,,20,,51,,,,,,
1,02/22/1982,,,,,20,,51,,,,,,
1,05/12/1982,,,,,20,,51,,,,,,
8190618,07/12/1987,21,NO,6.4,,,33,,,,,CLEAR,BLUE,
8190618,07/18/1987,15,NO,4.6,,,38,,,,,CLEAR,BLUE,
8190618,07/25/1987,16,NO,4.9,,,37,,,,,CLEAR,BLUE,
8190618,08/02/1987,16,NO,4.9,,,37,,,,,CLEAR,BLUE,
8190618,08/09/1987,14,NO,4.3,,,39,,,,,CLEAR,BLUE,
8190618,08/16/1987,16,NO,4.9,,,37,,,,,,GREEN,
8190618,08/22/1987,18,NO,5.5,,,35,,,,,,GREEN,
8190618,09/06/1987,13,NO,4,,,40,,,,,,GREEN,
8190618,09/13/1987,12,NO,3.6,,,41,,,,,,GREEN,
8190618,09/20/1987,13,NO,4,,,40,,,,,,GREEN,
8190618,09/27/1987,1,NO,0.3,,,77,,,,,,GREEN,
8190618,10/10/1987,11.5,NO,3.5,,,42,,,,,,GREEN,
06/20/2004,Marc Spees,Citizen Lake Monitoring - Water Quality - Lake Huron; Deep Hole
06/27/2004,Marc Spees,Citizen Lake Monitoring - Water Quality - Lake Huron; Deep Hole
07/05/2004,Barb And Elaine Spees,Citizen Lake Monitoring - Water Quality - Lake Huron; Deep Hole
07/18/2004,Barb And Elaine Spees,Citizen Lake Monitoring - Water Quality - Lake Huron; Deep Hole
08/15/2004,Barb And Elaine Spees,Citizen Lake Monitoring - Water Quality - Lake Huron; Deep Hole
08/22/2004,Marc Spees,Citizen Lake Monitoring - Water Quality - Lake Huron; Deep Hole
08/29/2004,Marc Spees,Citizen Lake Monitoring - Water Quality - Lake Huron; Deep Hole
05/28/2005,Elaine And Marc Spees,Citizen Lake Monitoring - Water Quality - Lake Huron; Deep Hole
06/12/2005,Marc Spees,Citizen Lake Monitoring - Water Quality - Lake Huron; Deep Hole
06/19/2005,Marc Spees,Citizen Lake Monitoring - Water Quality - Lake Huron; Deep Hole
06/26/2005,Marc Spees,Citizen Lake Monitoring - Water Quality - Lake Huron; Deep Hole
07/02/2005,Barb And Elaine Spees,Citizen Lake Monitoring - Water Quality - Lake Huron; Deep Hole
07/10/2005,Marc Spees,Citizen Lake Monitoring - Water Quality - Lake Huron; Deep Hole
07/17/2005,Marc Spees,Citizen Lake Monitoring - Water Quality - Lake Huron; Deep Hole
07/24/2005,Marc Spees,Citizen Lake Monitoring - Water Quality - Lake Huron; Deep Hole
07/31/2005,Marc Spees,Citizen Lake Monitoring - Water Quality - Lake Huron; Deep Hole
08/14/2005,Marc Spees,Citizen Lake Monitoring - Water Quality - Lake Huron; Deep Hole
08/21/2005,Marc Spees,Citizen Lake Monitoring - Water Quality - Lake Huron; Deep Hole
08/28/2005,Marc Spees,Citizen Lake Monitoring - Water Quality - Lake Huron; Deep Hole
09/05/2005,Marc Spees,Citizen Lake Monitoring - Water Quality - Lake Huron; Deep Hole
09/11/2005,Marc Spees,Citizen Lake Monitoring - Water Quality - Lake Huron; Deep Hole
06/11/2006,Barb And Elaine Spees,Citizen Lake Monitoring - Water Quality - Lake Huron; Deep Hole
07/03/2006,Elaine Spees,Citizen Lake Monitoring - Water Quality - Lake Huron; Deep Hole
08/26/2006,Elaine Spees,Citizen Lake Monitoring - Water Quality - Lake Huron; Deep Hole
09/04/2006,Elaine Spees,Citizen Lake Monitoring - Water Quality - Lake Huron; Deep Hole
06/30/2007,Barb And Elaine Spees,Citizen Lake Monitoring - Water Quality - Lake Huron; Deep Hole
04/11/2010,Chris Van Houten,
11/16/2010,Data Collectors,
02/15/2011,Ed Hernandez,
02/18/2011,Jeremy Williamson,
04/25/2011,Data Collectors,
04/26/2011,Chris Van Houten,
04/29/2011,Data Collectors,
04/29/2011,Ed Hernandez,
06/07/2011,Data Collectors,
06/07/2011,Ed Hernandez,
06/27/2011,Data Collectors,
06/28/2011,Data Collectors,
07/18/2011,Data Collectors,
08/08/2011,Data Collectors,
08/31/2011,Data Collectors,
10/26/2011,Data Collectors,
02/04/2012,Anthony Recht,
04/01/2012,Chris Van Houten,
05/02/2012,Data Collectors,
06/04/2012,Data Collectors,
06/07/2012,Data Collectors,
06/28/2012,Data Collectors,
07/16/2012,Data Collectors,
07/17/2012,Data Collectors,
08/06/2012,Data Collectors,
08/28/2012,Data Collectors,
05/11/2013,Chris Van Houten,
05/04/2014,Chris Van Houten,
04/18/2015,Data Collectors,
04/18/2016,Data Collectors,
