Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Fence Lake,Vilas,2323000,NO,64,,643173,NE,DRAINAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
8190148,07/03/1993,17.75,NO,5.4,,,36,,,,,CLEAR,BLUE,2-Very minor aesthetic problems
8190148,07/15/1993,24.75,NO,7.5,,,31,,,NORMAL,,CLEAR,BLUE,2-Very minor aesthetic problems
8190148,07/21/1993,21.75,NO,6.6,,,33,,,NORMAL,,CLEAR,BLUE,2-Very minor aesthetic problems
8190148,07/27/1993,19.75,NO,6,,,34,,,NORMAL,,,SLIGHTLY BROWN,2-Very minor aesthetic problems
8190148,08/07/1993,17.75,NO,5.4,,,36,,,NORMAL,,,SLIGHTLY BROWN,2-Very minor aesthetic problems
8190148,08/19/1993,20.5,NO,6.2,,,34,,,NORMAL,,CLEAR,BLUE,2-Very minor aesthetic problems
8190148,08/25/1993,22.25,NO,6.8,,,32,,,NORMAL,,CLEAR,BLUE,2-Very minor aesthetic problems
8190148,08/31/1993,21,NO,6.4,,,33,,,NORMAL,,CLEAR,BLUE,2-Very minor aesthetic problems
8190148,09/10/1993,16.25,NO,4.9,,,37,,,LOW,,,SLIGHTLY RED,2-Very minor aesthetic problems
8190148,09/18/1993,15.25,NO,4.6,,,38,,,NORMAL,,,SLIGHTLY BROWN,2-Very minor aesthetic problems
8190148,09/23/1993,15.25,NO,4.6,,,38,,,NORMAL,,CLEAR,BLUE,2-Very minor aesthetic problems
8190148,10/13/1993,15,NO,4.6,,,38,,,NORMAL,,CLEAR,BLUE,2-Very minor aesthetic problems
8190148,10/24/1993,16.25,NO,4.9,,,37,,,NORMAL,,CLEAR,BLUE,2-Very minor aesthetic problems
8190148,10/31/1993,12.25,NO,3.7,,,41,,,,,CLEAR,BLUE,2-Very minor aesthetic problems
8190068,05/18/1994,20.5,NO,6.2,,,34,,,,,CLEAR,GREEN,2-Very minor aesthetic problems
8190148,05/18/1994,22.25,NO,6.8,,,32,,,,,CLEAR,BLUE,2-Very minor aesthetic problems
8190068,05/24/1994,27,NO,8.2,,,30,,,,,CLEAR,BLUE,2-Very minor aesthetic problems
09/29/2001,James Evans,Citizen Lake Monitoring - Water Quality - Fence Lake (2323000)- Deep Hole 
10/01/2001,James Evans,Citizen Lake Monitoring - Water Quality - Fence Lake (2323000)- Deep Hole 
10/12/2001,James Evans,Citizen Lake Monitoring - Water Quality - Fence Lake (2323000)- Deep Hole 
07/03/2002,James Evans,Citizen Lake Monitoring - Water Quality - Fence Lake (2323000)- Deep Hole 
07/07/2002,James Evans,Citizen Lake Monitoring - Water Quality - Fence Lake (2323000)- Deep Hole 
07/13/2002,James Evans,Citizen Lake Monitoring - Water Quality - Fence Lake (2323000)- Deep Hole 
07/26/2002,James Evans,Citizen Lake Monitoring - Water Quality - Fence Lake (2323000)- Deep Hole 
08/09/2002,James Evans,Citizen Lake Monitoring - Water Quality - Fence Lake (2323000)- Deep Hole 
08/25/2002,James Evans,Citizen Lake Monitoring - Water Quality - Fence Lake (2323000)- Deep Hole 
09/11/2002,James Evans,Citizen Lake Monitoring - Water Quality - Fence Lake (2323000)- Deep Hole 
10/05/2002,James Evans,Citizen Lake Monitoring - Water Quality - Fence Lake (2323000)- Deep Hole 
06/11/2003,James Evans,Citizen Lake Monitoring - Water Quality - Fence Lake (2323000)- Deep Hole 
07/05/2003,James Evans,Citizen Lake Monitoring - Water Quality - Fence Lake (2323000)- Deep Hole 
08/01/2003,James Evans,Citizen Lake Monitoring - Water Quality - Fence Lake (2323000)- Deep Hole 
08/12/2003,James Evans,Citizen Lake Monitoring - Water Quality - Fence Lake (2323000)- Deep Hole 
10/08/2003,James Evans,Citizen Lake Monitoring - Water Quality - Fence Lake (2323000)- Deep Hole 
07/15/2007,Peter Hanson,Citizen Lake Monitoring - Water Quality - Fence Lake (2323000)- Deep Hole 
07/24/2007,Peter Hanson,Citizen Lake Monitoring - Water Quality - Fence Lake (2323000)- Deep Hole 
08/29/2007,Peter Hanson,Citizen Lake Monitoring - Water Quality - Fence Lake (2323000)- Deep Hole 
09/10/2007,Peter Hanson,Citizen Lake Monitoring - Water Quality - Fence Lake (2323000)- Deep Hole 
09/15/2007,Peter Hanson,Citizen Lake Monitoring - Water Quality - Fence Lake (2323000)- Deep Hole 
07/22/2008,Peter Hanson,Citizen Lake Monitoring - Water Quality - Fence Lake (2323000)- Deep Hole 
08/06/2008,Peter Hanson,Citizen Lake Monitoring - Water Quality - Fence Lake (2323000)- Deep Hole 
08/20/2008,Peter Hanson,Citizen Lake Monitoring - Water Quality - Fence Lake (2323000)- Deep Hole 
08/26/2008,Peter Hanson,Citizen Lake Monitoring - Water Quality - Fence Lake (2323000)- Deep Hole 
10/06/2008,Peter Hanson,Citizen Lake Monitoring - Water Quality - Fence Lake (2323000)- Deep Hole 
07/10/2009,Peter Hanson,Citizen Lake Monitoring - Water Quality - Fence Lake (2323000)- Deep Hole 
07/20/2009,Peter Hanson,Citizen Lake Monitoring - Water Quality - Fence Lake (2323000)- Deep Hole 
08/16/2009,Peter Hanson,Citizen Lake Monitoring - Water Quality - Fence Lake (2323000)- Deep Hole 
09/06/2009,Peter Hanson,Citizen Lake Monitoring - Water Quality - Fence Lake (2323000)- Deep Hole 
06/17/2014,DANIELA GURLIN,Optical  Properties of WI Lakes 2011 - 
07/11/2017,Ashlyn Christel,Citizen Lake Monitoring - Water Quality - Fence Lake (2323000)- Deep Hole 
07/19/2017,Ashlyn Christel,Citizen Lake Monitoring - Water Quality - Fence Lake (2323000)- Deep Hole 
