Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Beaver Dam Lake,Barron,2081200,NO,3,,033132,NW,SEEPAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
1,05/27/1992,9.5,,2.89,4,7,45,43,45,,,,,
1,06/24/1992,10.5,,3.2,39,40,43,57,62,,,,,
8190878,06/30/1992,12,NO,3.6,,,41,,,,,CLEAR,BLUE,2-Very minor aesthetic problems
8190878,07/16/1992,11.5,NO,3.5,,,42,,,,,CLEAR,BLUE,2-Very minor aesthetic problems
1,08/11/1992,,,,4.85,63,,60,47,,,,,
8190878,08/19/1992,12,NO,3.6,,,41,,,,,CLEAR,BLUE,2-Very minor aesthetic problems
8190018,05/16/1994,11.5,NO,3.5,,,42,,,,,CLEAR,GREEN,2-Very minor aesthetic problems
1,05/17/1994,,,,,,,,,,,,,
8190018,06/03/1994,13.75,NO,4.2,,,39,,,,,CLEAR,GREEN,2-Very minor aesthetic problems
1,06/21/1994,,,,,,,,,,,,,
1,08/16/1994,,,,,,,,,,,,,
1,09/20/1994,,,,,,,,,,,,,
8190018,06/12/1995,15,NO,4.6,,,38,,,,,,,2-Very minor aesthetic problems
8190018,07/07/1995,14.5,NO,4.4,,,39,,,,,CLEAR,BLUE,2-Very minor aesthetic problems
08/06/2010,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
09/12/2010,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
10/05/2010,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
06/30/2011,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
07/25/2011,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
09/07/2011,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
10/05/2011,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
06/05/2012,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
07/19/2012,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
08/01/2012,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
09/29/2012,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
07/03/2013,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
07/31/2013,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
09/04/2013,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
09/25/2013,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
06/21/2014,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
07/17/2014,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
08/09/2014,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
08/22/2014,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
06/14/2015,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
07/10/2015,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
07/23/2015,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
09/07/2015,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
07/05/2016,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
08/01/2016,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
08/07/2016,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
09/18/2016,Nancy Bentz,Citizen Lake Monitoring - Water Quality - Beaver Dam Lake; W Of Eagle Pt
