Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Whitefish Lake,Douglas,2694000,NO,16,,163389,NW,SEEPAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
1,03/04/1998,,,,,,,,,,,,,
1,04/21/1998,,,,1.13,,,,36,,,,,
1,06/10/1998,,,,1.9,,,,40,,,,,
1,07/09/1998,,,,1.17,5,,41,36,,,,,
1,08/12/1998,,,,1.57,,,,38,,,,,
08/30/2011,50,FEET,48.3,DEGREES F,5.07,MG/L
08/30/2011,60,FEET,45.6,DEGREES F,3.4,MG/L
08/30/2011,80,FEET,44,DEGREES F,.15,MG/L
08/30/2011,100,FEET,43.7,DEGREES F,.12,MG/L
06/26/2012,0,FEET,72.1,DEGREES F,8.16,MG/L
06/26/2012,3,FEET,72.1,DEGREES F,8.2,MG/L
06/26/2012,10,FEET,72,DEGREES F,8.07,MG/L
06/26/2012,20,FEET,69.9,DEGREES F,8.35,MG/L
06/26/2012,25,FEET,67.8,DEGREES F,8.59,MG/L
06/26/2012,30,FEET,63.3,DEGREES F,9.12,MG/L
06/26/2012,35,FEET,59.2,DEGREES F,8.86,MG/L
06/26/2012,40,FEET,53.6,DEGREES F,9.4,MG/L
06/26/2012,45,FEET,50.7,DEGREES F,8.75,MG/L
06/26/2012,50,FEET,49.4,DEGREES F,8,MG/L
06/26/2012,60,FEET,47.7,DEGREES F,6.5,MG/L
06/26/2012,80,FEET,46.6,DEGREES F,3.44,MG/L
06/26/2012,100,FEET,46.3,DEGREES F,.3,MG/L
08/02/2012,0,FEET,79,DEGREES F,7.6,MG/L
08/02/2012,3,FEET,78.5,DEGREES F,7.5,MG/L
08/02/2012,10,FEET,78.2,DEGREES F,7.5,MG/L
08/02/2012,20,FEET,78,DEGREES F,7.4,MG/L
08/02/2012,25,FEET,77,DEGREES F,7.3,MG/L
08/02/2012,30,FEET,69.8,DEGREES F,7.75,MG/L
08/02/2012,35,FEET,63.4,DEGREES F,6.15,MG/L
08/02/2012,40,FEET,59.4,DEGREES F,7.74,MG/L
08/02/2012,45,FEET,53.8,DEGREES F,7.4,MG/L
08/02/2012,50,FEET,51.1,DEGREES F,5.68,MG/L
08/02/2012,60,FEET,48,DEGREES F,3.85,MG/L
08/02/2012,80,FEET,46.5,DEGREES F,.24,MG/L
08/02/2012,100,FEET,46.6,DEGREES F,.12,MG/L
08/29/2012,0,FEET,72.7,DEGREES F,8.4,MG/L
08/29/2012,3,FEET,72.5,DEGREES F,8,MG/L
08/29/2012,10,FEET,71.6,DEGREES F,8.05,MG/L
08/29/2012,20,FEET,71.4,DEGREES F,7.98,MG/L
08/29/2012,25,FEET,71,DEGREES F,8,MG/L
08/29/2012,30,FEET,70.9,DEGREES F,7.65,MG/L
08/29/2012,35,FEET,66,DEGREES F,5.96,MG/L
08/29/2012,40,FEET,57.4,DEGREES F,7.29,MG/L
08/29/2012,45,FEET,52.3,DEGREES F,5.5,MG/L
08/29/2012,50,FEET,50.3,DEGREES F,4.65,MG/L
08/29/2012,60,FEET,48,DEGREES F,2.47,MG/L
08/29/2012,80,FEET,46.5,DEGREES F,.36,MG/L
08/29/2012,100,FEET,46.4,DEGREES F,.26,MG/L
07/30/2013,0,FEET,70.1,DEGREES F,9.1,MG/L
07/30/2013,3,FEET,71.4,DEGREES F,8.95,MG/L
07/30/2013,10,FEET,69.8,DEGREES F,8.94,MG/L
07/30/2013,20,FEET,69.5,DEGREES F,8.85,MG/L
07/30/2013,25,FEET,69.3,DEGREES F,8.92,MG/L
07/30/2013,30,FEET,68.7,DEGREES F,12.35,MG/L
07/30/2013,35,FEET,53.5,DEGREES F,10.99,MG/L
07/30/2013,40,FEET,50.4,DEGREES F,10.52,MG/L
07/30/2013,50,FEET,46.2,DEGREES F,1.38,MG/L
06/09/2014,0,FEET,67.4,DEGREES F,9.18,MG/L
06/09/2014,3,FEET,66.9,DEGREES F,9.25,MG/L
06/09/2014,10,FEET,66.7,DEGREES F,9.3,MG/L
06/09/2014,20,FEET,53.8,DEGREES F,13.42,MG/L
06/09/2014,25,FEET,50.7,DEGREES F,13.57,MG/L
06/09/2014,30,FEET,49.1,DEGREES F,13.4,MG/L
06/09/2014,35,FEET,47.5,DEGREES F,12.56,MG/L
06/09/2014,40,FEET,46.3,DEGREES F,11.27,MG/L
06/09/2014,50,FEET,43.9,DEGREES F,9.55,MG/L
06/09/2014,60,FEET,42.8,DEGREES F,8.7,MG/L
06/09/2014,80,FEET,42.1,DEGREES F,7.98,MG/L
06/09/2014,100,FEET,41.7,DEGREES F,.29,MG/L
07/23/2014,0,FEET,73.3,DEGREES F,8.42,MG/L
07/23/2014,3,FEET,73.2,DEGREES F,8.29,MG/L
07/23/2014,10,FEET,73.1,DEGREES F,8.3,MG/L
07/23/2014,20,FEET,72.1,DEGREES F,8.29,MG/L
07/23/2014,25,FEET,66.8,DEGREES F,9.1,MG/L
07/23/2014,30,FEET,54.4,DEGREES F,11.4,MG/L
07/23/2014,35,FEET,50.8,DEGREES F,11.93,MG/L
07/23/2014,40,FEET,48.5,DEGREES F,9,MG/L
07/23/2014,45,FEET,45.9,DEGREES F,7.12,MG/L
07/23/2014,50,FEET,44.7,DEGREES F,7,MG/L
07/23/2014,60,FEET,43.3,DEGREES F,5.92,MG/L
07/23/2014,80,FEET,42.3,DEGREES F,3.59,MG/L
07/23/2014,100,FEET,42.2,DEGREES F,.11,MG/L
08/12/2015,0,FEET,74.4,DEGREES F,8.2,MG/L
08/12/2015,3,FEET,74.4,DEGREES F,8.53,MG/L
08/12/2015,10,FEET,74.3,DEGREES F,8.45,MG/L
08/12/2015,20,FEET,73.9,DEGREES F,8.35,MG/L
08/12/2015,30,FEET,71.6,DEGREES F,8.11,MG/L
08/12/2015,35,FEET,60.3,DEGREES F,7.92,MG/L
08/12/2015,40,FEET,53.7,DEGREES F,6.8,MG/L
08/12/2015,45,FEET,49.6,DEGREES F,4.4,MG/L
08/12/2015,50,FEET,47.9,DEGREES F,3.96,MG/L
08/12/2015,60,FEET,45.8,DEGREES F,4.2,MG/L
08/12/2015,80,FEET,44.6,DEGREES F,.75,MG/L
08/12/2015,100,FEET,44.4,DEGREES F,.15,MG/L
05/18/2016,0,FEET,57.3,DEGREES F,10.9,MG/L
05/18/2016,3,FEET,54.9,DEGREES F,11.15,MG/L
05/18/2016,10,FEET,54.4,DEGREES F,11.12,MG/L
05/18/2016,20,FEET,53.1,DEGREES F,11.19,MG/L
05/18/2016,25,FEET,52.6,DEGREES F,11.2,MG/L
05/18/2016,30,FEET,52.1,DEGREES F,11.14,MG/L
05/18/2016,35,FEET,51.8,DEGREES F,11.19,MG/L
05/18/2016,40,FEET,51.5,DEGREES F,11.18,MG/L
05/18/2016,45,FEET,51.5,DEGREES F,11.17,MG/L
05/18/2016,50,FEET,49.2,DEGREES F,11,MG/L
05/18/2016,60,FEET,47,DEGREES F,10.81,MG/L
05/18/2016,80,FEET,45,DEGREES F,9.18,MG/L
05/18/2016,100,FEET,44.9,DEGREES F,.16,MG/L
07/25/2016,0,FEET,77.8,DEGREES F,7.85,MG/L
07/25/2016,3,FEET,77.8,DEGREES F,7.65,MG/L
07/25/2016,10,FEET,77.7,DEGREES F,7.71,MG/L
07/25/2016,20,FEET,74.7,DEGREES F,8.26,MG/L
07/25/2016,25,FEET,72.4,DEGREES F,8.15,MG/L
07/25/2016,30,FEET,70.3,DEGREES F,8.04,MG/L
07/25/2016,35,FEET,62.3,DEGREES F,7.8,MG/L
07/25/2016,40,FEET,56.5,DEGREES F,7.86,MG/L
07/25/2016,45,FEET,53,DEGREES F,6.2,MG/L
07/25/2016,50,FEET,50.7,DEGREES F,5.7,MG/L
07/25/2016,60,FEET,48,DEGREES F,4.04,MG/L
07/25/2016,80,FEET,46.2,DEGREES F,1.3,MG/L
07/25/2016,100,FEET,45.8,DEGREES F,.21,MG/L
08/24/2016,0,FEET,73.8,DEGREES F,7.85,MG/L
08/24/2016,3,FEET,73.9,DEGREES F,7.79,MG/L
08/24/2016,10,FEET,73.8,DEGREES F,7.79,MG/L
08/24/2016,20,FEET,73.8,DEGREES F,7.74,MG/L
08/24/2016,25,FEET,73.8,DEGREES F,7.73,MG/L
08/24/2016,30,FEET,73,DEGREES F,7.48,MG/L
08/24/2016,35,FEET,64.7,DEGREES F,6.37,MG/L
08/24/2016,40,FEET,56.4,DEGREES F,5.3,MG/L
08/24/2016,45,FEET,53.6,DEGREES F,4.53,MG/L
08/24/2016,50,FEET,51.5,DEGREES F,3.8,MG/L
08/24/2016,60,FEET,48,DEGREES F,1.48,MG/L
08/24/2016,80,FEET,46,DEGREES F,.27,MG/L
08/24/2016,100,FEET,45.7,DEGREES F,.18,MG/L
07/31/2017,0,FEET,77.9,DEGREES F,,
07/31/2017,3,FEET,77.6,DEGREES F,,
07/31/2017,10,FEET,76.8,DEGREES F,,
07/31/2017,20,FEET,74.4,DEGREES F,,
07/31/2017,25,FEET,71,DEGREES F,,
07/31/2017,30,FEET,62.4,DEGREES F,,
07/31/2017,35,FEET,57.6,DEGREES F,,
07/31/2017,40,FEET,53.3,DEGREES F,,
07/31/2017,45,FEET,5034,DEGREES F,,
07/31/2017,50,FEET,48.8,DEGREES F,,
07/31/2017,60,FEET,46.8,DEGREES F,,
07/31/2017,80,FEET,45.6,DEGREES F,,
07/31/2017,100,FEET,45.8,DEGREES F,,
08/16/2017,0,FEET,71.7,DEGREES F,8.3,MG/L
08/16/2017,3,FEET,71.8,DEGREES F,8.25,MG/L
08/16/2017,10,FEET,71.8,DEGREES F,8.35,MG/L
08/16/2017,20,FEET,71.5,DEGREES F,8.35,MG/L
08/16/2017,25,FEET,70.8,DEGREES F,8.1,MG/L
08/16/2017,30,FEET,66.5,DEGREES F,8.6,MG/L
08/16/2017,35,FEET,58.9,DEGREES F,8.3,MG/L
08/16/2017,40,FEET,54.6,DEGREES F,6.08,MG/L
08/16/2017,45,FEET,50.4,DEGREES F,3.87,MG/L
08/16/2017,50,FEET,48.5,DEGREES F,3.75,MG/L
08/16/2017,60,FEET,46.9,DEGREES F,2059,MG/L
08/16/2017,80,FEET,46.1,DEGREES F,.06,MG/L
08/16/2017,100,FEET,46.2,DEGREES F,.05,MG/L



Start Date,Fieldwork Comment
09/28/1998,Immature eagle on shore.    
10/27/1998,Two muskrats.    
04/14/1999,Partly cloudy. ice out 4-9-99. wind NW 5-10 mph. loons on lake.    
04/24/1999,Lake has turned over. bug hatch on lake. sunny + no wind.    
05/26/1999,Ran out of rope for measuring (could have gone deeper).    
06/17/1999,Choppy water.  Partly cloudy.    
06/24/1999,2.5" rain this week.  Slight breeze.    
07/21/1999,Calm + clear.  Bloom in lake.    
08/16/1999,TOP    
05/02/2000,End of rope    
06/08/2000,TOP SAMPLE    
07/11/2000,5 inches of rain in last 2 weeks.  Clear- sunny- no wind.    
07/13/2000,Clear and calm.    
07/30/2000,Calm    
08/28/2000,Windy and overcast.    
09/02/2000,Sunny and calm.    
03/02/2001,TOP SAMPLE    
05/03/2001,TOP SAMPLE    
05/23/2001,Calm- clear- and sunny.    
05/30/2001,SOUTH BASIN    
06/07/2001,Cloudy- calm- and heavy pine pollen.    
06/13/2001,TOP SAMPLE    
07/02/2001,Heavy overcast and windy.    
07/05/2001,Clear- calm- and sunny.    
07/11/2001,Calm and overcast.    
07/12/2001,TOP SAMPLE    
07/18/2001,Sunny and calm.    
07/30/2001,Cloudy with a slight breeze.    
08/08/2001,Choppy.    
08/13/2001,Breezy.    
09/25/2001,SOUTH BASIN    
04/30/2002,Bugs on surface.  Cool- clear- calm and sunny.  Two eagles- two loons- and five greber.    
06/07/2002,Mirror smooth- cloudy- yellow pollen in water.
6 loons.    
06/17/2002,Clear and windy.    
07/11/2002,7 inches of rain in the last 3 days

    
07/24/2002,Choppy and cloudy.    
08/20/2002,SOUTH BASIN - 3FT VAN DORN SAMPLE    
09/24/2002,Clear and sunny.    
05/27/2003,choppy- sunny with pine pollen in the water    
06/23/2003,sunny- slight breeze with 3 inches of rain recently.    
07/28/2003,sunny and calm    
08/12/2003,can see a alga bloom in the lake.
    
08/19/2003,SOUTH BASIN - SURFACE    
10/05/2003,SOUTH BASIN - SURFACE    
05/18/2004,SOUTH BASIN- DEEP HOLE - MANUAL GRAB    
05/25/2004,SOUTH BASIN-DEEP HOLE - SURFACE    
06/15/2004,SOUTH BASIN - DEEP HOLE-SURFACE    
07/19/2004,SOUTH BASIN - DEEP HOLE    
09/07/2004,SOUTH BASIN - DEEP HOLE - SURFACE    
10/06/2004,SOUTH BASIN - DEEP HOLE - SURFACE    
04/20/2005,WHITEFISH LAKE- SOUTH SITE- NEAR GORDON WI    
05/10/2005,SOUTH BASIN    
06/15/2005,WHITEFISH LAKE- SOUTH SITE- NEAR GORDON WI    
06/20/2005,SOUTH BASIN    
07/12/2005,SOUTH BASIN    
07/20/2005,WHITEFISH LAKE- SOUTH SITE- NEAR GORDON WI    
08/17/2005,WHITEFISH LAKE- SOUTH SITE- NEAR GORDON WI    
08/24/2005,SOUTH BASIN    
09/16/2005,WHITEFISH LAKE- SOUTH SITE- NEAR GORDON WI    
09/28/2005,SOUTH BASIN    
04/25/2006,WHITEFISH LAKE- SOUTH SITE- NEAR GORDON WI    
05/03/2006,Windy + choppy
06/05/2006,WHITEFISH LAKE- SOUTH SITE- NEAR GORDON WI    
06/10/2006,very windy + choppy
07/05/2006,WHITEFISH LAKE- SOUTH SITE- NEAR GORDON WI    
08/01/2006,WHITEFISH LAKE- SOUTH SITE- NEAR GORDON WI    
08/26/2006,cloudy overcast day
09/07/2006,WHITEFISH LAKE- SOUTH SITE- NEAR GORDON WI    
05/14/2007,windy and hazy.
06/01/2007,clear and calm
06/20/2007,windy and choppy.
08/15/2007,algae bloom- hazy
05/21/2008,choppy and clear
06/23/2008,clear- calm- pine pollen in water
07/15/2008,choppy and clear
08/19/2008,choppy and clear
06/14/2009,heavy pollen
06/24/2009,heavy pollen
07/27/2009,cloudy cloudy
08/29/2012,sunny
08/24/2016,overcast and cloudy
07/31/2017,clear and sunny with baby loons.  Joe and Laura McCormick assisted as well
08/16/2017,cloudy and windy  Joe and Laura McCormick also assisted with findings




Start Date,Group Name,Project Name
03/04/1998,Data Collectors,TOWN OF WASCOTT: Whitefish Lake Water Quality Monitoring
04/21/1998,Data Collectors,TOWN OF WASCOTT: Whitefish Lake Water Quality Monitoring
06/10/1998,Data Collectors,TOWN OF WASCOTT: Whitefish Lake Water Quality Monitoring
07/09/1998,Data Collectors,TOWN OF WASCOTT: Whitefish Lake Water Quality Monitoring
08/12/1998,Data Collectors,TOWN OF WASCOTT: Whitefish Lake Water Quality Monitoring
09/28/1998,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
10/27/1998,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
03/03/1999,Data Collectors,TOWN OF WASCOTT: Whitefish Lake Water Quality Monitoring
04/14/1999,Data Collectors,TOWN OF WASCOTT: Whitefish Lake Water Quality Monitoring
04/14/1999,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
04/24/1999,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
05/26/1999,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
06/02/1999,Data Collectors,TOWN OF WASCOTT: Whitefish Lake Water Quality Monitoring
06/17/1999,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
06/24/1999,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
07/11/1999,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
07/14/1999,Data Collectors,TOWN OF WASCOTT: Whitefish Lake Water Quality Monitoring
07/14/1999,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
07/21/1999,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
08/16/1999,USGS,TOWN OF WASCOTT: Whitefish Lake Water Quality Monitoring
08/26/1999,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
09/02/1999,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
03/03/2000,USGS,TOWN OF WASCOTT: Whitefish Lake Water Quality Monitoring
04/12/2000,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
04/12/2000,USGS,TOWN OF WASCOTT: Whitefish Lake Water Quality Monitoring
05/02/2000,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
05/04/2000,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
05/26/2000,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
06/07/2000,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
06/08/2000,Data Collectors,TOWN OF WASCOTT: Whitefish Lake Water Quality Monitoring
06/27/2000,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
07/11/2000,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
07/13/2000,Data Collectors,TOWN OF WASCOTT: Whitefish Lake Water Quality Monitoring
07/13/2000,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
07/22/2000,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
07/30/2000,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
07/31/2000,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
08/10/2000,Data Collectors,TOWN OF WASCOTT: Whitefish Lake Water Quality Monitoring
08/28/2000,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
09/02/2000,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
09/10/2000,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
09/25/2000,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
10/13/2000,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
03/02/2001,Data Collectors,TOWN OF WASCOTT: Whitefish Lake Water Quality Monitoring
05/03/2001,Data Collectors,TOWN OF WASCOTT: Whitefish Lake Water Quality Monitoring
05/23/2001,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
05/30/2001,Data Collectors,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
06/07/2001,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
06/13/2001,USGS,TOWN OF WASCOTT: Whitefish Lake Water Quality Monitoring
07/02/2001,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
07/05/2001,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
07/11/2001,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
07/12/2001,USGS,TOWN OF WASCOTT: Whitefish Lake Water Quality Monitoring
07/18/2001,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
07/30/2001,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
08/08/2001,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
08/13/2001,Data Collectors,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
08/14/2001,Data Collectors,TOWN OF WASCOTT: Whitefish Lake Water Quality Monitoring
09/25/2001,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
04/30/2002,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
06/07/2002,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
06/17/2002,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
07/11/2002,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
07/18/2002,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
07/24/2002,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
07/29/2002,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
08/04/2002,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
08/19/2002,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
08/20/2002,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
09/24/2002,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
05/27/2003,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
06/09/2003,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
06/23/2003,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
07/28/2003,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
08/04/2003,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
08/12/2003,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
08/19/2003,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
09/09/2003,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
10/05/2003,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
05/18/2004,Pamela Toshner,Lake Baseline Monitoring- DNR (1970s-2006)
05/25/2004,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
06/03/2004,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
06/15/2004,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
07/10/2004,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
07/15/2004,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
07/19/2004,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
07/20/2004,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
09/07/2004,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
10/06/2004,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
04/20/2005,USGS,WHITEFISH LAKE CONSERVATION ORGANIZATION- IN: LMI-Whitefish Lake Diagnostic + Feasibility Study
05/10/2005,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
05/10/2005,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
05/24/2005,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
06/15/2005,USGS,WHITEFISH LAKE CONSERVATION ORGANIZATION- IN: LMI-Whitefish Lake Diagnostic + Feasibility Study
06/20/2005,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
06/20/2005,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
07/07/2005,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
07/12/2005,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
07/12/2005,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
07/20/2005,USGS,WHITEFISH LAKE CONSERVATION ORGANIZATION- IN: LMI-Whitefish Lake Diagnostic + Feasibility Study
07/29/2005,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
08/01/2005,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
08/17/2005,Data Collectors,WHITEFISH LAKE CONSERVATION ORGANIZATION- IN: LMI-Whitefish Lake Diagnostic + Feasibility Study
08/24/2005,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
08/24/2005,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
09/16/2005,Data Collectors,WHITEFISH LAKE CONSERVATION ORGANIZATION- IN: LMI-Whitefish Lake Diagnostic + Feasibility Study
09/28/2005,Sandra Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
04/25/2006,Data Collectors,WHITEFISH LAKE CONSERVATION ORGANIZATION- IN: LMI-Whitefish Lake Diagnostic + Feasibility Study
05/03/2006,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
06/05/2006,Data Collectors,WHITEFISH LAKE CONSERVATION ORGANIZATION- IN: LMI-Whitefish Lake Diagnostic + Feasibility Study
06/10/2006,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
06/27/2006,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
07/05/2006,USGS,WHITEFISH LAKE CONSERVATION ORGANIZATION- IN: LMI-Whitefish Lake Diagnostic + Feasibility Study
07/14/2006,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
07/17/2006,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
08/01/2006,Data Collectors,
08/16/2006,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
08/26/2006,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
09/07/2006,Data Collectors,
10/17/2006,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
05/14/2007,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
06/01/2007,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
06/20/2007,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
06/21/2007,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
06/27/2007,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
07/16/2007,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
08/15/2007,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
10/22/2007,Pamela Toshner,Lakes Long Term Trend Monitoring (1986-present)
05/21/2008,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
06/23/2008,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
07/15/2008,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
08/05/2008,Sandy and Fred Anderson,Citizen Lake Monitoring - Water Quality - Whitefish Lake; At South Basin
