Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Two Island Lake,Chippewa,1887500,WC,9,,093140,NW,SEEPAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
1,03/02/1994,,,,1.53,8,,44,38,,,,,
07/21/2015,3,FEET,78.6,DEGREES F,,
07/21/2015,6,FEET,78.2,DEGREES F,,
07/21/2015,9,FEET,78,DEGREES F,,
07/21/2015,12,FEET,77.3,DEGREES F,,
07/21/2015,15,FEET,71.6,DEGREES F,,
07/21/2015,18,FEET,63.5,DEGREES F,,
07/21/2015,21,FEET,55.4,DEGREES F,,
07/21/2015,24,FEET,50.7,DEGREES F,,
07/21/2015,27,FEET,47.3,DEGREES F,,
08/26/2015,0,FEET,69.4,DEGREES F,,
08/26/2015,3,FEET,68.7,DEGREES F,,
08/26/2015,6,FEET,68.1,DEGREES F,,
08/26/2015,9,FEET,68,DEGREES F,,
08/26/2015,12,FEET,68,DEGREES F,,
08/26/2015,15,FEET,67.8,DEGREES F,,
08/26/2015,18,FEET,67.6,DEGREES F,,
08/26/2015,21,FEET,59.3,DEGREES F,,
08/26/2015,24,FEET,52.8,DEGREES F,,
08/26/2015,27,FEET,48.5,DEGREES F,,
09/29/2015,0,FEET,68.9,DEGREES F,,
09/29/2015,3,FEET,68.3,DEGREES F,,
09/29/2015,6,FEET,68.1,DEGREES F,,
09/29/2015,9,FEET,68,DEGREES F,,
09/29/2015,12,FEET,67.8,DEGREES F,,
09/29/2015,15,FEET,67.4,DEGREES F,,
09/29/2015,18,FEET,67.1,DEGREES F,,
09/29/2015,21,FEET,63.3,DEGREES F,,
09/29/2015,24,FEET,55.5,DEGREES F,,
09/29/2015,27,FEET,50,DEGREES F,,
04/17/2016,0,FEET,56.1,DEGREES F,,
04/17/2016,3,FEET,55.4,DEGREES F,,
04/17/2016,6,FEET,51.2,DEGREES F,,
04/17/2016,9,FEET,48.2,DEGREES F,,
04/17/2016,12,FEET,44.4,DEGREES F,,
04/17/2016,15,FEET,43.8,DEGREES F,,
04/17/2016,18,FEET,43.1,DEGREES F,,
04/17/2016,21,FEET,42.6,DEGREES F,,
04/17/2016,24,FEET,42.2,DEGREES F,,
04/17/2016,27,FEET,42,DEGREES F,,
05/18/2016,0,FEET,61.1,DEGREES F,,
05/18/2016,3,FEET,58.8,DEGREES F,,
05/18/2016,6,FEET,57.9,DEGREES F,,
05/18/2016,9,FEET,57.3,DEGREES F,,
05/18/2016,12,FEET,55.4,DEGREES F,,
05/18/2016,15,FEET,49.4,DEGREES F,,
05/18/2016,18,FEET,47.4,DEGREES F,,
05/18/2016,21,FEET,45.3,DEGREES F,,
05/18/2016,24,FEET,43.8,DEGREES F,,
05/18/2016,27,FEET,43.1,DEGREES F,,
06/17/2016,0,FEET,75.5,DEGREES F,,
06/17/2016,3,FEET,74.8,DEGREES F,,
06/17/2016,6,FEET,73.7,DEGREES F,,
06/17/2016,9,FEET,69,DEGREES F,,
06/17/2016,12,FEET,61.5,DEGREES F,,
06/17/2016,15,FEET,55.4,DEGREES F,,
06/17/2016,18,FEET,51.2,DEGREES F,,
06/17/2016,21,FEET,47.6,DEGREES F,,
06/17/2016,24,FEET,45.6,DEGREES F,,
06/17/2016,27,FEET,44,DEGREES F,,
06/28/2016,0,FEET,77.5,DEGREES F,,
06/28/2016,3,FEET,76.4,DEGREES F,,
06/28/2016,6,FEET,76.1,DEGREES F,,
06/28/2016,9,FEET,75.2,DEGREES F,,
06/28/2016,12,FEET,64.4,DEGREES F,,
06/28/2016,15,FEET,57,DEGREES F,,
06/28/2016,18,FEET,52.7,DEGREES F,,
06/28/2016,21,FEET,48.9,DEGREES F,,
06/28/2016,24,FEET,46.2,DEGREES F,,
06/28/2016,27,FEET,44.6,DEGREES F,,
07/24/2016,0,FEET,82.7,DEGREES F,,
07/24/2016,3,FEET,82.5,DEGREES F,,
07/24/2016,6,FEET,81.3,DEGREES F,,
07/24/2016,9,FEET,77.7,DEGREES F,,
07/24/2016,12,FEET,71.6,DEGREES F,,
07/24/2016,15,FEET,62.6,DEGREES F,,
07/24/2016,18,FEET,55.4,DEGREES F,,
07/24/2016,21,FEET,50.7,DEGREES F,,
07/24/2016,24,FEET,47.2,DEGREES F,,
07/24/2016,27,FEET,45.6,DEGREES F,,
08/07/2016,0,FEET,79.5,DEGREES F,,
08/07/2016,3,FEET,78.9,DEGREES F,,
08/07/2016,6,FEET,78.6,DEGREES F,,
08/07/2016,9,FEET,78.2,DEGREES F,,
08/07/2016,12,FEET,73.4,DEGREES F,,
08/07/2016,15,FEET,64.2,DEGREES F,,
08/07/2016,18,FEET,56.6,DEGREES F,,
08/07/2016,21,FEET,51.4,DEGREES F,,
08/07/2016,24,FEET,48,DEGREES F,,
08/07/2016,27,FEET,45.6,DEGREES F,,
08/31/2016,0,FEET,75.7,DEGREES F,,
08/31/2016,3,FEET,74.7,DEGREES F,,
08/31/2016,6,FEET,74.4,DEGREES F,,
08/31/2016,9,FEET,74.4,DEGREES F,,
08/31/2016,12,FEET,73.4,DEGREES F,,
08/31/2016,15,FEET,66.7,DEGREES F,,
08/31/2016,18,FEET,58.8,DEGREES F,,
08/31/2016,21,FEET,52.5,DEGREES F,,
08/31/2016,24,FEET,48.7,DEGREES F,,
08/31/2016,27,FEET,46.2,DEGREES F,,
09/30/2016,0,FEET,64.4,DEGREES F,,
09/30/2016,3,FEET,63.6,DEGREES F,,
09/30/2016,6,FEET,63.6,DEGREES F,,
09/30/2016,9,FEET,63.3,DEGREES F,,
09/30/2016,12,FEET,63.3,DEGREES F,,
09/30/2016,15,FEET,63.1,DEGREES F,,
09/30/2016,18,FEET,62.6,DEGREES F,,
09/30/2016,21,FEET,55.2,DEGREES F,,
09/30/2016,24,FEET,50.3,DEGREES F,,
09/30/2016,27,FEET,47.1,DEGREES F,,
11/02/2016,0,FEET,52.7,DEGREES F,,
11/02/2016,3,FEET,51.9,DEGREES F,,
11/02/2016,6,FEET,51.8,DEGREES F,,
11/02/2016,9,FEET,51.8,DEGREES F,,
11/02/2016,12,FEET,51.8,DEGREES F,,
11/02/2016,15,FEET,51.8,DEGREES F,,
11/02/2016,18,FEET,51.8,DEGREES F,,
11/02/2016,21,FEET,51.6,DEGREES F,,
11/02/2016,24,FEET,51.6,DEGREES F,,
11/02/2016,27,FEET,49.4,DEGREES F,,
05/12/2017,0,FEET,61.5,DEGREES F,,
05/12/2017,3,FEET,60.8,DEGREES F,,
05/12/2017,6,FEET,60.4,DEGREES F,,
05/12/2017,9,FEET,55.4,DEGREES F,,
05/12/2017,12,FEET,52.5,DEGREES F,,
05/12/2017,15,FEET,50,DEGREES F,,
05/12/2017,18,FEET,46.4,DEGREES F,,
05/12/2017,21,FEET,44,DEGREES F,,
05/12/2017,24,FEET,42.8,DEGREES F,,
05/12/2017,27,FEET,42,DEGREES F,,
06/06/2017,0,FEET,76.6,DEGREES F,,
06/06/2017,3,FEET,72.3,DEGREES F,,
06/06/2017,6,FEET,68.5,DEGREES F,,
06/06/2017,9,FEET,63.3,DEGREES F,,
06/06/2017,12,FEET,58.4,DEGREES F,,
06/06/2017,15,FEET,53.6,DEGREES F,,
06/06/2017,18,FEET,49.8,DEGREES F,,
06/06/2017,21,FEET,46.7,DEGREES F,,
06/06/2017,24,FEET,44.6,DEGREES F,,
06/06/2017,27,FEET,43.1,DEGREES F,,
06/23/2017,0,FEET,73.2,DEGREES F,,
06/23/2017,3,FEET,72.8,DEGREES F,,
06/23/2017,6,FEET,72.5,DEGREES F,,
06/23/2017,9,FEET,71.6,DEGREES F,,
06/23/2017,12,FEET,62.6,DEGREES F,,
06/23/2017,15,FEET,56.4,DEGREES F,,
06/23/2017,18,FEET,51.6,DEGREES F,,
06/23/2017,21,FEET,48.4,DEGREES F,,
06/23/2017,24,FEET,45.6,DEGREES F,,
06/23/2017,27,FEET,43.8,DEGREES F,,
07/27/2017,0,FEET,77.7,DEGREES F,,
07/27/2017,3,FEET,76.8,DEGREES F,,
07/27/2017,6,FEET,76.4,DEGREES F,,
07/27/2017,9,FEET,76.2,DEGREES F,,
07/27/2017,12,FEET,67.4,DEGREES F,,
07/27/2017,15,FEET,59,DEGREES F,,
07/27/2017,18,FEET,53.9,DEGREES F,,
07/27/2017,21,FEET,50,DEGREES F,,
07/27/2017,24,FEET,46.7,DEGREES F,,
07/27/2017,27,FEET,44.6,DEGREES F,,
09/04/2017,0,FEET,69.6,DEGREES F,,
09/04/2017,3,FEET,69,DEGREES F,,
09/04/2017,6,FEET,68.1,DEGREES F,,
09/04/2017,9,FEET,67.8,DEGREES F,,
09/04/2017,12,FEET,67.4,DEGREES F,,
09/04/2017,15,FEET,63.8,DEGREES F,,
09/04/2017,18,FEET,56.6,DEGREES F,,
09/04/2017,21,FEET,51.8,DEGREES F,,
09/04/2017,24,FEET,47.8,DEGREES F,,
09/04/2017,27,FEET,45.5,DEGREES F,,
10/09/2017,0,FEET,61.3,DEGREES F,,
10/09/2017,3,FEET,61.3,DEGREES F,,
10/09/2017,6,FEET,61.3,DEGREES F,,
10/09/2017,9,FEET,61.3,DEGREES F,,
10/09/2017,12,FEET,61.3,DEGREES F,,
10/09/2017,15,FEET,61.1,DEGREES F,,
10/09/2017,18,FEET,58.8,DEGREES F,,
10/09/2017,21,FEET,53.2,DEGREES F,,
10/09/2017,24,FEET,49.2,DEGREES F,,
10/09/2017,27,FEET,46.2,DEGREES F,,



Start Date,Fieldwork Comment
03/02/1994,LATE WINTER SAMPLING    
05/30/1994,Pollen floating on water- hazy- hot- windy.  Memorial day - heavier than usual traffic.  Five boats (usually three tops).    
06/06/1994,Rained steadily all day yesterday    
06/12/1994,Wind 10-15 mph from SW 3 boats on lake.  Partly cloudy- rained yesterday.    
06/20/1994,Partly cloudy + calm.  Rain last night.  Three boats on lake.  Lake temp.  78 degrees @ 13'.    
06/21/1994,SUMMER SAMPLING    
07/11/1994,Partly cloudy- windy- 2 boats on lake.    
07/24/1994,Somewhat cloudy.    
07/26/1994,SUMMER SAMPLING    
08/08/1994,Cloudy- bright- loons- beaver.    
08/14/1994,Sun- windy- 2 beavers.    
08/22/1994,Sun- light breeze.    
08/29/1994,SUMMER SAMPLING    
09/05/1994,Rain all day yesterday and part of day before.  Sun/partly cloudy.    
09/10/1994,Osprey on/over lake.    
09/18/1994,Much rain this week.  Lake up 2 or 3'.  Coot on lake.  Sun - no wind.    
10/10/1994,Light breeze.    
11/07/1994,FALL TURNOVER    
04/22/1995,Ice off- breezy (1 goose nest)- 9 Canadian geese- 2 loons- 2 wood- 2 mallard.    
05/06/1995,High 60's/low 70's- sunny- breezy.    
05/09/1995,76 degrees- breezy.    
06/04/1995,Oak pollen ( ) on lake.  80 degrees- loon pair on lake.    
07/23/1995,Loon swimming.    
08/14/1995,Following 3 days of rain- level was very high.  Lake level: very high    
10/08/1995,Lake level: very high    
06/09/1996,Lake level: very high    
07/07/1996,Lake level: very high    
07/15/1996,Tick bite-developed erlichoisis.    
08/18/1996,Utricularia masses present.    
10/13/1996,Fall color exceptional.    
06/02/1997,Pollen on water.    
07/28/1997,Recent heavy rains.    
08/16/1997,Recent heavy rains.    
06/15/1998,Bullfrogs calling from shore.    
08/30/1998,Very low water- thin clouds.    
10/24/1998,Lowest water since 1993.  Bright sun- cold- clear water.    
04/23/2000,Very low; water 52 F- bullfrog    
07/11/2000,Water 78 F.    
07/27/2000,Water 76 F- utricularia    
08/13/2000,Water 81.5 F- lots of utricularia.    
08/29/2000,Water 77 F.    
09/14/2000,Water 72 F.    
09/29/2000,Water 60 F.    
10/15/2000,Water 60 F.    
06/05/2001,Two loons.    
08/02/2001,Utucularia.    
08/19/2001,Utucularia.    
08/31/2001,Utucularia.    
05/27/2002,Canada Goose nesting on island    
06/12/2002,Suspended pollen    
07/09/2002,3/4 in. rain yesterday    
07/23/2002,Significant masses of utricularia    
09/24/2002,Much recent rain. Lake up 7"    
10/09/2002,Another significant rain. Lake now over 9" above
normal.    
10/16/2002,Particles suspended in water. Water exceptionally
high. Water running from Snake Lake into Two Island Lake since early September.    
04/29/2003,Ultra high water    
06/29/2003,Rare strand of utricularia. Water 2 feet above normal.    
07/18/2003,Water continues very high - 2' above average.    
07/29/2003,Lvel has dropped 1-2" from high.    
08/22/2003,Level dropped 6" after long dry spell.    
06/06/2004,Pollen film on surface in bays and suspended in water.  Loon on nest    
07/12/2004,Clear- post rain    
08/22/2004,Loon    
09/11/2004,Algae suspended.    
05/29/2005,Loon on nest- 28th day    
07/29/2005,One loon chick (out of 2 hatched on Memorial Day) doing well. Surface temp was 86 deg two days ago- today is 80.    
08/28/2005,Loon and chick confronting us--very vocal    
05/29/2006,Loon on nest NE side of island
06/14/2006,Loon chicks (2) hatched and doing well. Calico pennants (very red)- flying tandem + dipping.
06/30/2006,Utricularia low
07/17/2006,Utricularia fragments. A few calico pennants flying solo; 2 green darners; 1 widow skimmer.
08/15/2006,Utricularia fragments. Loon is curious (+ calling). Still 2 young and 2 adults. Great blue heron. Recent heavy rains (2 wks) raised level 3-4 in. Clear blue sky.
08/29/2006,Utricularia low. 2 young loons + 1 adult fishing. Grey treefrogs calling. Great blue heron on island. Sunny- wind lt.
10/15/2006,this follows high winds- snow- lows in mid 20's.
05/12/2007,Lt breeze- sun; pollen- "cotton" on lake
06/09/2007,Breezy; hundreds of calico pennants flying tandem
06/27/2007,Loons with 1 day-old chick- on the back and on the water. Second egg abandoned.
07/29/2007,Two sandhills fly over- calling. Loon chick alone on lake. Scattered calico pennants.
08/29/2007,1 adult with 1 young loon; 2 green-backed herons; water at depression-era low; 2.5" rain in past week. Bracken fern turning brown. Virtually no utricularia.
09/22/2007,Over 2" rain yesterday.
05/12/2008,Goose nesting on tiny island; Loon nest with two eggs on SE side of main island; another goose nesting on "third island".
06/18/2008,Loon on NEW nest on NW side main island. Eagle soaring- bullfrog calling- chalk-fronted corporals- white water lilies flowering. New house being built.
07/07/2008,Bullfrogs + green frogs calling- hundreds of calico pennants dipping in tandem- 2 widow skimmers- painted turtles- water striders first appearing in large numbers- 2 loons- large bloom of white water lilies blooming. 1" heavy rain last night.
07/22/2008,Calico pennants dipping- 2 loons- white water lilies in flower. 1.25" rain 48 hrs ago.
08/25/2008,Clear
10/20/2008,Sun- breezy.
04/22/2009,Two loons swimming; Canada goos sitting on nest on tiny island. Clear.
05/24/2009,Clear. Pollen on lake. Two loons swimming; two canada geese families fledged. (New temp battery)
07/05/2009,Bullfrogs calling; calico pennants dipping; widow skimmers at island shoreline; newly-hatched rough-winged swallows being fed at pine snag on island; snapping turtle under boat. Clear.
07/31/2009,1 loon-- dragonfly. Partly cloudy. Very low water level.
08/30/2009,One loon.
09/30/2009,Strong winds past 3 days dropped water surface temp from 69 to 63.
11/08/2009,Full sun- low in sky.
06/30/2010,2 loons; calico pennant
07/28/2010,Kingfisher; white waterlillies blooming; green darner; calico pennant dipping.
08/25/2010,Water level up 4" (significant rain in past 2 weeks). Partly cloudy- breezy; waterlillies.
09/26/2010,3.5" rain 3 days ago raised lake 2-3"
04/25/2011,1 goose nesting; loon pair on lake; high thin clouds
06/05/2011,lots of pollen; loon nest raided yesterday; sunny- calm; chalk-fronted corporals- damsel present.
06/20/2011,2 loons on lake; calico pennants dipping; dot tail whiteface landed on boat; common green darner.
07/31/2011,Twelve-spotted skimmer (1 male)- several calico pennant males; lots of white water lilies in bloom; large group of geese; loon; copious rainfall in past week- including last night.
08/27/2011,2 anglers; meadowhawk; white waterlillies still flowering; calm- sunny
10/29/2011,several small red meadow hawks flying tandem on lake
03/25/2012,beaver swimming; 2 pair canada geese; installed wood duck house on island; loon arrived on lake at 3:30 PM
04/29/2012,breezy- hazy bright; 2 geese and 2 loons on lake
05/28/2012,Pair of loons- on nest on island. Dragonflies: many chalk-fronted corporal and calico pennant- a green darner- a twelve-spotted skimmer
06/24/2012,Bluets in tandem; calico pennants flying; 2 loons on lake- nest empty. Scuba diver and snorkeler on lake. Lake is higher due to significant rain in past week.
07/22/2012,Calico pennants flying over the lake (6-12 ). A mouse appeared in the boat- jumped out- and swam to shore. A few masses of utricularia. A pontoon appeared at the landing- surveyed the scene- and drove away.
08/31/2012,Clear sky; no loons; 9 canada geese; water very clear and very low.
09/25/2012,Lake level is at or near all-time low.
05/12/2013,2 loons- 8 geese- 1 mallard. Lake level up 6" from last fall- but still very low.
06/24/2013,2 loons with 2 chicks- hatched 6/14/2013. Bullfrog calling; calico pennants in tandem; american emerald- dusky club tail- common green darner- common baskettail- bluet- chalk-fronted corporal. Iris and white waterlillies blooming.
07/29/2013,Common green darner- twelve-spotted skimmer- calico pennant. Adult loon- osprey. White water lillies flowering.
08/30/2013,Loon- adult + chick; meadow hawks- common green darner
09/30/2013,Bald eagle. Pairs of sympetrum flying tandem.
05/11/2014,2 loons- 5 geese.
05/30/2014,Loon pair- one on nest on tiny island. Green darner pair flying together. Suspended pollen in water.
06/17/2014,Two loons with a chick on the back (first seen 6/15). Twelve-spotted skimmers numerous around island. Frosted whitefaces numerous- chalk-fronted corporals numerous and dipping- hagens bluet pair in cop- common green darner- 1 calico pennant- dusky club tails.
07/21/2014,Two loons with month-old chick. Calico peanuts dipping- dot-tailed whitefaces. Green- leopard- and bullfrogs.
08/26/2014,Young loon still present- adults come and go.
09/26/2014,Great color on trees. No loons. Some algae rising near surface near shore. An unusual amount of individual large-leafed pondweed plants and lilies breaking the surface scattered around the lake in deeper water. Odes seen for the first time: spotted spreadings (numerous- in long grasses in the protected bays)- whiteface meadowhawks- and a mosaic darner (species?)
10/27/2014,Very quiet- leaves mostly down- large rafts of leaves floating in north shore bays.
04/13/2015,Loon- great blue heron- one goose nest each on big island and small island. Water continuing to rise slowly.
05/22/2015,2 loons- nesting on tiny island; pair of anax junius in tandem; common basket tail teneral; damselflies; mallard flying; 3 geese on water; western painted turtles sunning. Water level is very high.
06/27/2015,2 loons with 1 chick.
07/21/2015,Loons: adult pair plus juvenile; swamp spreadings flying tandem; ajax junius; 3 boats; harebell along shore blooming; pickerel weed + white water lilies flowering; water 2.05- very high; wind WNW 4.
08/26/2015,Adult + juvenile loon; spreadwing.
09/29/2015,19 Canada geese; 1 adult bald eagle.
04/17/2016,Lake extremely high. Mallard pair- loon- canada goose pair. Paired green darner.
05/18/2016,2 loons- 2 mallards; water exceptionally high.
06/17/2016,Lots of calico pennants dipping; twelve spotted skimmer; chalk-fronted corporal; anax junius flying in tandem.
Loon on nest on island (SE corner) and second loon present on lake.
Horsefly.
06/28/2016,Anax junius in tandem- calico peanuts dipping- widow skimmers abundant around islands; 2 twelve spotted skimmers; unspecified whitefaces.
Deerflies abundant- horseflies
2 adult loons- egg shells near nest
Lake level at highest ever.
07/24/2016,1 loon.
Anax junius (2).
08/07/2016,Loon.
White water lilly blooming.
Spreadwing.
08/31/2016,1 loon.
09/30/2016,Water level is highest ever.
05/12/2017,Level: 2.08
Sunny- slight ripple
Pair of Canada geese. Could not locate a loon nest this year. One located goose nest is completed. Water is extraordinarily high. 
06/06/2017,1 loon fishing near island. 3 turkey vultures circling.
Many dragonflies: chalk fronted corporal- calico pennant- green darner
Level: 2.58
06/23/2017,Flood level. 2 adult loons
Lake level: 2.90
Chalk fronted corporals (low number)
07/27/2017,Calm- sun; a few likely calico pennants; bluets;
Water level: 2.54
09/04/2017,Pileated woodpecker. No odes- loons- or people. 
Water level: 2.60
10/09/2017,3? rain 2 days ago; maples turning red
Water level: 2.61




Start Date,Group Name,Project Name
03/02/1994,Data Collectors,Lake Baseline Monitoring- DNR (1970s-2006)
05/22/1994,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
05/30/1994,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
06/06/1994,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
06/12/1994,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
06/20/1994,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
06/21/1994,Data Collectors,Lake Baseline Monitoring- DNR (1970s-2006)
07/11/1994,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
07/18/1994,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
07/24/1994,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
07/26/1994,Data Collectors,Lake Baseline Monitoring- DNR (1970s-2006)
08/08/1994,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
08/14/1994,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
08/22/1994,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
08/28/1994,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
08/29/1994,Data Collectors,Lake Baseline Monitoring- DNR (1970s-2006)
09/05/1994,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
09/10/1994,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
09/18/1994,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
10/10/1994,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
11/07/1994,Data Collectors,Lake Baseline Monitoring- DNR (1970s-2006)
04/22/1995,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
05/06/1995,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
05/09/1995,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
06/04/1995,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
06/12/1995,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
06/19/1995,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
07/09/1995,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
07/23/1995,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
08/14/1995,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
09/03/1995,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
10/08/1995,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
06/09/1996,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
07/07/1996,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
07/15/1996,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
08/10/1996,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
08/18/1996,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
09/02/1996,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
09/29/1996,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
10/13/1996,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
06/02/1997,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
06/23/1997,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
06/30/1997,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
07/13/1997,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
07/28/1997,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
08/16/1997,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
09/06/1997,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
05/31/1998,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
06/15/1998,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
07/03/1998,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
07/26/1998,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
08/23/1998,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
08/30/1998,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
09/07/1998,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
10/24/1998,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
04/25/1999,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
05/01/1999,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
05/16/1999,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
06/05/1999,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
06/26/1999,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
07/24/1999,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
08/21/1999,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
09/28/1999,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
04/23/2000,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
07/11/2000,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
07/27/2000,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
08/13/2000,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
08/29/2000,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
09/14/2000,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
09/29/2000,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
10/15/2000,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
01/01/2001,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
05/16/2001,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
05/19/2001,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
06/05/2001,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
06/17/2001,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
07/09/2001,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
08/02/2001,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
08/19/2001,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
08/31/2001,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
09/22/2001,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
10/07/2001,Pat McKearn,Citizen Lake Monitoring - Water Quality - Two Island Lake; Deepest Spot
