Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Silver Lake,Forest,555700,NO,21,,213017,NE,SEEPAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
8190649,06/08/1992,13,NO,4,,,40,,,,,CLEAR,BLUE,2-Very minor aesthetic problems
8190649,06/14/1992,9.5,NO,2.9,,,45,,,HIGH,,CLEAR,BLUE,2-Very minor aesthetic problems
8190649,06/24/1992,9,NO,2.7,,,45,,,HIGH,,CLEAR,BLUE,2-Very minor aesthetic problems
8190649,07/04/1992,9.5,NO,2.9,,,45,,,NORMAL,,CLEAR,BLUE,2-Very minor aesthetic problems
8190649,07/13/1992,11,NO,3.3,,,43,,,ABOUT 6" ABOVE NORMAL,,CLEAR,BLUE,2-Very minor aesthetic problems
06/21/2009,15,FEET,63.5,DEGREES F,,
06/21/2009,16,FEET,62.6,DEGREES F,,
06/21/2009,17,FEET,62.6,DEGREES F,,
06/21/2009,19.5,FEET,62.6,DEGREES F,,
07/20/2009,0,FEET,69.8,DEGREES F,,
07/20/2009,3,FEET,68.7,DEGREES F,,
07/20/2009,6,FEET,68.1,DEGREES F,,
07/20/2009,9,FEET,67.8,DEGREES F,,
07/20/2009,12,FEET,67.4,DEGREES F,,
07/20/2009,15,FEET,67,DEGREES F,,
07/20/2009,18,FEET,66.9,DEGREES F,,
07/20/2009,19.25,FEET,66.9,DEGREES F,,
08/23/2009,0,FEET,68.3,DEGREES F,,
08/23/2009,3,FEET,68.3,DEGREES F,,
08/23/2009,6,FEET,68,DEGREES F,,
08/23/2009,9,FEET,68,DEGREES F,,
08/23/2009,12,FEET,67.8,DEGREES F,,
08/23/2009,15,FEET,67.8,DEGREES F,,
08/23/2009,18,FEET,67.8,DEGREES F,,
08/23/2009,19,FEET,67.8,DEGREES F,,
09/17/2009,0,FEET,69.6,DEGREES F,,
09/17/2009,3,FEET,69.2,DEGREES F,,
09/17/2009,6,FEET,69.2,DEGREES F,,
09/17/2009,9,FEET,69.2,DEGREES F,,
09/17/2009,12,FEET,67.8,DEGREES F,,
09/17/2009,15,FEET,67.8,DEGREES F,,
09/17/2009,18,FEET,67.1,DEGREES F,,
09/17/2009,19,FEET,66.5,DEGREES F,,
04/11/2010,0,FEET,48,DEGREES F,,
04/11/2010,3,FEET,47.4,DEGREES F,,
04/11/2010,6,FEET,47.1,DEGREES F,,
04/11/2010,9,FEET,46.7,DEGREES F,,
04/11/2010,12,FEET,46.4,DEGREES F,,
04/11/2010,15,FEET,46.2,DEGREES F,,
04/11/2010,18,FEET,46.2,DEGREES F,,
04/11/2010,19.5,FEET,46.2,DEGREES F,,
05/29/2010,0,FEET,73.4,DEGREES F,,
05/29/2010,3,FEET,72.1,DEGREES F,,
05/29/2010,6,FEET,71.6,DEGREES F,,
05/29/2010,9,FEET,71,DEGREES F,,
05/29/2010,10,FEET,70.7,DEGREES F,,
05/29/2010,11,FEET,69.6,DEGREES F,,
05/29/2010,12,FEET,68.1,DEGREES F,,
05/29/2010,13,FEET,65.3,DEGREES F,,
05/29/2010,14,FEET,63.5,DEGREES F,,
05/29/2010,15,FEET,63.5,DEGREES F,,
05/29/2010,18,FEET,61.7,DEGREES F,,
05/29/2010,19,FEET,61.7,DEGREES F,,
06/30/2010,0,FEET,71.7,DEGREES F,,
06/30/2010,3,FEET,71.6,DEGREES F,,
06/30/2010,6,FEET,71.6,DEGREES F,,
06/30/2010,9,FEET,71.4,DEGREES F,,
06/30/2010,12,FEET,71,DEGREES F,,
06/30/2010,15,FEET,70.8,DEGREES F,,
06/30/2010,18,FEET,70.7,DEGREES F,,
06/30/2010,19,FEET,70.7,DEGREES F,,
07/26/2010,0,FEET,76.2,DEGREES F,,
07/26/2010,3,FEET,76,DEGREES F,,
07/26/2010,6,FEET,75.3,DEGREES F,,
07/26/2010,9,FEET,75.2,DEGREES F,,
07/26/2010,12,FEET,74.6,DEGREES F,,
07/26/2010,15,FEET,74.3,DEGREES F,,
07/26/2010,18,FEET,73.9,DEGREES F,,
07/26/2010,20,FEET,72.8,DEGREES F,,
08/23/2010,0,FEET,74.6,DEGREES F,,
08/23/2010,3,FEET,74.4,DEGREES F,,
08/23/2010,6,FEET,73.7,DEGREES F,,
08/23/2010,9,FEET,72.5,DEGREES F,,
08/23/2010,12,FEET,71.9,DEGREES F,,
08/23/2010,15,FEET,71.6,DEGREES F,,
08/23/2010,18,FEET,71.2,DEGREES F,,
08/23/2010,20,FEET,70.5,DEGREES F,,
05/08/2011,0,FEET,50.7,DEGREES F,,
05/08/2011,3,FEET,50,DEGREES F,,
05/08/2011,6,FEET,49.8,DEGREES F,,
05/08/2011,9,FEET,49.2,DEGREES F,,
05/08/2011,12,FEET,49.1,DEGREES F,,
05/08/2011,15,FEET,46.7,DEGREES F,,
05/08/2011,18,FEET,46.7,DEGREES F,,
05/08/2011,20,FEET,46.4,DEGREES F,,
06/26/2011,0,FEET,69,DEGREES F,,
06/26/2011,3,FEET,68.5,DEGREES F,,
06/26/2011,6,FEET,68.1,DEGREES F,,
06/26/2011,7,FEET,67.4,DEGREES F,,
06/26/2011,8,FEET,66.5,DEGREES F,,
06/26/2011,9,FEET,66.3,DEGREES F,,
06/26/2011,12,FEET,65.6,DEGREES F,,
06/26/2011,15,FEET,65.4,DEGREES F,,
06/26/2011,18,FEET,65.1,DEGREES F,,
06/26/2011,20,FEET,65.1,DEGREES F,,
07/26/2011,0,FEET,77.7,DEGREES F,,
07/26/2011,3,FEET,77.3,DEGREES F,,
07/26/2011,6,FEET,77.3,DEGREES F,,
07/26/2011,9,FEET,77.3,DEGREES F,,
07/26/2011,12,FEET,77,DEGREES F,,
07/26/2011,15,FEET,77,DEGREES F,,
07/26/2011,16,FEET,76.4,DEGREES F,,
07/26/2011,17,FEET,76.2,DEGREES F,,
07/26/2011,18,FEET,73.4,DEGREES F,,
07/26/2011,19,FEET,72.8,DEGREES F,,
07/26/2011,20,FEET,72.5,DEGREES F,,
08/22/2011,0,FEET,74.4,DEGREES F,,
08/22/2011,3,FEET,73.7,DEGREES F,,
08/22/2011,6,FEET,73.4,DEGREES F,,
08/22/2011,9,FEET,73.2,DEGREES F,,
08/22/2011,12,FEET,72.8,DEGREES F,,
08/22/2011,15,FEET,72.6,DEGREES F,,
08/22/2011,18,FEET,72.3,DEGREES F,,
08/22/2011,20,FEET,72.1,DEGREES F,,
09/17/2011,0,FEET,61.7,DEGREES F,,
09/17/2011,3,FEET,62.6,DEGREES F,,
09/17/2011,6,FEET,62.6,DEGREES F,,
09/17/2011,9,FEET,62.6,DEGREES F,,
09/17/2011,12,FEET,62.6,DEGREES F,,
09/17/2011,15,FEET,62.6,DEGREES F,,
09/17/2011,16,FEET,62.6,DEGREES F,,
09/17/2011,17,FEET,61.7,DEGREES F,,
09/17/2011,18,FEET,61.7,DEGREES F,,
09/17/2011,19,FEET,61.7,DEGREES F,,
10/27/2011,0,FEET,45.8,DEGREES F,,
10/27/2011,3,FEET,46.2,DEGREES F,,
10/27/2011,6,FEET,46.2,DEGREES F,,
10/27/2011,9,FEET,46,DEGREES F,,
10/27/2011,12,FEET,46,DEGREES F,,
10/27/2011,15,FEET,46,DEGREES F,,
10/27/2011,18,FEET,45.8,DEGREES F,,
10/27/2011,19,FEET,45.8,DEGREES F,,
04/04/2012,0,FEET,47.1,DEGREES F,,
04/04/2012,3,FEET,47.1,DEGREES F,,
04/04/2012,6,FEET,46.9,DEGREES F,,
04/04/2012,9,FEET,46.7,DEGREES F,,
04/04/2012,12,FEET,46.7,DEGREES F,,
04/04/2012,15,FEET,46.7,DEGREES F,,
04/04/2012,18,FEET,46.7,DEGREES F,,
04/04/2012,20,FEET,46.7,DEGREES F,,
06/22/2012,0,FEET,75,DEGREES F,,
06/22/2012,3,FEET,74.6,DEGREES F,,
06/22/2012,6,FEET,74.1,DEGREES F,,
06/22/2012,9,FEET,73.5,DEGREES F,,
06/22/2012,12,FEET,73.4,DEGREES F,,
06/22/2012,15,FEET,73.2,DEGREES F,,
06/22/2012,18,FEET,71,DEGREES F,,
06/22/2012,19.5,FEET,70.5,DEGREES F,,
07/28/2012,0,FEET,79.3,DEGREES F,,
07/28/2012,3,FEET,78.8,DEGREES F,,
07/28/2012,6,FEET,78,DEGREES F,,
07/28/2012,9,FEET,77.3,DEGREES F,,
07/28/2012,12,FEET,77,DEGREES F,,
07/28/2012,15,FEET,76.7,DEGREES F,,
07/28/2012,18,FEET,76.4,DEGREES F,,
07/28/2012,20,FEET,76.4,DEGREES F,,
08/30/2012,0,FEET,73.5,DEGREES F,,
08/30/2012,3,FEET,73.4,DEGREES F,,
08/30/2012,6,FEET,73.4,DEGREES F,,
08/30/2012,9,FEET,73.4,DEGREES F,,
08/30/2012,12,FEET,73.2,DEGREES F,,
08/30/2012,15,FEET,72.6,DEGREES F,,
08/30/2012,18,FEET,71.9,DEGREES F,,
08/30/2012,19.5,FEET,71.7,DEGREES F,,
05/13/2013,0,FEET,49.3,DEGREES F,,
05/13/2013,3,FEET,49.2,DEGREES F,,
05/13/2013,6,FEET,48.7,DEGREES F,,
05/13/2013,9,FEET,48.2,DEGREES F,,
05/13/2013,12,FEET,48.2,DEGREES F,,
05/13/2013,15,FEET,48,DEGREES F,,
05/13/2013,18,FEET,48,DEGREES F,,
05/13/2013,19.75,FEET,48,DEGREES F,,
06/19/2013,0,FEET,70.3,DEGREES F,,
06/19/2013,3,FEET,69.2,DEGREES F,,
06/19/2013,6,FEET,68.7,DEGREES F,,
06/19/2013,9,FEET,68.7,DEGREES F,,
06/19/2013,12,FEET,68.3,DEGREES F,,
06/19/2013,15,FEET,68,DEGREES F,,
06/19/2013,18,FEET,66,DEGREES F,,
06/19/2013,20,FEET,64.4,DEGREES F,,
07/03/2013,0,FEET,74.5,DEGREES F,,
07/03/2013,3,FEET,73.7,DEGREES F,,
07/03/2013,6,FEET,73.4,DEGREES F,,
07/03/2013,9,FEET,73.2,DEGREES F,,
07/03/2013,12,FEET,72.8,DEGREES F,,
07/03/2013,15,FEET,72.3,DEGREES F,,
07/03/2013,18,FEET,71.6,DEGREES F,,
07/03/2013,20,FEET,69.2,DEGREES F,,
07/29/2013,0,FEET,70.1,DEGREES F,,
07/29/2013,3,FEET,69.8,DEGREES F,,
07/29/2013,6,FEET,69.2,DEGREES F,,
07/29/2013,9,FEET,68.3,DEGREES F,,
07/29/2013,12,FEET,68,DEGREES F,,
07/29/2013,15,FEET,67.6,DEGREES F,,
07/29/2013,18,FEET,67.4,DEGREES F,,
07/29/2013,20,FEET,67.4,DEGREES F,,
08/20/2013,0,FEET,73.3,DEGREES F,,
08/20/2013,3,FEET,72.6,DEGREES F,,
08/20/2013,6,FEET,72.3,DEGREES F,,
08/20/2013,9,FEET,72.3,DEGREES F,,
08/20/2013,12,FEET,71.9,DEGREES F,,
08/20/2013,15,FEET,70.1,DEGREES F,,
08/20/2013,18,FEET,69.6,DEGREES F,,
08/20/2013,20,FEET,69.2,DEGREES F,,
05/24/2014,0,FEET,60.3,DEGREES F,,
05/24/2014,3,FEET,57,DEGREES F,,
05/24/2014,6,FEET,56.3,DEGREES F,,
05/24/2014,9,FEET,55.5,DEGREES F,,
05/24/2014,12,FEET,54.6,DEGREES F,,
05/24/2014,15,FEET,54,DEGREES F,,
05/24/2014,18,FEET,53.8,DEGREES F,,
05/24/2014,21,FEET,52.5,DEGREES F,,
05/28/2014,,,13.0,C,11.4,MG/L
06/26/2014,0,FEET,72.6,DEGREES F,,
06/26/2014,3,FEET,71.6,DEGREES F,,
06/26/2014,6,FEET,70.5,DEGREES F,,
06/26/2014,9,FEET,69.8,DEGREES F,,
06/26/2014,12,FEET,69.6,DEGREES F,,
06/26/2014,15,FEET,69,DEGREES F,,
06/26/2014,18,FEET,67.8,DEGREES F,,
06/26/2014,21,FEET,63.5,DEGREES F,,
07/14/2014,,,20.8,C,6.4,MG/L
07/23/2014,0,FEET,73.2,DEGREES F,,
07/23/2014,3,FEET,73,DEGREES F,,
07/23/2014,6,FEET,73,DEGREES F,,
07/23/2014,9,FEET,73,DEGREES F,,
07/23/2014,12,FEET,73,DEGREES F,,
07/23/2014,15,FEET,72.6,DEGREES F,,
07/23/2014,18,FEET,69.6,DEGREES F,,
07/23/2014,20,FEET,68.3,DEGREES F,,
08/25/2014,0,FEET,71.6,DEGREES F,,
08/25/2014,3,FEET,71.4,DEGREES F,,
08/25/2014,6,FEET,71,DEGREES F,,
08/25/2014,9,FEET,70.8,DEGREES F,,
08/25/2014,12,FEET,70.5,DEGREES F,,
08/25/2014,15,FEET,70.1,DEGREES F,,
08/25/2014,18,FEET,70.1,DEGREES F,,
08/25/2014,20,FEET,69.8,DEGREES F,,
10/11/2014,0,FEET,51.8,DEGREES F,,
10/11/2014,3,FEET,51.6,DEGREES F,,
10/11/2014,6,FEET,51.2,DEGREES F,,
10/11/2014,9,FEET,50.8,DEGREES F,,
10/11/2014,12,FEET,50.6,DEGREES F,,
10/11/2014,15,FEET,50.5,DEGREES F,,
10/11/2014,18,FEET,50.3,DEGREES F,,
10/11/2014,20,FEET,50.3,DEGREES F,,
10/29/2014,,,8.6,C,10.1,MG/L
02/17/2015,,,0.4,C,1.4,MG/L
04/26/2015,0,FEET,47.6,DEGREES F,,
04/26/2015,3,FEET,47.4,DEGREES F,,
04/26/2015,6,FEET,47.4,DEGREES F,,
04/26/2015,9,FEET,47.4,DEGREES F,,
04/26/2015,12,FEET,47.4,DEGREES F,,
04/26/2015,15,FEET,47.4,DEGREES F,,
04/26/2015,18,FEET,47.3,DEGREES F,,
04/26/2015,21,FEET,47.1,DEGREES F,,
06/24/2015,0,FEET,70.5,DEGREES F,,
06/24/2015,3,FEET,70.1,DEGREES F,,
06/24/2015,6,FEET,69.6,DEGREES F,,
06/24/2015,9,FEET,69.2,DEGREES F,,
06/24/2015,12,FEET,69.2,DEGREES F,,
06/24/2015,15,FEET,69,DEGREES F,,
06/24/2015,18,FEET,68.7,DEGREES F,,
06/24/2015,21,FEET,68.3,DEGREES F,,
07/23/2015,0,FEET,75.2,DEGREES F,,
07/23/2015,3,FEET,75,DEGREES F,,
07/23/2015,6,FEET,74.8,DEGREES F,,
07/23/2015,9,FEET,74.6,DEGREES F,,
07/23/2015,12,FEET,74.3,DEGREES F,,
07/23/2015,15,FEET,73.7,DEGREES F,,
07/23/2015,18,FEET,73.4,DEGREES F,,
07/23/2015,21,FEET,73.2,DEGREES F,,
08/27/2015,0,FEET,68.7,DEGREES F,,
08/27/2015,3,FEET,67.1,DEGREES F,,
08/27/2015,6,FEET,66.2,DEGREES F,,
08/27/2015,9,FEET,65.6,DEGREES F,,
08/27/2015,12,FEET,65.4,DEGREES F,,
08/27/2015,15,FEET,65.3,DEGREES F,,
08/27/2015,18,FEET,65.1,DEGREES F,,
08/27/2015,21,FEET,64.9,DEGREES F,,
09/26/2015,0,FEET,67.2,DEGREES F,,
09/26/2015,3,FEET,67.1,DEGREES F,,
09/26/2015,6,FEET,66.9,DEGREES F,,
09/26/2015,9,FEET,66.5,DEGREES F,,
09/26/2015,12,FEET,66.2,DEGREES F,,
09/26/2015,15,FEET,66,DEGREES F,,
09/26/2015,18,FEET,65.6,DEGREES F,,
09/26/2015,20,FEET,65.6,DEGREES F,,
10/18/2015,0,FEET,51.2,DEGREES F,,
10/18/2015,3,FEET,51,DEGREES F,,
10/18/2015,6,FEET,51,DEGREES F,,
10/18/2015,9,FEET,50.9,DEGREES F,,
10/18/2015,12,FEET,50.7,DEGREES F,,
10/18/2015,15,FEET,50.7,DEGREES F,,
10/18/2015,18,FEET,50.7,DEGREES F,,
10/18/2015,21,FEET,50.7,DEGREES F,,
04/23/2016,0,FEET,52.3,DEGREES F,,
04/23/2016,3,FEET,51.6,DEGREES F,,
04/23/2016,6,FEET,51.2,DEGREES F,,
04/23/2016,9,FEET,50.7,DEGREES F,,
04/23/2016,12,FEET,50.3,DEGREES F,,
04/23/2016,15,FEET,49.2,DEGREES F,,
04/23/2016,18,FEET,48.5,DEGREES F,,
04/23/2016,21,FEET,47.1,DEGREES F,,
05/22/2016,0,FEET,64.7,DEGREES F,,
05/22/2016,3,FEET,62.2,DEGREES F,,
05/22/2016,6,FEET,61.5,DEGREES F,,
05/22/2016,9,FEET,59.3,DEGREES F,,
05/22/2016,12,FEET,57.2,DEGREES F,,
05/22/2016,15,FEET,55.4,DEGREES F,,
05/22/2016,18,FEET,54.5,DEGREES F,,
05/22/2016,21,FEET,54.5,DEGREES F,,
06/24/2016,0,FEET,74.4,DEGREES F,,
06/24/2016,3,FEET,73.7,DEGREES F,,
06/24/2016,6,FEET,72.8,DEGREES F,,
06/24/2016,9,FEET,72.3,DEGREES F,,
06/24/2016,12,FEET,71.9,DEGREES F,,
06/24/2016,15,FEET,71.6,DEGREES F,,
06/24/2016,18,FEET,70.5,DEGREES F,,
06/24/2016,21,FEET,65.6,DEGREES F,,
07/22/2016,0,FEET,77.3,DEGREES F,,
07/22/2016,3,FEET,77.3,DEGREES F,,
07/22/2016,6,FEET,76.8,DEGREES F,,
07/22/2016,9,FEET,76.4,DEGREES F,,
07/22/2016,12,FEET,76.1,DEGREES F,,
07/22/2016,15,FEET,75,DEGREES F,,
07/22/2016,16,FEET,73.4,DEGREES F,,
07/22/2016,17,FEET,72.6,DEGREES F,,
07/22/2016,18,FEET,72.5,DEGREES F,,
07/22/2016,19,FEET,72.3,DEGREES F,,
07/22/2016,20,FEET,72.1,DEGREES F,,
07/22/2016,21,FEET,71.4,DEGREES F,,
08/28/2016,0,FEET,73.2,DEGREES F,,
08/28/2016,3,FEET,72.3,DEGREES F,,
08/28/2016,6,FEET,71.9,DEGREES F,,
08/28/2016,9,FEET,71.6,DEGREES F,,
08/28/2016,12,FEET,71.4,DEGREES F,,
08/28/2016,15,FEET,71.2,DEGREES F,,
08/28/2016,18,FEET,71,DEGREES F,,
08/28/2016,20.5,FEET,70.8,DEGREES F,,



Start Date,Fieldwork Comment
06/08/1992,Nice day- algae bloom started about 4-6 days ago.  Lake level: Slightly above average 6"    
06/14/1992,Mild wind and waves.  Lake level: Slightly above average 6"    
06/24/1992,Windy- rain and very cold the last three days.    
07/04/1992,Windy- rain- cold- and white caps on the lake last four days.    
07/13/1992,Rain on and off past three days also below normal temperatures.    
07/21/1992,Weather is below normal temperatures.    
07/27/1992,Lake is great for this time of year. Cool water.    
08/08/1992,Lake water is great- cool.  Lots of big high powered boats.  Small amount of bloom.    
08/21/1992,Some bloom.    
09/04/1992,Cool- clear water.    
09/23/1992,A lot of rain.    
10/02/1992,A lot of rain.    
10/12/1992,Cool weather.    
06/16/1993,Some algae bloom    
06/28/1993,Many windy days.    
07/07/1993,Rainy days    
07/15/1993,Windy and rainy weather    
08/07/1993,Some residents with "swimmers itch"    
08/21/1993,10 people have reported swimmers itch to me- 13' is the deepest reading this summer    
09/06/1993,Cooler weather.    
09/12/1993,Some rainy days.    
10/04/1993,Have had a lot of dark windy days in the past weeks.    
05/07/1994,Beautiful sunny day- little wind.    
05/14/1994,Some bloom pollen on windward side of lake.    
05/20/1994,Little pollen on lake.    
05/30/1994,Beautiful clear water.    
06/08/1994,Beautiful clear day- 19 feet is the clearest the water has been in the last 2 years.    
06/17/1994,Public perception due to swimmer's itch.  Some very bad cases of swimmer's itch- including myself.    
06/28/1994,Public perception due to swimmer's itch.  Beautiful clear water- some itch.    
07/10/1994,Minor itch problems    
08/10/1994,Dark and cloudy day    
09/10/1994,Rainy windy weather 2 days.    
09/21/1994,Windy rainy days.  High water level - above normal for this time of year.  Lake level: very high    
10/03/1994,Lake level 6" above normal- beautiful clear water- partially cloudy day.    
10/13/1994,Beautiful clear water.    
06/05/1995,Partly cloudy- humid- 80 degrees- and a light breeze.    
06/29/1995,Partly cloudy and a slight breeze.    
07/11/1995,Clear- bright- and sunny.    
07/28/1995,Warm- sunny day- upper 80's- light breeze.    
08/21/1995,Clear skies- northwest winds that are fairly strong.  Water level: up 2"    
09/10/1995,Clear skies- calm winds.    
09/17/1995,Clear skies- sunny- wind is calm.    
10/02/1995,Clear skies- winds almost nil- and calm water.    
06/05/1996,Partly cloudy- rained 2 days prior to sample.    
06/25/1996,After two days of rain.    
07/03/1996,Water level: up 2.5"    
07/16/1996,Partly cloudy.  Water level: up 4"    
07/24/1996,Mostly cloudy.  Lake level: Very high 5" to 6" above normal    
08/01/1996,Partly cloudy. starting to see some algal blooms.    
08/20/1996,Clear sky- saw sea gulls- pair of loons.    
09/10/1996,Winds- calm- water is like glass- only one loon on lake.    
06/22/1997,LAKE SAMPLE    
07/07/1997,Water is gray.  Mostly cloudy and cool.  Water level: up 2"    
08/19/1997,LAKE SAMPLE    
09/01/1997,Loose weeds floating on water.  Partly cloudy and breezy.  Passed one loon on the way to test site.    
06/05/1998,Cloudy and 62 degrees.  I heard loons.    
06/17/1998,Sunny and clear with a temperature of 80 degrees.  Lots of algae on the east shore for about 5 days.  Saw 3 loons.    
06/26/1998,Partly sunny and 80 degrees.  Saw 12 ducks on east shore.    
07/01/1998,Sunny and clear with a temperature of 82 degrees.  Saw 11 ducks on the northeast shore.    
07/08/1998,Partly cloudy and 72 degrees.  Water temperature is 74 degrees.  Saw 2 loons.    
07/16/1998,Partly cloudy and 75 degrees.  Weeds are more numerous.  Saw one loon.    
07/22/1998,Partly cloudy and 75 degrees.  Saw one loon.    
07/29/1998,Clear windy (from the northwest) and 75 degrees.  Saw 3 loons.    
08/12/1998,Clear and 78 degrees with no wind.  Water temperature is 78 degrees.    
08/20/1998,Partly cloudy and 75 degrees with southwest winds.    
08/26/1998,Sunny and 74 degrees with westerly winds.  Saw 3 loons.    
09/02/1998,Cloudy and 62 degrees with westerly winds.    
06/08/1999,Air temp 82 F- clear sky. water 72 F.    
06/18/1999,Air temp 70 F- cloudy.    
06/21/1999,Temp 80 F- sunny- slight breeze from the south.    
06/29/1999,Temp 64 F- cloudy- partly sunny- 1 loon- muskrats galore- active.    
07/10/1999,Temp 70 F- partly cloudy- muskrats on NE shore- bit small dog.    
07/12/1999,Mostly sunny- temp 80 F.    
07/20/1999,Mostly cloudy with haze- 2 loons- 2 ducks- 1 muskrat- temp 75 F.    
07/27/1999,Clear- sunny- temp 81 F- windy from west.    
08/10/1999,Water 72 F.    
08/19/1999,Partly cloudy- air temp 72 F- calm wind- 1 loon.    
08/24/1999,Partly cloudy- temp 80 F- calm wind- 3 loons.    
08/31/1999,Partly cloudy- temp 68 F- 1 loon- muskrats frequently seen on NE shore.    
09/07/1999,Clear sky- temp 78 F.  Water 72 F.    
08/14/2000,INTEGRATED SAMPLE    
06/17/2001,2 severe thunderstorms yesterday- 4:30 and 6:30 pm. Hail in the 4:30 storm. WSW wind 5-10 mph. Partly cloudy.    
06/30/2001,NW wind 10-15 mph. Lots of boat traffic. 80 deg F. Temps have been in the 80's and 90's all week. Sunny.    
07/16/2001,NW wind 0-5 mph. Partly cloudy.    
07/24/2001,WSW wind 15-20 mph.  Sunny.    
08/17/2001,NW wind 7-12 mph. Mostly cloudy. 70 deg F.    
08/19/2001,NW wind 5-10 mph. Partly cloudy. 70 deg F. Algae bloom.    
09/02/2001,SW wind 10-15 mph. Sunny and 68 deg F.    
09/20/2001,NW wind 10-15 mph. Partly cloudy. 66 deg F.    
10/17/2001,WSW wind 5-10 mph. Sunny and 43 deg F.    
05/05/2002,Partly cloudy- 5-10 mph SSE wind- 1 pair of loons on lake    
06/17/2002,Mosttly sunny     Light NE wind    
07/05/2002,Mostly sunny. Light NNW wind. Very heavy boat and jet ski traffic.    
07/11/2002,Sunny.   77 degrees.   Light variable directional
winds.   1 boat on lake.    
07/23/2002,Sunny    Air Temp. 70   Light variable direction winds    
08/19/2002,Partly cloudy. Light NW wind. Air temperature 68
degrees.    
09/07/2002,Sunny. Hazy - very high humidity. Air temp. - 80
degrees. 5-10 MPH WSW wind.    
10/28/2002,Sunny   38 degrees   Light SE wind    
04/23/2003,Sunny.   Wind: S 5-10mph  1 pr. loons and 50 ducks on
lake. No boats on lake.    
05/26/2003,Mostly sunny. 5-10MPH NE wind. Many boats on lake May
24-25th. Air temp. - 69 degrees F.    
06/20/2003,Sunny. 0-5 mph SW wind. 2 boats on lake. One eagle was
getting fish from lake in the early morning.    
07/08/2003,Partly Sunny.  5-10 mph NW wind. 1 loon on lake.    
07/23/2003,Partly cloudy. NNE 5-10 mph wind. No boats on lake. 2
loons on lake. Air temp. 71 degrees.    
08/25/2003,Sunny and humid. 0-5 mph SE wind. Air temp. 77
degrees. No boats on lake.    
09/08/2003, Sunny. Calm. Hazy + Humid. No boats on lake. Air temp.
72 degrees.    
10/07/2003,Sunny. Air temp. 69 degrees. SW wind 0-5 mph. No boats
on lake. To loons on lake. Lake is down approx. 12" since the ice went out
on April 16th.    
05/01/2004,NNW wind 5-10 mph. Mostly sunny. 2 pair of loons on lake. No boats on lake.    
06/23/2004,WSW wind - 0-5 mph. Partly Cloudy. 3 fishing boats on lake. Air temp. - 66 degrees F.    
07/19/2004,SW wind 0-5 mph. Partly cloudy. 2 pleasure boats and 1 PWC on lake. Air tempurature - 80 degrees.    
08/14/2004,Mostly Sunny. Air temp. - 72 degrees. 6 Pleasure boats- 2 fishing boats- 2 PWC- 2 paddle boats- 1 loon on lake.    
09/22/2004,Sunny. Calm- no wind. 1 boat on lake. Air temp. 77 degrees. 2 young loons on lake. Lake is 1' low since May 2004.    
10/11/2004,Sunny. Air Temp. - 66 degrees. Calm. 2 boats fishing on lake. Temp. of silt on lake bottom - 56.1 degrees.    
04/21/2005,Sunny. ESE wind 0-5 MPH. 1 loon on lake.    
05/25/2005,Partly cloudy. 0-5 MPH SE wind. Two fishing boats on lake. Three loons on lake.    
06/22/2005,Clear. Wind SSW 0-5 mph. 1 loon- 1 muskrat- 1 boat on lake. Air temp. 78 degrees.    
07/13/2005,2 fishing boats on lake. 2 kayaks on lake. 2 loons on lake. 2 muskrats on lake. Lake is 8" lower than this spring. Air temp.  85 degrees.    
08/15/2005,5 MPH WSW wind. No boats on lake. Air temp. - 69 degrees. Sunny. Lake is 12" lower than this spring. 1 loon on lake.    
08/31/2005,1 pontoon boat on lake. 0-5 MPH variable direction wind. Mostly sunny. Air temp. 69 degrees. Water 12" lower than this spring.    
09/15/2005,0-5 MPH variable direction wind. Sunny. Air temp. 68 degrees. Water 14" lower than this spring. 1 fishing boat on lake.    
10/28/2005,WSW wind 5 MPH. Sunny. No boats on lake. Air temp. 49 degrees. Water 14" lower than this spring. Could not get sample during middle of month because of motor problems.    
04/27/2006,Sunny. 0-5 MPH variable direction wind. No boats on lake. Air temperature - 56 degrees.
05/23/2006,Sunny. Calm. No boats on lake. Air temperature - 68 degrees.
06/15/2006,Partly cloudy. 5-10 MPH SSE wind. Air temp. 78 degrees. 1 -pontoon boat- 2 - tubers- 1 - fishing boat on lake.
06/30/2006,Partly cloudy. WSW wind 0-5 MPH. 2 PWC- 1 water skier- 2 fishing boats- 1 power boat on lake. Air temperature 74.8 degrees.
07/18/2006,Sunny. 0-5 MPH variable direction wind. 2 loons on lake. Lake is 12" lower than at ice out. Temperature gauge went to 32.0 degrees when I lowered it to 19'. Took gauge and cable to Rhinelander and both were bad and were replaced.
08/04/2006,Sunny. NW wind 5 MPH. 1 fishing boat- 1 boat pulling tubers- 1 boat pulling skier. Air temp 74.7 degrees. Lake went up 3" since last test.
08/22/2006,Sunny. SW wind 0-5 MPH. Air temp. 72 degrees. 2 fishing boats on lake. 1 pair of loons on lake. Lake is down 13" since ice out.
