Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Alva Lake,Oneida,968100,NO,44,,443053,NE,SEEPAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
1,07/12/1979,,,,2.21,,,,41,,,,,
8189805,08/17/1989,10.75,NO,3.3,,,43,,,,,,GREEN,2-Very minor aesthetic problems
8189805,09/02/1989,10.75,NO,3.3,,,43,,,,,CLEAR,BLUE,2-Very minor aesthetic problems
8189805,09/15/1989,11.25,NO,3.4,,,42,,,,,CLEAR,BLUE,2-Very minor aesthetic problems
8189805,10/01/1989,8.25,NO,2.5,,,47,,,LOW,,CLEAR,BLUE,2-Very minor aesthetic problems
8189805,10/13/1989,7.25,NO,2.2,,,49,,,,,,GREEN,2-Very minor aesthetic problems
8189805,04/21/1990,8.5,NO,2.6,,,46,,,LOW,,,GREEN,2-Very minor aesthetic problems
8189805,05/03/1990,10.5,NO,3.2,,,43,,,LOW,,CLEAR,BLUE,2-Very minor aesthetic problems
8189805,05/21/1990,8.5,NO,2.6,,,46,,,LOW,,,BLUE,2-Very minor aesthetic problems
8189805,06/07/1990,16.75,NO,5.1,,,37,,,LOW,,CLEAR,BLUE,2-Very minor aesthetic problems
8189805,06/25/1990,14.5,NO,4.4,,,39,,,LOW,,,BLUE,2-Very minor aesthetic problems
06/16/1997,25,FEET,51,DEGREES F,,
06/16/1997,30,FEET,50,DEGREES F,,
06/16/1997,35,FEET,49,DEGREES F,,
07/15/1997,3,FEET,76,DEGREES F,,
07/15/1997,6,FEET,75,DEGREES F,,
07/15/1997,9,FEET,73,DEGREES F,,
07/15/1997,12,FEET,73,DEGREES F,,
07/15/1997,15,FEET,70,DEGREES F,,
07/15/1997,20,FEET,68,DEGREES F,,
07/15/1997,25,FEET,65,DEGREES F,,
07/15/1997,30,FEET,56,DEGREES F,,
07/15/1997,35,FEET,55,DEGREES F,,
08/18/1997,3,FEET,68,DEGREES F,,
08/18/1997,6,FEET,68,DEGREES F,,
08/18/1997,9,FEET,68,DEGREES F,,
08/18/1997,12,FEET,68,DEGREES F,,
08/18/1997,15,FEET,68,DEGREES F,,
08/18/1997,20,FEET,68,DEGREES F,,
08/18/1997,25,FEET,60,DEGREES F,,
08/18/1997,30,FEET,60,DEGREES F,,
08/18/1997,35,FEET,55,DEGREES F,,
05/19/1998,3,FEET,67,DEGREES F,,
05/19/1998,6,FEET,67,DEGREES F,,
05/19/1998,9,FEET,67,DEGREES F,,
05/19/1998,12,FEET,66,DEGREES F,,
05/19/1998,15,FEET,65,DEGREES F,,
05/19/1998,20,FEET,57,DEGREES F,,
05/19/1998,25,FEET,50,DEGREES F,,
05/19/1998,30,FEET,48,DEGREES F,,
05/19/1998,35,FEET,46,DEGREES F,,
06/22/1998,3,FEET,71,DEGREES F,,
06/22/1998,6,FEET,71,DEGREES F,,
06/22/1998,9,FEET,71,DEGREES F,,
06/22/1998,12,FEET,68,DEGREES F,,
06/22/1998,15,FEET,67,DEGREES F,,
06/22/1998,20,FEET,64,DEGREES F,,
06/22/1998,25,FEET,67,DEGREES F,,
06/22/1998,30,FEET,56,DEGREES F,,
06/22/1998,35,FEET,53,DEGREES F,,
07/28/1998,3,FEET,73,DEGREES F,,
07/28/1998,6,FEET,73,DEGREES F,,
07/28/1998,9,FEET,73,DEGREES F,,
07/28/1998,12,FEET,73,DEGREES F,,
07/28/1998,15,FEET,73,DEGREES F,,
07/28/1998,20,FEET,72,DEGREES F,,
07/28/1998,25,FEET,66,DEGREES F,,
07/28/1998,30,FEET,63,DEGREES F,,
07/28/1998,35,FEET,56,DEGREES F,,
08/24/1998,3,FEET,74,DEGREES F,,
08/24/1998,6,FEET,73,DEGREES F,,
08/24/1998,9,FEET,73,DEGREES F,,
08/24/1998,12,FEET,73,DEGREES F,,
08/24/1998,15,FEET,73,DEGREES F,,
08/24/1998,20,FEET,72,DEGREES F,,
08/24/1998,25,FEET,68,DEGREES F,,
08/24/1998,30,FEET,58,DEGREES F,,
08/24/1998,35,FEET,59,DEGREES F,,
10/08/1998,3,FEET,55,DEGREES F,7,MG/L
10/08/1998,6,FEET,56,DEGREES F,9,MG/L
10/08/1998,9,FEET,56,DEGREES F,8,MG/L
10/08/1998,15,FEET,56,DEGREES F,8,MG/L
10/08/1998,20,FEET,56,DEGREES F,7,MG/L
10/08/1998,25,FEET,56,DEGREES F,7,MG/L
10/08/1998,30,FEET,56,DEGREES F,10,MG/L
10/08/1998,35,FEET,56,DEGREES F,7,MG/L
06/29/1999,3,FEET,72,DEGREES F,,
06/29/1999,6,FEET,72,DEGREES F,,
06/29/1999,9,FEET,71,DEGREES F,,
06/29/1999,12,FEET,71,DEGREES F,,
06/29/1999,15,FEET,71,DEGREES F,,
06/29/1999,20,FEET,69,DEGREES F,,
06/29/1999,25,FEET,66,DEGREES F,,
06/29/1999,30,FEET,60,DEGREES F,,
06/29/1999,35,FEET,55,DEGREES F,,
07/18/1999,6,FEET,78,DEGREES F,8,MG/L
07/18/1999,9,FEET,78,DEGREES F,8,MG/L
07/18/1999,12,FEET,77,DEGREES F,8,MG/L
07/18/1999,15,FEET,78,DEGREES F,8,MG/L
07/18/1999,20,FEET,74,DEGREES F,9,MG/L
07/18/1999,25,FEET,72,DEGREES F,11,MG/L
07/18/1999,30,FEET,63,DEGREES F,10,MG/L
07/18/1999,35,FEET,56,DEGREES F,5,MG/L
07/28/1999,3,FEET,78,DEGREES F,8,MG/L
07/28/1999,6,FEET,78,DEGREES F,8,MG/L
07/28/1999,9,FEET,78,DEGREES F,8,MG/L
07/28/1999,12,FEET,77,DEGREES F,8,MG/L
07/28/1999,15,FEET,78,DEGREES F,8,MG/L
07/28/1999,20,FEET,74,DEGREES F,9,MG/L
07/28/1999,25,FEET,72,DEGREES F,11,MG/L
07/28/1999,30,FEET,63,DEGREES F,10,MG/L
07/28/1999,35,FEET,45,DEGREES F,5,MG/L
09/01/1999,3,FEET,71,DEGREES F,10,MG/L
09/01/1999,6,FEET,70,DEGREES F,8,MG/L
09/01/1999,9,FEET,70,DEGREES F,10,MG/L
09/01/1999,12,FEET,70,DEGREES F,9,MG/L
09/01/1999,15,FEET,70,DEGREES F,8,MG/L
09/01/1999,20,FEET,70,DEGREES F,10,MG/L
09/01/1999,25,FEET,70,DEGREES F,9,MG/L
09/01/1999,30,FEET,65,DEGREES F,6,MG/L
09/01/1999,35,FEET,61,DEGREES F,4,MG/L
09/27/1999,3,FEET,61,DEGREES F,8,MG/L
09/27/1999,6,FEET,61,DEGREES F,10,MG/L
09/27/1999,9,FEET,61,DEGREES F,8,MG/L
09/27/1999,12,FEET,61,DEGREES F,8,MG/L
09/27/1999,15,FEET,61,DEGREES F,8,MG/L
09/27/1999,20,FEET,61,DEGREES F,8,MG/L
09/27/1999,25,FEET,61,DEGREES F,9,MG/L
09/27/1999,30,FEET,61,DEGREES F,8,MG/L
09/27/1999,35,FEET,61,DEGREES F,9,MG/L
05/31/2000,3,FEET,60,DEGREES F,,
05/31/2000,6,FEET,59,DEGREES F,,
05/31/2000,9,FEET,59,DEGREES F,,
05/31/2000,12,FEET,59,DEGREES F,,
05/31/2000,15,FEET,59,DEGREES F,,
05/31/2000,20,FEET,57,DEGREES F,,
05/31/2000,30,FEET,46,DEGREES F,,
05/31/2000,35,FEET,46,DEGREES F,,
06/29/2000,3,FEET,66,DEGREES F,11,MG/L
06/29/2000,6,FEET,66,DEGREES F,11,MG/L
06/29/2000,9,FEET,65,DEGREES F,11,MG/L
06/29/2000,12,FEET,65,DEGREES F,11,MG/L
06/29/2000,15,FEET,65,DEGREES F,11,MG/L
06/29/2000,20,FEET,63,DEGREES F,11,MG/L
06/29/2000,25,FEET,59,DEGREES F,11,MG/L
06/29/2000,30,FEET,50,DEGREES F,6,MG/L
06/29/2000,35,FEET,50,DEGREES F,4,MG/L
07/31/2000,3,FEET,75,DEGREES F,12,MG/L
07/31/2000,6,FEET,73,DEGREES F,12,MG/L
07/31/2000,9,FEET,72,DEGREES F,12,MG/L
07/31/2000,12,FEET,72,DEGREES F,12,MG/L
07/31/2000,15,FEET,72,DEGREES F,12,MG/L
07/31/2000,20,FEET,71,DEGREES F,12,MG/L
07/31/2000,25,FEET,64,DEGREES F,12,MG/L
07/31/2000,30,FEET,63,DEGREES F,8,MG/L
07/31/2000,35,FEET,56,DEGREES F,6,MG/L
08/30/2000,3,FEET,68,DEGREES F,12,MG/L
08/30/2000,6,FEET,70,DEGREES F,11,MG/L
08/30/2000,9,FEET,70,DEGREES F,12,MG/L
08/30/2000,12,FEET,70,DEGREES F,11,MG/L
08/30/2000,15,FEET,70,DEGREES F,10,MG/L
08/30/2000,20,FEET,70,DEGREES F,9,MG/L
08/30/2000,25,FEET,67,DEGREES F,9,MG/L
08/30/2000,30,FEET,58,DEGREES F,4,MG/L
08/30/2000,35,FEET,53,DEGREES F,2,MG/L
10/01/2000,3,FEET,60,DEGREES F,12,MG/L
10/01/2000,6,FEET,58,DEGREES F,11,MG/L
10/01/2000,9,FEET,58,DEGREES F,11,MG/L
10/01/2000,12,FEET,58,DEGREES F,12,MG/L
10/01/2000,15,FEET,58,DEGREES F,11,MG/L
10/01/2000,20,FEET,58,DEGREES F,11,MG/L
10/01/2000,25,FEET,58,DEGREES F,11,MG/L
10/01/2000,30,FEET,58,DEGREES F,11,MG/L
10/01/2000,35,FEET,57,DEGREES F,9,MG/L
05/30/2001,3,FEET,60,DEGREES F,12,MG/L
05/30/2001,6,FEET,60,DEGREES F,12,MG/L
05/30/2001,9,FEET,60,DEGREES F,12,MG/L
05/30/2001,12,FEET,59,DEGREES F,12,MG/L
05/30/2001,15,FEET,59,DEGREES F,12,MG/L
05/30/2001,20,FEET,58,DEGREES F,12,MG/L
05/30/2001,25,FEET,50,DEGREES F,12,MG/L
05/30/2001,30,FEET,42,DEGREES F,6,MG/L
05/30/2001,35,FEET,42,DEGREES F,4,MG/L
06/26/2001,3,FEET,69,DEGREES F,12,MG/L
06/26/2001,6,FEET,69,DEGREES F,12,MG/L
06/26/2001,9,FEET,69,DEGREES F,11,MG/L
06/26/2001,12,FEET,68,DEGREES F,11,MG/L
06/26/2001,15,FEET,67,DEGREES F,11,MG/L
06/26/2001,20,FEET,60,DEGREES F,11,MG/L
06/26/2001,25,FEET,54,DEGREES F,11,MG/L
06/26/2001,30,FEET,49,DEGREES F,6,MG/L
06/26/2001,35,FEET,46,DEGREES F,2,MG/L
07/31/2001,3,FEET,72,DEGREES F,12,MG/L
07/31/2001,6,FEET,72,DEGREES F,12,MG/L
07/31/2001,9,FEET,72,DEGREES F,12,MG/L
07/31/2001,12,FEET,72,DEGREES F,12,MG/L
07/31/2001,15,FEET,72,DEGREES F,12,MG/L
07/31/2001,20,FEET,71,DEGREES F,12,MG/L
07/31/2001,25,FEET,60,DEGREES F,12,MG/L
07/31/2001,30,FEET,54,DEGREES F,11,MG/L
07/31/2001,35,FEET,49,DEGREES F,2,MG/L
08/09/2001,0,FEET,27.1,DEGREES C,7.79,MG/L
08/09/2001,3,FEET,27.1,DEGREES C,7.81,MG/L
08/09/2001,6,FEET,27.1,DEGREES C,7.73,MG/L
08/09/2001,9,FEET,27.1,DEGREES C,7.78,MG/L
08/09/2001,12,FEET,27.1,DEGREES C,7.96,MG/L
08/09/2001,15,FEET,25.4,DEGREES C,8.47,MG/L
08/09/2001,18,FEET,24.5,DEGREES C,8.51,MG/L
08/09/2001,21,FEET,21.8,DEGREES C,10.27,MG/L
08/09/2001,24,FEET,18.5,DEGREES C,11.31,MG/L
08/09/2001,27,FEET,15.6,DEGREES C,10.98,MG/L
08/09/2001,30,FEET,13,DEGREES C,1.71,MG/L
08/27/2001,3,FEET,71,DEGREES F,12,MG/L
08/27/2001,6,FEET,71,DEGREES F,12,MG/L
08/27/2001,9,FEET,70,DEGREES F,12,MG/L
08/27/2001,12,FEET,70,DEGREES F,12,MG/L
08/27/2001,15,FEET,70,DEGREES F,12,MG/L
08/27/2001,20,FEET,70,DEGREES F,12,MG/L
08/27/2001,25,FEET,65,DEGREES F,12,MG/L
08/27/2001,30,FEET,58,DEGREES F,12,MG/L
08/27/2001,35,FEET,52,DEGREES F,2,MG/L
10/01/2001,3,FEET,58,DEGREES F,12,MG/L
10/01/2001,6,FEET,58,DEGREES F,12,MG/L
10/01/2001,9,FEET,58,DEGREES F,12,MG/L
10/01/2001,12,FEET,58,DEGREES F,12,MG/L
10/01/2001,15,FEET,58,DEGREES F,12,MG/L
10/01/2001,20,FEET,58,DEGREES F,12,MG/L
10/01/2001,25,FEET,58,DEGREES F,12,MG/L
10/01/2001,30,FEET,58,DEGREES F,12,MG/L
10/01/2001,35,FEET,56,DEGREES F,2,MG/L
05/22/2002,3,FEET,47,DEGREES F,12,MG/L
05/22/2002,6,FEET,47,DEGREES F,12,MG/L
05/22/2002,9,FEET,47,DEGREES F,12,MG/L
05/22/2002,12,FEET,47,DEGREES F,12,MG/L
05/22/2002,15,FEET,47,DEGREES F,12,MG/L
05/22/2002,20,FEET,46,DEGREES F,12,MG/L
05/22/2002,25,FEET,46,DEGREES F,12,MG/L
05/22/2002,30,FEET,45,DEGREES F,12,MG/L
05/22/2002,35,FEET,44,DEGREES F,12,MG/L
06/26/2002,3,FEET,70,DEGREES F,12,MG/L
06/26/2002,6,FEET,70,DEGREES F,12,MG/L
06/26/2002,9,FEET,70,DEGREES F,12,MG/L
06/26/2002,12,FEET,67,DEGREES F,12,MG/L
06/26/2002,15,FEET,65,DEGREES F,12,MG/L
06/26/2002,20,FEET,59,DEGREES F,12,MG/L
06/26/2002,25,FEET,52,DEGREES F,12,MG/L
06/26/2002,30,FEET,50,DEGREES F,7,MG/L
06/26/2002,35,FEET,48,DEGREES F,3,MG/L
07/24/2002,3,FEET,76,DEGREES F,12,MG/L
07/24/2002,6,FEET,76,DEGREES F,12,MG/L
07/24/2002,9,FEET,76,DEGREES F,12,MG/L
07/24/2002,12,FEET,75,DEGREES F,12,MG/L
07/24/2002,15,FEET,75,DEGREES F,12,MG/L
07/24/2002,20,FEET,66,DEGREES F,12,MG/L
07/24/2002,25,FEET,57,DEGREES F,12,MG/L
07/24/2002,30,FEET,52,DEGREES F,10,MG/L
07/24/2002,35,FEET,50,DEGREES F,2,MG/L
08/20/2002,3,FEET,70,DEGREES F,12,MG/L
08/20/2002,6,FEET,70,DEGREES F,12,MG/L
08/20/2002,9,FEET,70,DEGREES F,12,MG/L
08/20/2002,12,FEET,70,DEGREES F,12,MG/L
08/20/2002,15,FEET,70,DEGREES F,12,MG/L
08/20/2002,20,FEET,70,DEGREES F,12,MG/L
08/20/2002,25,FEET,65,DEGREES F,12,MG/L
08/20/2002,30,FEET,54,DEGREES F,9,MG/L
08/20/2002,35,FEET,51,DEGREES F,2,MG/L
10/28/2002,3,FEET,44,DEGREES F,12,MG/L
10/28/2002,6,FEET,44,DEGREES F,12,MG/L
10/28/2002,9,FEET,44,DEGREES F,12,MG/L
10/28/2002,12,FEET,44,DEGREES F,12,MG/L
10/28/2002,15,FEET,44,DEGREES F,12,MG/L
10/28/2002,20,FEET,44,DEGREES F,12,MG/L
10/28/2002,25,FEET,44,DEGREES F,12,MG/L
10/28/2002,30,FEET,44,DEGREES F,12,MG/L
10/28/2002,35,FEET,43,DEGREES F,12,MG/L
05/27/2003,3,FEET,59,DEGREES F,12,MG/L
05/27/2003,6,FEET,58,DEGREES F,12,MG/L
05/27/2003,9,FEET,57.5,DEGREES F,12,MG/L
05/27/2003,12,FEET,57,DEGREES F,12,MG/L
05/27/2003,15,FEET,56,DEGREES F,12,MG/L
05/27/2003,20,FEET,52,DEGREES F,12,MG/L
05/27/2003,25,FEET,47.5,DEGREES F,12,MG/L
05/27/2003,30,FEET,45,DEGREES F,10,MG/L
05/27/2003,35,FEET,43,DEGREES F,4,MG/L
06/30/2003,3,FEET,67,DEGREES F,12,MG/L
06/30/2003,6,FEET,66,DEGREES F,12,MG/L
06/30/2003,9,FEET,66,DEGREES F,12,MG/L
06/30/2003,12,FEET,66,DEGREES F,12,MG/L
06/30/2003,15,FEET,66,DEGREES F,12,MG/L
06/30/2003,20,FEET,60.5,DEGREES F,12,MG/L
06/30/2003,25,FEET,53,DEGREES F,12,MG/L
06/30/2003,30,FEET,49,DEGREES F,8,MG/L
06/30/2003,35,FEET,46,DEGREES F,2,MG/L
07/24/2003,3,FEET,70.25,DEGREES F,12,MG/L
07/24/2003,6,FEET,70,DEGREES F,12,MG/L
07/24/2003,9,FEET,70,DEGREES F,12,MG/L
07/24/2003,12,FEET,70,DEGREES F,12,MG/L
07/24/2003,15,FEET,70,DEGREES F,12,MG/L
07/24/2003,20,FEET,68.5,DEGREES F,12,MG/L
07/24/2003,25,FEET,67,DEGREES F,12,MG/L
07/24/2003,30,FEET,51,DEGREES F,8,MG/L
07/24/2003,35,FEET,48,DEGREES F,2,MG/L
08/19/2003,3,FEET,75.5,DEGREES F,12,MG/L
08/19/2003,6,FEET,75,DEGREES F,12,MG/L
08/19/2003,9,FEET,75,DEGREES F,12,MG/L
08/19/2003,12,FEET,75,DEGREES F,12,MG/L
08/19/2003,15,FEET,74.5,DEGREES F,12,MG/L
08/19/2003,20,FEET,71,DEGREES F,12,MG/L
08/19/2003,25,FEET,61,DEGREES F,12,MG/L
08/19/2003,30,FEET,54,DEGREES F,6,MG/L
08/19/2003,35,FEET,49.75,DEGREES F,1.5,MG/L
10/14/2003,3,FEET,53,DEGREES F,12,MG/L
10/14/2003,6,FEET,53,DEGREES F,12,MG/L
10/14/2003,9,FEET,53,DEGREES F,12,MG/L
10/14/2003,12,FEET,53,DEGREES F,12,MG/L
10/14/2003,15,FEET,53,DEGREES F,12,MG/L
10/14/2003,20,FEET,53,DEGREES F,12,MG/L
10/14/2003,25,FEET,53,DEGREES F,12,MG/L
10/14/2003,30,FEET,53,DEGREES F,12,MG/L
10/14/2003,35,FEET,53,DEGREES F,12,MG/L
05/18/2004,3,FEET,54.8,DEGREES F,12,MG/L
05/18/2004,6,FEET,55.2,DEGREES F,12,MG/L
05/18/2004,9,FEET,55.2,DEGREES F,12,MG/L
05/18/2004,12,FEET,55,DEGREES F,12,MG/L
05/18/2004,15,FEET,54.8,DEGREES F,12,MG/L
05/18/2004,20,FEET,51.8,DEGREES F,12,MG/L
05/18/2004,25,FEET,48.2,DEGREES F,12,MG/L
05/18/2004,30,FEET,46.4,DEGREES F,12,MG/L
05/18/2004,35,FEET,45.6,DEGREES F,7,MG/L
06/23/2004,3,FEET,65.4,DEGREES F,12,MG/L
06/23/2004,6,FEET,65.6,DEGREES F,12,MG/L
06/23/2004,9,FEET,65.6,DEGREES F,12,MG/L
06/23/2004,12,FEET,65.6,DEGREES F,12,MG/L
06/23/2004,15,FEET,65.6,DEGREES F,12,MG/L
06/23/2004,20,FEET,61.1,DEGREES F,12,MG/L
06/23/2004,25,FEET,53.9,DEGREES F,10,MG/L
06/23/2004,30,FEET,50.7,DEGREES F,3.5,MG/L
06/23/2004,35,FEET,48.5,DEGREES F,1,MG/L
07/20/2004,3,FEET,73.2,DEGREES F,12,MG/L
07/20/2004,6,FEET,73.2,DEGREES F,12,MG/L
07/20/2004,9,FEET,72.5,DEGREES F,12,MG/L
07/20/2004,12,FEET,71.9,DEGREES F,12,MG/L
07/20/2004,15,FEET,70.8,DEGREES F,12,MG/L
07/20/2004,20,FEET,66.5,DEGREES F,12,MG/L
07/20/2004,25,FEET,59.7,DEGREES F,12,MG/L
07/20/2004,30,FEET,53,DEGREES F,1.5,MG/L
07/20/2004,35,FEET,49.6,DEGREES F,1,MG/L
08/25/2004,3,FEET,66.5,DEGREES F,12,MG/L
08/25/2004,6,FEET,66.2,DEGREES F,12,MG/L
08/25/2004,9,FEET,66.2,DEGREES F,12,MG/L
08/25/2004,12,FEET,66.2,DEGREES F,12,MG/L
08/25/2004,15,FEET,66,DEGREES F,12,MG/L
08/25/2004,20,FEET,66,DEGREES F,12,MG/L
08/25/2004,25,FEET,65.4,DEGREES F,12,MG/L
08/25/2004,30,FEET,57.3,DEGREES F,1.5,MG/L
08/25/2004,35,FEET,51.8,DEGREES F,1,MG/L
10/13/2004,3,FEET,57,DEGREES F,12,MG/L
10/13/2004,6,FEET,57.2,DEGREES F,12,MG/L
10/13/2004,9,FEET,57,DEGREES F,12,MG/L
10/13/2004,12,FEET,57.2,DEGREES F,12,MG/L
10/13/2004,15,FEET,57.2,DEGREES F,12,MG/L
10/13/2004,20,FEET,57,DEGREES F,12,MG/L
10/13/2004,25,FEET,57.2,DEGREES F,12,MG/L
10/13/2004,30,FEET,57.2,DEGREES F,12,MG/L
10/13/2004,35,FEET,57,DEGREES F,10,MG/L
05/24/2005,3,FEET,56.1,DEGREES F,12,MG/L
05/24/2005,6,FEET,55.5,DEGREES F,12,MG/L
05/24/2005,9,FEET,55.4,DEGREES F,12,MG/L
05/24/2005,12,FEET,55.4,DEGREES F,12,MG/L
05/24/2005,15,FEET,54.8,DEGREES F,12,MG/L
05/24/2005,20,FEET,51.8,DEGREES F,12,MG/L
05/24/2005,25,FEET,49.2,DEGREES F,12,MG/L
05/24/2005,30,FEET,46.4,DEGREES F,6,MG/L
05/24/2005,35,FEET,45.8,DEGREES F,2.5,MG/L
06/22/2005,3,FEET,72.1,DEGREES F,12,MG/L
06/22/2005,6,FEET,72.5,DEGREES F,12,MG/L
06/22/2005,9,FEET,72.5,DEGREES F,12,MG/L
06/22/2005,12,FEET,71.6,DEGREES F,12,MG/L
06/22/2005,15,FEET,70.7,DEGREES F,12,MG/L
06/22/2005,20,FEET,61.5,DEGREES F,12,MG/L
06/22/2005,25,FEET,55.4,DEGREES F,12,MG/L
06/22/2005,30,FEET,51,DEGREES F,5,MG/L
06/22/2005,35,FEET,48.9,DEGREES F,1,MG/L
07/25/2005,3,FEET,78.2,DEGREES F,12,MG/L
07/25/2005,6,FEET,77.1,DEGREES F,12,MG/L
07/25/2005,9,FEET,77,DEGREES F,12,MG/L
07/25/2005,12,FEET,77,DEGREES F,12,MG/L
07/25/2005,15,FEET,76.8,DEGREES F,12,MG/L
07/25/2005,20,FEET,72.8,DEGREES F,12,MG/L
07/25/2005,25,FEET,62.4,DEGREES F,12,MG/L
07/25/2005,30,FEET,55.7,DEGREES F,10,MG/L
07/25/2005,35,FEET,51.2,DEGREES F,1,MG/L
08/23/2005,3,FEET,70.5,DEGREES F,12,MG/L
08/23/2005,6,FEET,71,DEGREES F,12,MG/L
08/23/2005,9,FEET,71.2,DEGREES F,12,MG/L
08/23/2005,12,FEET,71.2,DEGREES F,12,MG/L
08/23/2005,15,FEET,71.2,DEGREES F,12,MG/L
08/23/2005,20,FEET,71.2,DEGREES F,12,MG/L
08/23/2005,25,FEET,70.8,DEGREES F,12,MG/L
08/23/2005,30,FEET,59,DEGREES F,12,MG/L
08/23/2005,35,FEET,52.5,DEGREES F,.5,MG/L
10/11/2005,3,FEET,59.3,DEGREES F,12,MG/L
10/11/2005,6,FEET,59.9,DEGREES F,12,MG/L
10/11/2005,9,FEET,60,DEGREES F,12,MG/L
10/11/2005,12,FEET,60,DEGREES F,12,MG/L
10/11/2005,15,FEET,60,DEGREES F,12,MG/L
10/11/2005,20,FEET,60,DEGREES F,12,MG/L
10/11/2005,25,FEET,60,DEGREES F,12,MG/L
10/11/2005,30,FEET,60,DEGREES F,12,MG/L
10/11/2005,35,FEET,60,DEGREES F,12,MG/L
05/22/2006,3,FEET,54.3,DEGREES F,12,MG/L
05/22/2006,6,FEET,53.6,DEGREES F,12,MG/L
05/22/2006,9,FEET,53.6,DEGREES F,12,MG/L
05/22/2006,12,FEET,53.4,DEGREES F,12,MG/L
05/22/2006,15,FEET,53.4,DEGREES F,12,MG/L
05/22/2006,20,FEET,53.4,DEGREES F,12,MG/L
05/22/2006,25,FEET,53,DEGREES F,12,MG/L
05/22/2006,30,FEET,52.3,DEGREES F,12,MG/L
06/20/2006,3,FEET,70.5,DEGREES F,12,MG/L
06/20/2006,6,FEET,70.8,DEGREES F,12,MG/L
06/20/2006,9,FEET,70.8,DEGREES F,12,MG/L
06/20/2006,12,FEET,70.8,DEGREES F,12,MG/L
06/20/2006,15,FEET,69,DEGREES F,12,MG/L
06/20/2006,20,FEET,60.8,DEGREES F,12,MG/L
06/20/2006,25,FEET,57.2,DEGREES F,12,MG/L
06/20/2006,30,FEET,55.2,DEGREES F,10,MG/L
06/20/2006,35,FEET,53,DEGREES F,2,MG/L
08/09/2006,3,FEET,75.5,DEGREES F,12,MG/L
08/09/2006,6,FEET,75.7,DEGREES F,12,MG/L
08/09/2006,9,FEET,75.7,DEGREES F,12,MG/L
08/09/2006,12,FEET,75.7,DEGREES F,12,MG/L
08/09/2006,15,FEET,75.7,DEGREES F,12,MG/L
08/09/2006,20,FEET,75.7,DEGREES F,12,MG/L
08/09/2006,25,FEET,66.5,DEGREES F,10,MG/L
08/09/2006,30,FEET,61.5,DEGREES F,10,MG/L
08/09/2006,35,FEET,57.2,DEGREES F,1,MG/L
10/25/2006,3,FEET,45.6,DEGREES F,12,MG/L
10/25/2006,6,FEET,46,DEGREES F,12,MG/L
10/25/2006,9,FEET,46,DEGREES F,12,MG/L
10/25/2006,12,FEET,46,DEGREES F,12,MG/L
10/25/2006,15,FEET,46,DEGREES F,12,MG/L
10/25/2006,20,FEET,46,DEGREES F,12,MG/L
10/25/2006,25,FEET,46,DEGREES F,12,MG/L
10/25/2006,30,FEET,45.8,DEGREES F,12,MG/L
10/25/2006,35,FEET,45.8,DEGREES F,12,MG/L
04/25/2007,3,FEET,49.2,DEGREES F,12,MG/L
04/25/2007,6,FEET,49.2,DEGREES F,12,MG/L
04/25/2007,9,FEET,48.9,DEGREES F,12,MG/L
04/25/2007,12,FEET,48.7,DEGREES F,12,MG/L
04/25/2007,15,FEET,48.3,DEGREES F,12,MG/L
04/25/2007,20,FEET,46.2,DEGREES F,12,MG/L
04/25/2007,25,FEET,44.7,DEGREES F,12,MG/L
04/25/2007,30,FEET,42.9,DEGREES F,10,MG/L
04/25/2007,34,FEET,42.4,DEGREES F,8,MG/L
06/26/2007,3,FEET,75,DEGREES F,12,MG/L
06/26/2007,6,FEET,74.6,DEGREES F,12,MG/L
06/26/2007,9,FEET,74.4,DEGREES F,12,MG/L
06/26/2007,12,FEET,73.7,DEGREES F,12,MG/L
06/26/2007,15,FEET,72.6,DEGREES F,12,MG/L
06/26/2007,20,FEET,68.7,DEGREES F,12,MG/L
06/26/2007,25,FEET,61.8,DEGREES F,12,MG/L
06/26/2007,30,FEET,56.4,DEGREES F,3.5,MG/L
06/26/2007,34,FEET,52.1,DEGREES F,3,MG/L
07/24/2007,3,FEET,73.5,DEGREES F,12,MG/L
07/24/2007,6,FEET,73.4,DEGREES F,12,MG/L
07/24/2007,9,FEET,73.2,DEGREES F,12,MG/L
07/24/2007,12,FEET,73.2,DEGREES F,12,MG/L
07/24/2007,15,FEET,73,DEGREES F,12,MG/L
07/24/2007,20,FEET,72.8,DEGREES F,12,MG/L
07/24/2007,25,FEET,69.6,DEGREES F,12,MG/L
07/24/2007,30,FEET,60.8,DEGREES F,2.5,MG/L
07/24/2007,34,FEET,55,DEGREES F,3,MG/L
08/22/2007,3,FEET,70.2,DEGREES F,12,MG/L
08/22/2007,6,FEET,70.5,DEGREES F,12,MG/L
08/22/2007,9,FEET,70.5,DEGREES F,12,MG/L
08/22/2007,12,FEET,70.5,DEGREES F,12,MG/L
08/22/2007,15,FEET,70.5,DEGREES F,12,MG/L
