Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Johnson Lake,Sawyer,1856700,NO,58,,583134,CE,SEEPAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
10/11/2015,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
06/08/2016,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
06/29/2016,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
08/01/2016,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
08/17/2016,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
09/01/2016,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
09/09/2016,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
10/03/2016,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
06/16/2017,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
07/10/2017,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
07/19/2017,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
08/19/2017,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
09/20/2017,Charles Kludt,Citizen Lake Monitoring - Water Quality - Johnson Lake; Near Deep Hole
